Original,Translate_IT
Già era 'l sole a l'orizzonte giunto,Già l’astro del giorno toccava questo orizzonte
lo cui meridïan cerchio coverchia,"di cui il meridiano, nel suo punto più alto,"
Ierusalèm col suo più alto punto;,"sopra il luogo dove giace Gerusalemme,"
"e la notte, che opposita a lui cerchia,","mentre la notte, volgendo all’opposto,"
"uscia di Gange fuor con le Bilance,",Usciva dalle acque del Gange con questa Bilancia
che le caggion di man quando soverchia;,che le cade dalle mani quando è invecchiata troppo;
"sì che le bianche e le vermiglie guance,",in modo che nel luogo in cui mi trovavo allora
"là dov'i' era, de la bella Aurora",il bel viso bianco e vermiglio dell'aurora
per troppa etate divenivan rance.,"Con il passare del tempo, prendeva toni di foglia morta."
"Noi eravam lunghesso mare ancora,","Ci trovavamo sempre in riva a questo mare,"
"come gente che pensa a suo cammino,","come chi pensa tanto al suo prossimo volto,"
che va col cuore e col corpo dimora.,"che cammini in spirito prima della partenza,"
"Ed ecco, qual, sorpreso dal mattino,","quando ecco che all'improvviso, come alla soglia del mattino"
per li grossi vapor Marte rosseggia,Si vede Marte incandescente sotto una fitta nebbia
"giù nel ponente sovra 'l suol marino,","che sale dalle onde al di sopra del Ponente,"
"cotal m'apparve, s'io ancor lo veggia,",Ho visto (posso scorgerlo!) un grande splendore.
"un lume per lo mar venir sì ratto,","che si avvicinava a noi così in fretta sul mare,"
che 'l muover suo nessun volar pareggia.,che nessun volo potrebbe assomigliare alla sua corsa.
Dal qual com'io un poco ebbi ritratto,"Ne distolsi gli occhi, lo spazio di un momento,"
"l'occhio per domandar lo duca mio,","per interrogare la mia guida, e lo vidi,"
rividil più lucente e maggior fatto.,"Quando tornai, più grande e più brillante."
Poi d'ogne lato ad esso m'appario,Da ciascuno dei lati brillava intorno a lui
"un non sapeva che bianco, e di sotto","non so che cosa di bianco; e come si avvicinava,"
a poco a poco un altro a lui uscìo.,Un bianco simile apparve sotto i suoi piedi.
"Lo mio maestro ancor non facea motto,","Il mio padrone, tuttavia, stava aspettando senza brontolare"
mentre che i primi bianchi apparver ali;,"e, nei primi bianchi che distinguono le due ali"
"allor che ben conobbe il galeotto,",Alla fine si rese conto di quale fosse il suo nome.
"gridò: “Fa, fa che le ginocchia cali.","E subito mi disse: «Presto, in ginocchio!"
Ecco l'angel di Dio: piega le mani;,Ecco l’angelo di Dio: devi unire le mani.
omai vedrai di sì fatti officiali.,"Rivedrai spesso, qui, tali ministri."
"Vedi che sdegna li argomenti umani,","Vedi come, sdegnando i mezzi degli esseri umani,"
"sì che remo non vuol, né altro velo","passa di remi e non vuole altro velo,"
"che l'ali sue, tra liti sì lontani.","per venire da così lontano, come quella delle sue ali."
"Vedi come l'ha dritte verso 'l cielo,","Tu vedi come li tende verso il cielo, battendo l’aria"
"trattando l'aere con l'etterne penne,",della penna eterna e che non conosce
che non si mutan come mortal pelo”.,che cosa è mutare come un mortale piumaggio! »
"Poi, come più e più verso noi venne","Più questo uccello divino si avvicinava a noi,"
