Original,Translate_IT
"Io vidi già cavalier muover campo,","Ho visto dei cavalieri tirarsi fuori dall'accampamento,"
"e cominciare stormo e far lor mostra,","Fare il must, entrare nei nemici,"
e talvolta partir per loro scampo;,Anche sventolarsi e scappare;
"corridor vidi per la terra vostra,","Dalle parti dello Streif ho visto nelle vostre aree,"
"o Aretini, e vidi gir gualdane,","Aretina, una volta vi minacciarono duramente;"
fedir torneamenti e correr giostra;,Sah torneo di festa e grandi fori di lancio;
"quando con trombe, e quando con campane,","Ho sentito delle trombe, dei tamburi, della campana..."
"con tamburi e con cenni di castella,","Vedeva fumo e fuoco come segno di guerra,"
e con cose nostrali e con istrane;,E segnali stranieri e autoctoni già;
né già con sì diversa cennamella,Ma non si chiamava mai uno strumento di argilla...
"cavalier vidi muover né pedoni,","Qui ho sentito la gente a cavallo e a piedi,"
né nave a segno di terra o di stella.,"Alla terra e al mare, ancora avanti o indietro."
Noi andavam con li diece demoni.,"Con tre diavoli me ne andai, pieno di sete,"
Ahi fiera compagnia! ma ne la chiesa,Ma sapevo che gli ubriaconi erano nei regali
"coi santi, e in taverna coi ghiottoni.","E pregare nelle chiese deve cercare,"
"Pur a la pegola era la mia 'ntesa,","Anche tutta la mia mente era rivolta alla sfortuna,"
per veder de la bolgia ogne contegno,Per esplorare tutto il luogo.
e de la gente ch'entro v'era incesa.,E quale corpo infilare in questo fuoco.
"Come i dalfini, quando fanno segno","Come i delfini, che soffrono di tempesta"
a' marinar con l'arco de la schiena,"Con il dorso piegato spesso proclamare,"
"che s'argomentin di campar lor legno,",È tempo di andare con le navi;
"talor così, ad alleggiar la pena,","Così per trovare sollievo di tormento,"
mostrav'alcun de' peccatori 'l dosso,Immergetevi spesso in un trasgressore e scomparve
e nascondea in men che non balena.,"Poi, al peche, i fulmini svaniscono in fretta."
E come a l'orlo de l'acqua d'un fosso,E come le rane sul bordo di un fossato
"stanno i ranocchi pur col muso fuori,","Infilare le gambe, lo stomaco e il petto nell'acqua,"
"sì che celano i piedi e l'altro grosso,",i musoni sono rivolti solo verso l'esterno;
sì stavan d'ogne parte i peccatori;,"Così si vide quello allungare le bocche,"
"ma come s'appressava Barbariccia,","Da sola, quando vede il baffi,"
così si ritraén sotto i bollori.,Nasconditi in fretta nella sfortuna.
"I' vidi, e anco il cor me n'accapriccia,","Ho visto, e ora la pelle mi sta rabbrividindo,"
"uno aspettar così, com'elli 'ncontra","Solo uno che aspetta, come quando tutto e' saltato fuori."
ch'una rana rimane e l'altra spiccia;,Una rana a un solo pezzo sta ancora guardando fuori dal pavone.
"e Graffiacan, che li era più di contra,","l'artiglio da graffio, il più grande,"
li arruncigliò le 'mpegolate chiome,Gli mise il gancio in un capello appiccicoso
"e trassel sù, che mi parve una lontra.","E lo allevò, come una lontra di pesce, intrappolato."
"I' sapea già di tutti quanti 'l nome,",Sapevo già com'era ogni nome
"sì li notai quando fuorono eletti,",Della sua scelta e del fatto che non mi sfugge nulla.
"e poi ch'e' si chiamaro, attesi come.",Allora ho preso il nome nel parlare.
"“O Rubicante, fa che tu li metti","""Frish, rosso grimm, con gli artigli taglienti cadere"
"li unghioni a dosso, sì che tu lo scuoi!”,","Su questa vestaglia e toglietegli la pelliccia."""
gridavan tutti insieme i maladetti.,Così tutti i maledetti gridarono insieme.
"E io: “Maestro mio, fa, se tu puoi,","E io: ""Mio Maestro, presto esplora,"
che tu sappi chi è lo sciagurato,Chi ha tirato la mano tra i suoi nemici?
venuto a man de li avversari suoi”.,Chi credi che sia l'accompagnatore?
Lo duca mio li s'accostò allato;,"Quello che il mio capo si avvicinava al suo fianco,"
"domandollo ond'ei fosse, e quei rispuose:","Chiedendogli chi e', dove e' il suo sesso?"
“I' fui del regno di Navarra nato.,"""Sono nata dallo stato della Navarra."
"Mia madre a servo d'un segnor mi puose,","La madre mi diede come servo un padrone,"
"che m'avea generato d'un ribaldo,",Perche' sono nato da un bravo ragazzo...
