Original,Translate_IT
"'Per me si va ne la città dolente,","Attraverso di me si entra nella città dei granelli di tormento,"
"per me si va ne l'etterno dolore,","Per mezzo di me c'è un'infinità di guai,"
per me si va tra la perduta gente.,Per mezzo di me vado verso il popolo dei perdenti.
Giustizia mosse il mio alto fattore;,La giustizia era la ragione del mio alto Creatore;
"fecemi la divina podestate,",L'onnipotente vuole rivelarsi in me;
la somma sapïenza e 'l primo amore.,La sapienza fu manifestata e il primo amore fu manifestato.
Dinanzi a me non fuor cose create,Le cose che ho creato prima di me erano...
"se non etterne, e io etterno duro.",Solo eterno; e per sempre anch'io.
"Lasciate ogne speranza, voi ch'intrate'.",Fatevi guidare da ogni speranza.
Queste parole di colore oscuro,L'iscrizione appare in colore scuro
vid'ïo scritte al sommo d'una porta;,"Scritto in cima a una porta,"
"per ch'io: “Maestro, il senso lor m'è duro”.","Dura, maestro, è il suo senso per me."
"Ed elli a me, come persona accorta:","Poi, come esperto, disse queste parole:"
“Qui si convien lasciare ogne sospetto;,"""Qui sia bandito ogni sospetto,"
ogne viltà convien che qui sia morta.,E ogni codardia muore in questo posto.
Noi siam venuti al loco ov'i' t'ho detto,Siamo al posto che ti ho chiamato...
che tu vedrai le genti dolorose,"Qui vedrai quei miserabili,"
c'hanno perduto il ben de l'intelletto”.,"Per la quale la salvezza della vera luce svanì."""
E poi che la sua mano a la mia puose,"Mi prese la mano, quindi mi fidò"
"con lieto volto, ond'io mi confortai,",Con il suo viso di coraggio ho vinto anch'io.
mi mise dentro a le segrete cose.,Mi sta portando all'oscurita' segreta.
"Quivi sospiri, pianti e alti guai","Là si alzò l'animo, il grido e le lamentele,"
"risonavan per l'aere sanza stelle,","Suonando forte attraverso l'aria senza stelle,"
per ch'io al cominciar ne lagrimai.,"Così ho pianto io stesso, che ha cominciato."
"Diverse lingue, orribili favelle,","le lingue, le parole, le turbe,"
"parole di dolore, accenti d'ira,","battaglie a mano, suoni di urla più accesa,"
"voci alte e fioche, e suon di man con elle","La rabbia, urlando, e il dolore, culminante..."
"facevano un tumulto, il qual s'aggira",Tutto questo ha pesato tosend sempre come se fosse
