Original,Translate_EN,Translate_IT_1
"Lo Dio d’Amor sorise, quando udio",The God of Love smiled when he heard,Il Dio dell'Amore sorrise quando sentì
"Astinenza-Costretta sì parlare,","Forced Abstinence speak in this way,","L'astinenza forzata parla in questo modo,"
E disse: «Qui à giente d’alt’affare!,and said: “We’ve got some big shots here!,e ha detto: Abbiamo avuto alcuni pezzi grossi qui!
"Dì, Falsenbiante, se•tt’aiuti Idio,","Tell me, False Seeming, may God help you,","Dimmi, Falso Semendo, che Dio ti aiuti,"
"S’i’ ti ritengnio del consiglio mio,","if I keep you on my council,","Se ti tengo nel mio consiglio,"
Mi potrò io   in te punto fidare?».,will I be able to trust you at all?”,sarò in grado di fidarmi di voi a tutti?
"«Segnior mio,   sì, di nulla non dottare,","“Yes, my Lord, don’t worry about a thing,","Sì, mio signore, non preoccuparti di una cosa,"
Ch’altro c’a lealtà ma’ non pens’io».,for I don’t think of anything but loyalty.”,per non penso ad altro che alla lealtà.
«Dunqu’è cotesto contra tua natura».,"“Therefore, this is against your nature.”","Pertanto, questo è contro la vostra natura."
"«Veracie mente ciò è veritate,","“To be truthful, this is the truth,","Per essere sinceri, questa è la verità,"
Ma tuttor vi mettete inn-aventura!,but nonetheless you are putting yourself at risk!,Ma comunque ti stai mettendo in pericolo!
"Mai i•lupo di sua pelle non gittate,","No matter how many bad things you do to it,","Non importa quante cose brutte le fai,"
"No•gli farete tanto di laidura,","you’ll never remove a wolf from its hide,","non toglierai mai un lupo dalla sua pelle,"
Se voi in prima no•llo scorticate».,unless you skin it first.”,a meno che non lo scuoiate prima.
