Original,Translate_IT
"Noi eravamo al sommo de la scala,","Eravamo in cima a quelle trincee,"
dove secondamente si risega,"Dove la montagna mostra la seconda sezione,"
lo monte che salendo altrui dismala.,Il monte che purifica quelli che sono saliti.
Ivi così una cornice lega,"Qui, dove si sale al secondo vantaggio,"
"dintorno il poggio, come la primaia;","Colui che, come il primo, gira la grotta,"
se non che l'arco suo più tosto piega.,"Solo che un arco si piega ancora più velocemente,"
Ombra non lì è né segno che si paia:,"Qui non c'è nessuna immagine, e ogni segno scompare,"
parsi la ripa e parsi la via schietta,Per questo si segue la via e la strada
col livido color de la petraia.,Dalla roccia di colore giallo nero si trova.
"“Se qui per dimandar gente s'aspetta”,","""Aspettavamo che il Fuhrer si avvicinasse."""
"ragionava il poeta, “io temo forse","Virgil ha detto: ""Qui in piedi,"
che troppo avrà d'indugio nostra eletta”.,"Così abbiamo scelto il nostro sentiero troppo tardi."""
Poi fisamente al sole li occhi porse;,"Poi fa, guardando fisso al sole,"
"fece del destro lato a muover centro,",Per il movimento il suo piede destro
e la sinistra parte di sé torse.,"Al centro, girando con il sinistro."
“O dolce lume a cui fidanza i' entro,"""O luce dolce, tu inculchi la decisione"
"per lo novo cammin, tu ne conduci”,","Verso la nuova via, tu ci conduci avanti."""
"dicea, “come condur si vuol quinc'entro.","Cominciò, ""come deve fare un fedele capo."
"Tu scaldi il mondo, tu sovr'esso luci;","Stai riscaldando il mondo, lo stai rendendo luminoso e allegro."
"s'altra ragione in contrario non ponta,","Non si cammina mai quando il tuo splendore si nasconde,"
esser dien sempre li tuoi raggi duci”.,"Non scacciate le avversità ed egli sia la nostra scala."""
"Quanto di qua per un migliaio si conta,",Per quanto ci si possa fidare di un miglie...
"tanto di là eravam noi già iti,",Fin da ora eravamo in quei sentieri
"con poco tempo, per la voglia pronta;","In poco tempo, animato dalla pioggia."
"e verso noi volar furon sentiti,","Un treno fantasma volava lungo le scogliere rocciose,"
"non però visti, spiriti parlando","Ascoltate, ma non vedete, udite e sembrate"
a la mensa d'amor cortesi inviti.,Invitarci al tavolo dell'amore gentilmente.
La prima voce che passò volando,Il primo fantasma gridò:
"'Vinum non habent' altamente disse,",Non hanno vino! Le parole suonavano
e dietro a noi l'andò reïterando.,Poi di nuovo dietro di noi.
