Original,Translate_EN,Translate_IT_1
Ancor sì no•mi par nulla travaglia,"“Moreover, it seems to me no work at all","Inoltre, mi sembra che nessun lavoro a tutti"
"Gir per lo mondo, inn-ogne regione,",to go around the regions of the world,per girare le regioni del mondo
E riciercar ognie religione;,seeking out every religious order;,alla ricerca di ogni ordine religioso;
"Ma della religion,   sa•nulla faglia,",but in matters of religion I unfailingly,ma in materia di religione io infallibilmente
"I’ lascio il grano, e prendone la paglia,","leave the fruit behind and take the straw,","lascia il frutto alle spalle e prendi la paglia,"
"Ch’i’ non vo’ che•ll’abito a lor fazone,",for I only want my habit to be like theirs,perché voglio solo che la mia abitudine sia come la loro
E predicar dolze predicazione:,and to be able to preach sweet sermons:,ed essere in grado di predicare dolci sermoni:
Con questi due argomenti il mondo abaglia.,with these two devices the world is blinded.,con questi due dispositivi il mondo è accecato.
"Così vo io mutando e suono, e verso,",And thus I go about changing both tone and verse,E così vado a cambiare tono e versetto
"E diciendo parole humili e piane,","and saying humble and simple words,","e dicendo parole umili e semplici,"
Ma molt’è il fatto mio a•dir diverso:,but my actions are quite different from my words;,ma le mie azioni sono molto diverse dalle mie parole;
"Ché tutti que’, c’ogi manucar pane,",for all those who today are eating bread,per tutti coloro che oggi mangiano il pane
"No•mi terian ch’i’ non gisse traverso,","could not keep me from wandering off the straight path,","non poteva impedirmi di vagare per la retta via,"
Ch’i’ ne son ghiotto più che d’unto il cane».,for I am more desirous of this than a dog is of fat.”,perché sono più desideroso di questo che un cane è di grasso.
