Original,Translate_IT
“O sodalizio eletto a la gran cena,"""O cooperativa scelta per il tavolo"
"del benedetto Agnello, il qual vi ciba","Nel gran banchetto dell'Agnello,"
"sì, che la vostra voglia è sempre piena,","Mangiatevi che la vostra misericordia sia piena di menzogne,"
se per grazia di Dio questi preliba,"Se egli, per grazia di Dio, si prendesse cura del cibo,"
"di quel che cade de la vostra mensa,","Colui che abbandona la vostra tavola, allattando in anticipo,"
"prima che morte tempo li prescriba,","Eh, la morte lo ha fatto volare verso l'ultimo viaggio"
ponete mente a l'affezione immensa,Pensate come il suo petto si gonfia davanti ai tendini;
e roratelo alquanto: voi bevete,"Con la vostra rugiada, mettetelo alla fonte,"
sempre del fonte onde vien quel ch'ei pensa”.,"Che scopre tutto quello che pensa e pensa."""
Così Beatrice; e quelle anime liete,Beatrix parlò come intorno al posto del polo
"si fero spere sopra fissi poli,","Girare le sfere, ora quei selghi,"
"fiammando, volte, a guisa di comete.","Fuoco, comete, ardente e brillante."
E come cerchi in tempra d'orïuoli,"Come, ben disposto, gli orologi fanno le ruote..."
"si giran sì, che 'l primo a chi pon mente","Volare in piena fretta sembra l'ultimo,"
"quïeto pare, e l'ultimo che voli;","Il primo sembra, quando si guarda, riposare"
"così quelle carole, differente-",Così diversi in movimento
"mente danzando, de la sua ricchezza","Ogni cerchio, di sopra, come si è rivelato,"
"mi facieno stimar, veloci e lente.","Veloce o indosso, ho apprezzato la sua ricchezza."
Di quella ch'io notai di più carezza,"E dal cerchio che ho glorificato il più bello,"
"vid'ïo uscire un foco sì felice,","Se ho visto un fuoco così beato fluttuare,"
che nullo vi lasciò di più chiarezza;,Che non ha lasciato niente di piu' chiaro.
e tre fïate intorno di Beatrice,Per Beatrice Incinta questa vita sana
"si volse con un canto tanto divo,","Solo tre volte, e Sang sprofondò alla luce,"
che la mia fantasia nol mi ridice.,Non c'e' fantasia.
Però salta la penna e non lo scrivo:,"E la piuma salta qui e non lo scrive,"
"ché l'imagine nostra a cotai pieghe,","Perché quando l'immaginazione toglie la forza,"
"non che 'l parlare, è troppo color vivo.",Li ha infranti ancora di più alla parola povera.
“O santa suora mia che sì ne prieghe,"""O sorella guaritrice che tu sei così devota"
"divota, per lo tuo ardente affetto",Preghiere implorate con il vostro amore
da quella bella spera mi disleghe”.,"Sono sceso da un bel cerchio!"""
"Poscia fermato, il foco benedetto","Dopo che il fuoco guarito si è riposato nella danza,"
"a la mia donna dirizzò lo spiro,",Rivolgete il tocco alla Signora con le parole:
che favellò così com'i' ho detto.,Che la mia poesia vi fa conoscere quassù.
Ed ella: “O luce etterna del gran viro,"""O luce eterna del grande uomo che è là"""
"a cui Nostro Segnor lasciò le chiavi,",Il Signore ha lasciato le chiavi che ha detto
"ch'ei portò giù, di questo gaudio miro,","Contribuito, alla Porta meravigliosa,"
"tenta costui di punti lievi e gravi,","Controllalo con una sola domanda, facile e difficile,"
"come ti piace, intorno de la fede,","Come ti piace, se questa fede gli appartiene,"
per la qual tu su per lo mare andavi.,Attraverso il quale hai camminato sul mare.
"S'elli ama bene e bene spera e crede,","Se ama bene, spera bene e non crede"
"non t'è occulto, perché 'l viso hai quivi","Non puo', perche' c'e' la tua faccia,"
dov'ogne cosa dipinta si vede;,Dove si dipinge tutto.
ma perché questo regno ha fatto civi,"Ma perché qui, attraverso la vera fede, si fa luce"
"per la verace fede, a glorïarla,","Sarà un cittadino che darà i suoi frutti,"
di lei parlare è ben ch'a lui arrivi”.,"Quando parla con te al suo premio."""
Sì come il baccialier s'arma e non parla,"Come il Bakkalaur, il Maestro delle domande"
"fin che 'l maestro la question propone,","Aspettato, silenzioso, perché si prepara,"
"per approvarla, non per terminarla,","Non prendere una decisione, ma osare la prova;"
così m'armava io d'ogne ragione,"Così mi preparo con ogni ragione,"
"mentre ch'ella dicea, per esser presto","Tuttavia, ha parlato di essere veloce e confortevole"
a tal querente e a tal professione.,Parlare quando il Maestro dice: Di'!
"“Dì, buon Cristiano, fatti manifesto:","""Parla, buon cristiano, per rivelarti:"
fede che è?”. Ond'io levai la fronte,"Cos'e' la fede? ""Ho alzato la fronte in fretta"
in quella luce onde spirava questo;,"Alla luce, a cui le parole sono svelate."
"poi mi volsi a Beatrice, ed essa pronte","Alla Signora guarderò allora, che, gioioso e luminoso,"
sembianze femmi perch'ïo spandessi,"Mi diede il coraggio di far uscire il Diluvio,"
l'acqua di fuor del mio interno fonte.,Come lei sgorgava dalla mia fonte interiore.
"“La Grazia che mi dà ch'io mi confessi”,","""Ho avuto pietà,"" ho cominciato, ""Ho permesso"
"comincia' io, “da l'alto primipilo,","Per la confessione con i litigi di alta corte,"
faccia li miei concetti bene espressi”.,Lasciate che vi dica chiaramente la risposta.
E seguitai: “Come 'l verace stilo,"La verita', padre,"" cosi' ho continuato..."
"ne scrisse, padre, del tuo caro frate","""Ho incontrato nel libro di tuo fratello,"
"che mise teco Roma nel buon filo,",Roma convertì per mezzo della sua santa Parola.
fede è sustanza di cose sperate,"La fede è la sostanza di ciò che speriamo gioiosamente,"
e argomento de le non parventi;,E' la prova di cio' che non vediamo.
e questa pare a me sua quiditate”.,"E questo mi mostra la sua natura."""
"Allora udi': “Dirittamente senti,","""Beh, credi,"" ho sentito il dolore di Jetzo,"
se bene intendi perché la ripuose,"""Se ti rendi conto del motivo, predica:"
"tra le sustanze, e poi tra li argomenti”.","Che cosa gli piace capire in termini di prove e di materiale?"""
E io appresso: “Le profonde cose,"E io: ""Le cose che sto esplorando qui,"
"che mi largiscon qui la lor parvenza,","Quelli che mi danno delizia alla loro vista,"
"a li occhi di là giù son sì ascose,","Sono così nascosti allo sguardo nella terra del peccato,"
"che l'esser loro v'è in sola credenza,","Che là è solo nella fede il loro essere,"
sopra la qual si fonda l'alta spene;,"Su cui edifichiamo l'alta speranza,"
e però di sustanza prende intenza.,Ed e' per questo che e' solo lui.
E da questa credenza ci convene,"E poi, guardando ad altro,"
"silogizzar, sanz'avere altra vista:",Dalla fede solo concludere la mente;
però intenza d'argomento tene”.,"Per questo bisogna fidarsi di lui come prova."""
Allora udi': “Se quantunque s'acquista,"Ascoltai: ""Se tutto fosse così conosciuto,"
"giù per dottrina, fosse così 'nteso,","Quello che gli studiosi insegnano laggiù sulla terra,"
non lì avria loco ingegno di sofista”.,"Così lo scherzo Sophista sarebbe bandito."""
Così spirò di quello amore acceso;,Il soffio mi ha fatto sentire quell'affetto d'amore
indi soggiunse: “Assai bene è trascorsa,"E continuò: ""Invero, ti vedo"
d'esta moneta già la lega e 'l peso;,Dimostrare la moneta come vera e propria nel fucile e nel grano.
ma dimmi se tu l' hai ne la tua borsa”.,"Li hai anche tu in tasca? Parla!"""
"Ond'io: “Sì ho, sì lucida e sì tonda,","E io: ""Sì, così luminoso e così arrotondato,"
che nel suo conio nulla mi s'inforsa”.,"Che non ho mai dubitato di me."""
Appresso uscì de la luce profonda,"Allora, dalla luce, vi si accese la luce:"
che lì splendeva: “Questa cara gioia,"""Com'è stato tuo questo costoso gioiello, questo bene,"
"sopra la quale ogne virtù si fonda,","Qual è la base di ogni virtù?"""
onde ti venne?”. E io: “La larga ploia,"E io: ""Lo Spirito Santo diluvio,"
"de lo Spirito Santo, ch'è diffusa","Quelli che si sparsero così riccamente sulla pergamena,"
"in su le vecchie e 'n su le nuove cuoia,","Che fa conoscere l'Antico patto e il Nuovo,"
è silogismo che la m'ha conchiusa,E' la ragione per cui l'ho chiusa.
"acutamente sì, che 'nverso d'ella",Così affilato che altre prove e ragioni
ogne dimostrazion mi pare ottusa”.,"A me sembra un po' ottuso, un po' di tande e un po' di cibo vuoto."" ."
Io udi' poi: “L'antica e la novella,"Ho ascoltato: ""Il vecchio e il nuovo patto,"
"proposizion che così ti conchiude,","Dal tuo spirito, ragionando così, questo ha pensato."
perché l'hai tu per divina favella?”.,"Come ti dissero la Parola di Dio?"""
"E io: “La prova che 'l ver mi dischiude,","E io: ""Quello che mi ha fatto capire la verità,"
"son l'opere seguite, a che natura",Le opere sono del tipo che la natura
non scalda ferro mai né batte incude”.,"Non l'ha mai fatta uscire nel suo laboratorio."""
"Risposto fummi: “Dì, chi t'assicura","Suonava: ""Ma dov'è la traccia chiara,"
che quell'opere fosser? Quel medesmo,"Che siano fatti? Questo sarebbe da provare,"
"che vuol provarsi, non altri, il ti giura”.","Che nessuno ti rende certo imbarazzante."""
"“Se 'l mondo si rivolse al cristianesmo”,","""Che senza miracoli gli insegnamenti di Cristo"
"diss'io, “sanza miracoli, quest'uno",Il mondo convertirà il miracolo già testimoniato
"è tal, che li altri non sono il centesmo:",La verita' e' piu' sicura di quando erano cento.
ché tu intrasti povero e digiuno,Perche' ti stai comportando da povero e chinato
"in campo, a seminar la buona pianta","Il campo per portare il buon seme,"
che fu già vite e ora è fatta pruno”.,"Colui che un tempo genera la vite e ora la spina."""
"Finito questo, l'alta corte santa",Ho parlato e sentito attraverso le sfere suonare
risonò per le spere un 'Dio laudamo',"La canzone Selvaggia: Signore Dio, ti lodiamo!"
ne la melode che là sù si canta.,"Nelle melodie, come cantano solo quelli."
"E quel baron che sì di ramo in ramo,","E quel signore, il ramo intorno al ramo con me"
"essaminando, già tratto m'avea,","Emporklomm e mi ha condotto così provando,"
"che a l'ultime fronde appressavamo,","Che ho raggiunto l'altezza del vertice,"
"ricominciò: “La Grazia, che donnea","Continua a dire: ""Come il tuo cuore ha toccato la grazia,"
"con la tua mente, la bocca t'aperse","Ti ha anche chiuso la bocca miracolosamente,"
"infino a qui come aprir si dovea,",Ma ora si apre come si deve;
sì ch'io approvo ciò che fuori emerse;,Percio' accetto cio' che ho sentito da lui.
"ma or convien espremer quel che credi,","Ma quello che credi, lo devi dimostrare ora,"
e onde a la credenza tua s'offerse”.,"E anche da dove è venuta questa fede."""
"“O santo padre, e spirito che vedi","""O Heilger,"" ho detto, ""che hai trovato qui,"
"ciò che credesti sì, che tu vincesti",Quello che credi così forte che hai il piede
"ver' lo sepulcro più giovani piedi”,","Il discepolo un tempo vinto alla tomba,"
"comincia' io, “tu vuo' ch'io manifesti","Nella mia parola, questa è la tua decisione,"
"la forma qui del pronto creder mio,","Anche la mia forma di fede ti sembra chiara,"
e anche la cagion di lui chiedesti.,Così anche perché devo credere.
E io rispondo: Io credo in uno Dio,"Ascolta: io credo in Dio, nell'Eterno, nell'Uno,"
"solo ed etterno, che tutto 'l ciel move,","Colui che, immobile, muove il Cielo,"
"non moto, con amore e con disio;","L'amore e la spinta verso di lui, l'Ewigreinen."
e a tal creder non ho io pur prove,E non solo la ragione e la natura eccitato
"fisice e metafisice, ma dalmi",Credere in me e darmi le prove;
anche la verità che quinci piove,La Rivelazione è anche così illustrata
"per Moïsè, per profeti e per salmi,","Mosè, i profeti, il canto di Davide,"
per l'Evangelio e per voi che scriveste,"Il Vangelo, e quello che voi, dalla luce"
poi che l'ardente Spirto vi fé almi;,"Illuminati dallo spirito, scrivete alle lodi di Dio."
"e credo in tre persone etterne, e queste","Io credo in tre persone, una in tre,"
"credo una essenza sì una e sì trina,","Triplo in un essere, una vita,"
che soffera congiunto 'sono' ed 'este.',E la loro associazione è e sono autorizzati.
De la profonda condizion divina,"Da questa qualità di Dio, che"
