Original,Translate_IT
Mentre che li occhi per la fronda verde,"L'angelo era già rimasto dietro di noi,"
ficcava ïo sì come far suole,Il nostro passo è tornato al sesto cerchio
"chi dietro a li uccellin sua vita perde,",E mi ha cancellato un segno dei miei difetti.
"lo più che padre mi dicea: “Figliuole,","Lei, il cui desiderio è la giustizia,"
"vienne oramai, ché 'l tempo che n'è imposto","Gridarono: ""Ciao a chi ha sete!"" e tacerono,"
più utilmente compartir si vuole”.,"E senza di più, il suo senso era spiegato."
"Io volsi 'l viso, e 'l passo non men tosto,","Io, più leggero che su altre salite di roccia,"
"appresso i savi, che parlavan sìe,","E' salito, ha seguito gli spiriti in arrivo,"
che l'andar mi facean di nullo costo.,E c'è stato uno sforzo particolare per salire il cerchio.
Ed ecco piangere e cantar s'udìe,"""Amore, accesa dalla virtù,"" ha detto"
"'Labïa mëa, Domine' per modo","Maestro mio, ""l'altro è sempre svanito,"
"tal, che diletto e doglia parturìe.",Se visibilmente solo la fiamma si spegne.
"“O dolce padre, che è quel ch'i' odo?”,","Perciò, da quando Juvenal è sceso"
comincia' io; ed elli: “Ombre che vanno,"Al Cortile dell'Inferno, e unito a noi,"
forse di lor dover solvendo il nodo”.,"Da cui, come tu mi hai amato, ho sentito..."
"Sì come i peregrin pensosi fanno,","Se fossi stato cosi' bene innamorato di te,"
"giugnendo per cammin gente non nota,","Come raramente li consacriamo senza desiderare,"
"che si volgono ad essa e non restanno,","Quindi, per un attimo, questa trincea mi sembrera'."
"così di retro a noi, più tosto mota,","Ma parlami e perdonami come amico,"
venendo e trapassando ci ammirava,Sbarazzatevi di me con troppa sicurezza.
d'anime turba tacita e devota.,E voglio che il cliente mi dia come amico:
"Ne li occhi era ciascuna oscura e cava,",Come ha fatto l'avarizia a non capire?
"palida ne la faccia, e tanto scema","Con tale sapienza, come il tuo zelo"
che da l'ossa la pelle s'informava.,"Ha raggiunto, nella stanza del tuo seno?"""
Non credo che così a buccia strema,"Qui ho visto sorrisi intorno a quella bocca,"
"Erisittone fosse fatto secco,","Poi disse: ""Ogni parola dalla tua bocca,"
"per digiunar, quando più n'ebbe tema.",E' l'amore che deve darmi gioia.
Io dicea fra me stesso pensando: 'Ecco,"Spesso ci vengono in mente cose dall'esterno,"
"la gente che perdé Ierusalemme,","Stimolare i falsi dubbi nell'anima,"
