Original,Translate_IT
"“Osanna, sanctus Deus sabaòth,","""Osanna, sanctus Deus sabaòth,"
superillustrans claritate tua,superillustrans claritate tua
felices ignes horum malacòth!”.,"Felices ignes horum malacòth!"""
"Così, volgendosi a la nota sua,","Così, anche mentre si muoveva verso la propria musica,"
"fu viso a me cantare essa sustanza,","Ho visto quella sostanza cantare, quella fiamma spiritosa"
sopra la qual doppio lume s'addua;,al di sopra dei quali si gemevano le luci doppie;
"ed essa e l'altre mossero a sua danza,","e i suoi compagni si muovevano nella loro danza,"
e quasi velocissime faville,"e come se fossero scintille più veloci,"
mi si velar di sùbita distanza.,Fuori dalla mia vista a causa di un'improvvisa distanza.
"Io dubitava e dicea 'Dille, dille!'","Ero perplesso, e a me stesso, ho detto:"
"fra me, 'dille' dicea, 'a la mia donna","""Diglielo! Diglielo! Dille, la signora che"
che mi diseta con le dolci stille'.,"può sgombrare la mia sete con le sue gocce dolci""; e ancora"
Ma quella reverenza che s'indonna,"la riverenza che possiede tutto me,"
"di tutto me, pur per Be e per ice,","anche all'udito solo Essere e ghiaccio,"
mi richinava come l'uom ch'assonna.,Avevo inchinato la testa... mi sembrava un uomo che dormiva.
Poco sofferse me cotal Beatrice,"Ma Beatrice presto finito che, perché lei"
"e cominciò, raggiandomi d'un riso","cominciò a sorridermi così brillantemente che,"
"tal, che nel foco faria l'uom felice:","Anche nel fuoco, un uomo si sentirebbe ancora felice."
"“Secondo mio infallibile avviso,","""Secondo il mio continuo giudizio,"
come giusta vendetta giustamente,la domanda che ti perplessi è come
"punita fosse, t'ha in pensier miso;",solo la vendetta può meritare solo la punizione;
ma io ti solverò tosto la mente;,ma presto libererò la vostra mente dal dubbio;
"e tu ascolta, ché le mie parole",e ascolta attentamente; le parole che dico
di gran sentenza ti faran presente.,porterà a portata di mano il dono di una grande verità.
Per non soffrire a la virtù che vole,Dal momento che non poteva sopportare il marciapiede utile
"freno a suo prode, quell'uom che non nacque,","sulla sua forza di volontà, l'uomo che non è nato,"
"dannando sé, dannò tutta sua prole;","Dannazione a se stesso, dannazione a tutta la sua progenie."
onde l'umana specie inferma giacque,"Per questo, l'umanità sta male, nell'abisso"
"giù per secoli molti in grande errore,","di un grande errore, per lunghi secoli,"
fin ch'al Verbo di Dio discender piacque,fino a quando la Parola di Dio ha voluto scendere
"u' la natura, che dal suo fattore",dove la natura che è stato sundered da
"s'era allungata, unì a sé in persona",il suo Creatore è stato unito alla Sua persona
con l'atto sol del suo etterno amore.,per l'unico atto del Suo eterno Amore.
Or drizza il viso a quel ch'or si ragiona:,Ora metti la tua vista su ciò che ne deriva.
"questa natura al suo fattore unita,","Questa natura, così unita al suo Creatore,"
