Original,Translate_EN,Translate_IT_1
"I’ le dissi: «Madonna, grazie rendo","I said to her: “My Lady, I give thanks to you","Le dissi: ""Signorina, ti rendo grazie"
"A voi, quando prender le degniaste,",when you deigned to accept them;,quando ti sei degnato di accettarli;
Ché tanto forte me ne consolaste,you comforted me so much,Mi hai consolato tanto.
C’a pena mai magior gioia atendo;,that I can hardly expect to have greater joy;,che non posso aspettarmi di avere più gioia;
"E, s’i’ l’ò mai, da voi aver l’atendo.","and if I ever have it, I know I have it thanks to you.","E se mai l'avro', so di averlo grazie a te."
"Sì c’a me piacie se ciò, che pigliaste,","Thus, I am content, even if you were to pawn or sell","Così, io sono contento, anche se dovessi pedinare o vendere"
"O la persona mia ancora ingagiaste,",either the gift you received from me,o il dono che hai ricevuto da me
"O la vendeste, mai non vi contendo».","or my very person; I will never dispute with you.""","o la mia stessa persona, non discuterò mai con te."""
Quella mi disse: «Molto gran merzede.,She said to me: “Many thanks.,Mi ha detto: Grazie mille.
"Di me, vi dico, fate ’l somigliante","And I tell you to do the same with me,","E ti dico di fare lo stesso con me,"
"C’a bene e a onore i’ v’amo, a•ffede».","for I love you properly, honorably and faithfully”","perché ti amo correttamente, onoratamente e fedelmente"
Delle sue cose i’ non fu’ rifusante;,I did not refuse her things;,Non ho rifiutato le sue cose.
"Ma spesso falla ciò, che ’l folle crede:",but often what fools believe does not come to pass:,ma spesso ciò che gli stolti credono non avviene:
Così avenne al buon di ser Durante.,thus it happened to the good Ser Durante.,così accadde al buon Ser Durante.
