Original,Translate_IT
Quando colui che tutto 'l mondo alluma,Quando colui che tutto il mondo illumina
"de l'emisperio nostro sì discende,",Dal nostro emisfero discende fino ad ora
"che 'l giorno d'ogne parte si consuma,","che da tutti i lati si consuma la luce del giorno,"
"lo ciel, che sol di lui prima s'accende,","Il cielo, che solo per lui era acceso,"
subitamente si rifà parvente,Doth improvvisamente si rivela di nuovo
"per molte luci, in che una risplende;","Da molte luci, in cui è uno splendente."
"e questo atto del ciel mi venne a mente,","E mi venne in mente questo atto del cielo,"
come 'l segno del mondo e de' suoi duci,Quando l'insegna del mondo e dei suoi leader
nel benedetto rostro fu tacente;,Era silenzioso nel becco benedetto diventato;
"però che tutte quelle vive luci,",Perche' quei luminari viventi...
"vie più lucendo, cominciaron canti","Di gran lunga più luminoso, le canzoni hanno cominciato"
da mia memoria labili e caduci.,Lapsing e caduta dalla mia memoria.
"O dolce amor che di riso t'ammanti,","O dolce Amore, che con un sorriso ti avvolge,"
"quanto parevi ardente in que' flailli,","Quanto ardente in quelle scintille sei apparso,"
ch'avieno spirto sol di pensier santi!,Che aveva il soffio solo di pensieri santi!
Poscia che i cari e lucidi lapilli,"Dopo i preziosi e pellucidi cristalli,"
ond'io vidi ingemmato il sesto lume,"Con cui ho generato la sesta luce che ho visto,"
"puoser silenzio a li angelici squilli,","Silenzio imposto alle campane angeliche,"
udir mi parve un mormorar di fiume,Mi sembrava di sentire il mormorio di un fiume
"che scende chiaro giù di pietra in pietra,","che discende da roccia a roccia,"
mostrando l'ubertà del suo cacume.,Mostrando la ricchezza della sua cima di montagna.
E come suono al collo de la cetra,E come il suono sul collo della citerne
"prende sua forma, e sì com'al pertugio","Prende la sua forma, e come sulla bocca"
"de la sampogna vento che penètra,","di tubo rustico il vento che vi entra,"
"così, rimosso d'aspettare indugio,","Anche così, sollevato dal ritardo di attesa,"
quel mormorar de l'aguglia salissi,Quel mormorio dell'aquila montato su
"su per lo collo, come fosse bugio.","Lungo il collo, come se fosse vuoto."
"Fecesi voce quivi, e quindi uscissi","Là divenne una voce, e di là emise"
"per lo suo becco in forma di parole,","Da fuori il suo becco, in una tale forma di parole"
quali aspettava il core ov'io le scrissi.,Mentre il cuore attendeva dove li scrivevo.
“La parte in me che vede e pate il sole,"""La parte in me che vede e porta il sole"
"ne l'aguglie mortali”, incominciommi,","In aquile mortali,"" cominciò a me,"
"“or fisamente riguardar si vole,","""Ora è necessario esaminare con fermezza;"
"perché d'i fuochi ond'io figura fommi,","per i fuochi dei quali faccio la mia figura,"
"quelli onde l'occhio in testa mi scintilla,",Quelli da cui l'occhio mi brillano in testa
e' di tutti lor gradi son li sommi.,Di tutti i loro ordini lo sono i più supremi.
"Colui che luce in mezzo per pupilla,",Colui che splende in mezzo come allievo
"fu il cantor de lo Spirito Santo,","Una volta era il cantante dello Spirito Santo,"
che l'arca traslatò di villa in villa:,che portarono l'arca di città in città
"ora conosce il merto del suo canto,","Ora conosce il merito del suo canto,"
"in quanto effetto fu del suo consiglio,","Per quanto riguarda l'effetto del suo stesso consiglio,"
per lo remunerar ch'è altrettanto.,Con la ricompensa che è commisurata.
"Dei cinque che mi fan cerchio per ciglio,","Di cinque, che fanno un cerchio per la mia fronte,"
"colui che più al becco mi s'accosta,",Colui che si avvicina più vicino al mio becco
la vedovella consolò del figlio:,Fece la povera vedova per la console del figlio;
ora conosce quanto caro costa,Ora sa quanto costa caro
"non seguir Cristo, per l'esperïenza","Non seguire Cristo, per l'esperienza"
di questa dolce vita e de l'opposta.,Di questa dolce vita e del suo opposto.
E quel che segue in la circunferenza,Colui che viene dopo nella circonferenza
