Original,Translate_IT
"Cantando come donna innamorata,",Cantare come una donna innamorata
continüò col fin di sue parole:,"Lei, con la fine delle sue parole, continuò:"
'Beati quorum tecta sunt peccata!'.,"""Beati quorum tetta sunt peccata."""
E come ninfe che si givan sole,"E anche come ninfe, che vagavano da sole"
"per le salvatiche ombre, disïando","Tra le ombre di sylvan, sedulous"
"qual di veder, qual di fuggir lo sole,","Uno da evitare e uno da vedere il sole,"
"allor si mosse contra 'l fiume, andando","Poi, contro il torrente, andò avanti."
"su per la riva; e io pari di lei,",Lungo la banca... e io le ricordo...
picciol passo con picciol seguitando.,I suoi piccoli passi con i piccoli passi.
"Non eran cento tra ' suoi passi e ' miei,","Tra i suoi passi e i miei non erano cento,"
"quando le ripe igualmente dier volta,","Quando allo stesso modo i margini hanno dato un giro,"
per modo ch'a levante mi rendei.,"In tal modo, che verso l'est ho affrontato."
"Né ancor fu così nostra via molta,",Nemmeno così il nostro cammino continuò lontano
"quando la donna tutta a me si torse,",Prima che la signora si trasformasse completamente
"dicendo: “Frate mio, guarda e ascolta”.","A me, dicendo: ""Fratello, guarda e ascolta!"""
Ed ecco un lustro sùbito trascorse,Ed ecco che un'improvvisa lucentezza scorreva
"da tutte parti per la gran foresta,","Su ogni lato athwart la foresta spaziosa,"
tal che di balenar mi mise in forse.,Tale che mi ha fatto dubitare se fosse un fulmine.
"Ma perché 'l balenar, come vien, resta,","Ma dal momento che il fulmine cessa così com'è,"
"e quel, durando, più e più splendeva,","e che continuava sempre più illuminato,"
nel mio pensier dicea: 'Che cosa è questa?'.,"All'interno del mio pensiero ho detto, ""Che cosa è questo?"""
E una melodia dolce correva,E c'era una deliziosa melodia.
per l'aere luminoso; onde buon zelo,"Lungo l'aria luminosa, da dove il santo zelo"
"mi fé riprender l'ardimento d'Eva,",mi ha fatto rimproverare la durezza di Eva;
"che là dove ubidia la terra e 'l cielo,","perché là dove erano la terra e il cielo obbediente,"
"femmina, sola e pur testé formata,","Solo la donna, ma appena creata,"
non sofferse di star sotto alcun velo;,Non potevo sopportare di stare sotto nessun velo;
"sotto 'l qual se divota fosse stata,","Sotto la quale era rimasta devotamente,"
avrei quelle ineffabili delizie,Prima avrei dovuto assaggiare quelle delizie.
sentite prima e più lunga fïata.,"Ineffabile, e per un tempo più lungo."
Mentr'io m'andava tra tante primizie,Mentre 'durante tali molteplici primi frutti ho camminato
"de l'etterno piacer tutto sospeso,","del piacere eterno tutti ingrati,"
"e disïoso ancora a più letizie,","E ancora sollecito di più delizie,"
"dinanzi a noi, tal quale un foco acceso,",Davanti a noi come un fuoco acceso
ci si fé l'aere sotto i verdi rami;,"Divenne l'aria sotto i rami verdanti,"
e 'l dolce suon per canti era già inteso.,E il suono dolce come il canto ora è stato sentito.
"O sacrosante Vergini, se fami,","O Vergini sacrosante! se mai fame,"
"freddi o vigilie mai per voi soffersi,","Vigili, o freddo per voi ho sopportato,"
cagion mi sprona ch'io mercé vi chiami.,L'occasione mi sprona a reclamare la loro ricompensa!
"Or convien che Elicona per me versi,","Ora Helicon deve versare per me,"
e Uranìe m'aiuti col suo coro,"E con il suo coro Urania deve aiutarmi,"
forti cose a pensar mettere in versi.,Mettere in versi le cose difficili da pensare.
"Poco più oltre, sette alberi d'oro","Un po' più in là, sette alberi d'oro"
falsava nel parere il lungo tratto,In sembianza il lungo spazio ancora intervenendo
del mezzo ch'era ancor tra noi e loro;,Tra noi e loro contraffatti;
"ma quand'i' fui sì presso di lor fatto,",Ma quando mi avvicinai così vicino a loro
"che l'obietto comun, che 'l senso inganna,","L'oggetto comune, che il senso inganna,"
"non perdea per distanza alcun suo atto,","non ha perso per distanza alcuno dei suoi segni,"
"la virtù ch'a ragion discorso ammanna,",La facoltà che presta il discorso alla ragione
"sì com'elli eran candelabri apprese,","Ho capito che erano candelabri,"
e ne le voci del cantare 'Osanna'.,"E nelle voci della canzone ""Hosanna!"""
Di sopra fiammeggiava il bello arnese,"Sopra di loro ardeva l'imbragatura bella,"
più chiaro assai che luna per sereno,Molto più luminoso della luna nel sereno
di mezza notte nel suo mezzo mese.,"A mezzanotte, a metà del suo mese."
Io mi rivolsi d'ammirazion pieno,"Mi voltai, con ammirazione piena,"
"al buon Virgilio, ed esso mi rispuose","Al buon Virgilio, e mi rispose"
con vista carca di stupor non meno.,Con il viso non meno pieno di meraviglia.
Indi rendei l'aspetto a l'alte cose,"Poi tornai indietro, voltai la faccia verso quelle cose alte,"
"che si movieno incontr'a noi sì tardi,","che si sono mossi verso di noi in modo sedato,"
che foran vinte da novelle spose.,Erano state allontanate dalle spose sposate.
La donna mi sgridò: “Perché pur ardi,"La signora mi chiede: ""Perché bruci solo"
"sì ne l'affetto de le vive luci,","Così con affetto per le luci viventi,"
e ciò che vien di retro a lor non guardi?”.,"E non guardi che cosa viene dopo di loro?"""
"Genti vid'io allor, come a lor duci,","Poi ho visto la gente, come dietro i loro capi,"
"venire appresso, vestite di bianco;","Arrivando dietro di loro, vestito di bianco,"
e tal candor di qua già mai non fuci.,E un tale biancore non è mai stato sulla terra.
"L'acqua imprendëa dal sinistro fianco,","L'acqua sul mio fianco sinistro era splendente,"
"e rendea me la mia sinistra costa,","E tornando a me rifletteva il mio lato sinistro,"
"s'io riguardava in lei, come specchio anco.","E' come uno specchio, se ci guardassi."
"Quand'io da la mia riva ebbi tal posta,",Quando io al mio margine ebbe tale posto
"che solo il fiume mi facea distante,","Che nient'altro che il torrente ci divideva,"
"per veder meglio ai passi diedi sosta,",Meglio vedere che ho dato i miei passi di riposo;
"e vidi le fiammelle andar davante,","E io vidi i flamelet andare avanti,"
"lasciando dietro a sé l'aere dipinto,","Lasciandosi alle spalle l'aria raffigurata,"
e di tratti pennelli avean sembiante;,"E i pennarelli di coda avevano la parvenza,"
sì che lì sopra rimanea distinto,Cosi' che rimanesse in alto...
"di sette liste, tutte in quei colori","Con sette liste, tutti i colori"
onde fa l'arco il Sole e Delia il cinto.,"Da dove viene fatto l'arco del sole, e la cintura di Delia."
Questi ostendali in dietro eran maggiori,Questi standard all'indietro più a lungo sono stati
"che la mia vista; e, quanto a mio avviso,","che era la mia vista; e, come mi è sembrato,"
diece passi distavan quei di fori.,Dieci passi sono stati il più esterno a parte.
"Sotto così bel ciel com'io diviso,",Sotto così bello un paradiso come descrivo
"ventiquattro seniori, a due a due,","I quattro e venti anziani, due a due,"
coronati venien di fiordaliso.,È venuto su incoronato con fiore-de-luce.
Tutti cantavan: “Benedicta tue,"Tutti cantavano: ""Benedetto tu"
"ne le figlie d'Adamo, e benedette","Tra le figlie di Adamo arte, e benedetto"
sieno in etterno le bellezze tue!”.,"Per sempre sarà la tua bellezza."""
Poscia che i fiori e l'altre fresche erbette,Dopo i fiori e altre tenere erbe
a rimpetto di me da l'altra sponda,Davanti a me sull'altro margine
"libere fuor da quelle genti elette,","Erano sgomberati da quella razza eletta,"
"sì come luce luce in ciel seconda,","Come nel cielo stella segue stella dopo stella,"
"vennero appresso lor quattro animali,","Dopo di loro si avvicinarono quattro animali,"
coronati ciascun di verde fronda.,Incoronato ciascuno con foglia verdeggiante.
Ognuno era pennuto di sei ali;,"Plumed con sei ali era ciascuno di loro,"
"le penne piene d'occhi; e li occhi d'Argo,",Il piumaggio pieno di occhi; gli occhi di Argus
"se fosser vivi, sarebber cotali.",Se vivessero sarebbe come questi.
A descriver lor forme più non spargo,Reader! per rintracciare i loro moduli non spreco più
"rime, lettor; ch'altra spesa mi strigne,","Le mie rime; per altre spese mi preme così,"
tanto ch'a questa non posso esser largo;,Che io in questo non possa essere prodigo.
"ma leggi Ezechïel, che li dipigne","Ma leggi Ezechiele, che li raffigura"
come li vide da la fredda parte,Come li vide freddi dalla regione
venir con vento e con nube e con igne;,"con nuvole, con turbinio e con fuoco;"
"e quali i troverai ne le sue carte,","E quelli che li troverai nelle sue pagine,"
"tali eran quivi, salvo ch'a le penne",Tali erano qui; salvando che nel loro piumaggio
Giovanni è meco e da lui si diparte.,"Giovanni è con me, e differisce da lui."
Lo spazio dentro a lor quattro contenne,L'intervallo tra questi quattro contenuti
"un carro, in su due rote, trïunfale,","Un carro trionfale su due ruote,"
ch'al collo d'un grifon tirato venne.,che dal collo di un Griffin è stato disegnato;
Esso tendeva in sù l'una e l'altra ale,E verso l'alto ha esteso entrambe le sue ali
"tra la mezzana e le tre e tre liste,","Tra la lista centrale e tre e tre,"
"sì ch'a nulla, fendendo, facea male.",Cosi' che non abbia ferito nessuno tagliandolo.
Tanto salivan che non eran viste;,Si alzarono così in alto da perdersi di vista.
"le membra d'oro avea quant'era uccello,","I suoi arti erano d'oro, fino a che lui era uccello,"
"e bianche l'altre, di vermiglio miste.",E bianchi gli altri con vermiglio mescolato.
Non che Roma di carro così bello,Non solo Roma senza una macchina così splendida
"rallegrasse Affricano, o vero Augusto,","E' contento Africano, o Augusto,"
ma quel del Sol saria pover con ello;,"Ma povero ad esso che del sole sarebbe,"
"quel del Sol che, svïando, fu combusto","Quella del Sole, che ondeggiava fu bruciata"
"per l'orazion de la Terra devota,","All'origione importunata della Terra,"
quando fu Giove arcanamente giusto.,Quando Giove era cosi' misteriosamente giusto.
Tre donne in giro da la destra rota,Tre fanciulle alla ruota destra in un cerchio
venian danzando; l'una tanto rossa,E' venuto avanti a ballare; uno così molto rosso
ch'a pena fora dentro al foco nota;,Che nell'incendio era appena stata notata.
l'altr'era come se le carni e l'ossa,Il secondo era come se la sua carne e le sue ossa
fossero state di smeraldo fatte;,era stato tutto fatto di smeraldo;
la terza parea neve testé mossa;,Il terzo apparve come neve ma appena caduto.
"e or parëan da la bianca tratte,","E ora sembravano condotti dal bianco,"
or da la rossa; e dal canto di questa,"Ora dal rosso, e dal canto di lei"
l'altre toglien l'andare e tarde e ratte.,"Gli altri hanno fatto il loro passo, o lento o veloce."
"Da la sinistra quattro facean festa,",Sulla mano sinistra quattro vacanze fatte
