Original,Translate_IT
"Non era ancor di là Nesso arrivato,",Nesso non aveva ancora raggiunto l'altra banca
quando noi ci mettemmo per un bosco,quando abbiamo cominciato a fare la nostra strada attraverso
che da neun sentiero era segnato.,un bosco sul quale nessun sentiero aveva lasciato il suo segno.
"Non fronda verde, ma di color fosco;","Non ci sono foglie verdi in quella foresta, solo nere;"
"non rami schietti, ma nodosi e 'nvolti;","nessun ramo dritto e liscio, ma annodato, annodato;"
"non pomi v'eran, ma stecchi con tòsco.","Non c'erano frutti, ma briers che portavano veleno."
Non han sì aspri sterpi né sì folti,Anche quelle bestie selvaggie che vagavano tra
quelle fiere selvagge che 'n odio hanno,"Cécina e Corneto, bestie che odiano"
tra Cecina e Corneto i luoghi cólti.,"terre coltivate, non hanno holt così duro e denso."
"Quivi le brutte Arpie lor nidi fanno,","Questo è il luogo di nidificazione dei falloni Harpies,"
che cacciar de le Strofade i Troiani,che inseguirono i Troiani dalle Strofade
con tristo annunzio di futuro danno.,con triste predizione delle loro future prove.
"Ali hanno late, e colli e visi umani,","Le loro ali sono larghe, i loro colli e volti umani;"
"piè con artigli, e pennuto 'l gran ventre;","i loro piedi sono intasati, i loro grandi ventri sono piumati;"
fanno lamenti in su li alberi strani.,proferiscono i loro lamenti sugli strani alberi.
"E 'l buon maestro “Prima che più entre,",E il mio padrone gentile mi istruì:
"sappi che se' nel secondo girone”,","""Prima di entrare più lontano sappi che ora"
"mi cominciò a dire, “e sarai mentre",sei all'interno del secondo anello e
che tu verrai ne l'orribil sabbione.,essere qui fino a raggiungere la sabbia orribile;
Però riguarda ben; sì vederai,quindi guarda attentamente; vedrai queste cose
cose che torrien fede al mio sermone”.,"come priverebbe il mio discorso di ogni fede."""
Io sentia d'ogne parte trarre guai,"Da ogni parte ho sentito il suono delle grida,"
e non vedea persona che 'l facesse;,"ma non potevo vedere alcuna fonte per loro,"
per ch'io tutto smarrito m'arrestai.,"così che, nel mio smarrimento, mi fermai."
Cred'ïo ch'ei credette ch'io credesse,Penso che stesse pensando che pensavo...
"che tante voci uscisser, tra quei bronchi,",tante voci gemevano tra quei tronchi
da gente che per noi si nascondesse.,da persone che ci erano state nascoste.
Però disse 'l maestro: “Se tu tronchi,"Perciò il mio padrone disse: ""Se tu volessi strappare"
"qualche fraschetta d'una d'este piante,","un ramoscello di una di queste piante,"
li pensier c'hai si faran tutti monchi”.,"i pensieri che avete saranno anche tagliati fuori."""
Allor porsi la mano un poco avante,Poi ho steso un po' la mano.
e colsi un ramicel da un gran pruno;,"e da un grande cespuglio si spezzò un ramo,"
e 'l tronco suo gridò: “Perché mi schiante?”.,"al quale il suo tronco gridò: ""Perché mi strappi?"
"Da che fatto fu poi di sangue bruno,","E poi, quando era diventato piu' buio con il sangue,"
ricominciò a dir: “Perché mi scerpi?,"Mi ha chiesto di nuovo: ""Perché mi lasci?"
non hai tu spirto di pietade alcuno?,Sei senza alcun sentimento di pietà?
"Uomini fummo, e or siam fatti sterpi:",Un tempo eravamo uomini e ora siamo e i ceppi:
