Original,Translate_IT
"Non era ancor di là Nesso arrivato,","Nessus non era ancora al di là della Gestade,"
quando noi ci mettemmo per un bosco,"Arrivammo in una foresta piena di orrori,"
che da neun sentiero era segnato.,E non c'era traccia di un sentiero.
"Non fronda verde, ma di color fosco;","Il fogliame non era verde, solo marrone scuro,"
"non rami schietti, ma nodosi e 'nvolti;","Non liscio un ramo, solo nodulo, confuso,"
"non pomi v'eran, ma stecchi con tòsco.",Non c'è frutto nel guardare solo una spina velenosa.
Non han sì aspri sterpi né sì folti,Mai sbagliato con Cornet e Cecina
quelle fiere selvagge che 'n odio hanno,"Damhirs e Eber, attraverso questi densamente densamente densamente densamente densamente densamente densamente,"
tra Cecina e Corneto i luoghi cólti.,Questa selvaggina che non ha mai rovesciato i semi del campo.
"Quivi le brutte Arpie lor nidi fanno,","Ma qui gli Harpyn si nidificano,"
che cacciar de le Strofade i Troiani,"Quelli che spaventano il popolo di Troia,"
con tristo annunzio di futuro danno.,"Temevano con la profezia di sfortuna,"
"Ali hanno late, e colli e visi umani,","Con ampie ali, piume sulle palpebre,"
"piè con artigli, e pennuto 'l gran ventre;","Klaun ai piedi, umano dal viso,"
fanno lamenti in su li alberi strani.,Lamentoso dalle strane fiabe.
"E 'l buon maestro “Prima che più entre,","""Prima di entrare, sappi che ti farai male"""
"sappi che se' nel secondo girone”,","Disse, ""il secondo cerchio interno; a guardare,"
"mi cominciò a dire, “e sarai mentre","Ma tu vai avanti, non perderti."
che tu verrai ne l'orribil sabbione.,"Così vieni, osservando, nella sabbia piena di orrori,"
Però riguarda ben; sì vederai,"Presta attenzione, perché tutto quello che ho detto"
cose che torrien fede al mio sermone”.,"Allora ti fiderai con l'occhio."""
Io sentia d'ogne parte trarre guai,"Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh!"
e non vedea persona che 'l facesse;,"Ma non vidi nessuno che sorridesse e si annusasse,"
per ch'io tutto smarrito m'arrestai.,Cosi' che il mio ginocchio mi si e' quasi rotto di brutto.
Cred'ïo ch'ei credette ch'io credesse,Penso gli piacesse credere che io credessi.
"che tante voci uscisser, tra quei bronchi,","Nascosti gemevano dalla stanza buia,"
da gente che per noi si nascondesse.,Che non mi permetteva di vedere la pozzanghera.
Però disse 'l maestro: “Se tu tronchi,"""Distruggi solo un ramoscello da un albero."""
"qualche fraschetta d'una d'este piante,","Iniziarono il mio maestro, ""e tu scoprirai."
li pensier c'hai si faran tutti monchi”.,Quello che pensi sia un sogno vuoto.
Allor porsi la mano un poco avante,Non ho intenzione di... allungare le dita.
e colsi un ramicel da un gran pruno;,"Strappa un ramoscello da una grande spina,"
e 'l tronco suo gridò: “Perché mi schiante?”.,E all'improvviso l'uomo contundente gridò al mio orrore:
"Da che fatto fu poi di sangue bruno,","""Cosa mi stai rompendo?"""
ricominciò a dir: “Perché mi scerpi?,"Da lui dequoll, e questa parola suonava:"
non hai tu spirto di pietade alcuno?,"""Cosa ci tormenta la tua ira implacabile?"
"Uomini fummo, e or siam fatti sterpi:","A noi, una volta esseri umani, circondati da corteccia ora."
"ben dovrebb'esser la tua man più pia,","La tua mano benediceva la tua più grande protezione,"
se state fossimo anime di serpi”.,"E saremmo anche anime di serpenti."""
Come d'un stizzo verde ch'arso sia,"Come un ramo verde, bruciato qui,"
"da l'un de' capi, che da l'altro geme","Là, quando, dissolto nel vento, soffia e spruzza,"
"e cigola per vento che va via,",Il vapore umido trovò la strada verso l'esterno;
sì de la scheggia rotta usciva insieme,"Così la parola e il sangue penetrarono in legno e in corteccia,"
parole e sangue; ond'io lasciai la cima,E il riso mi rifiutò di rubare.
"cadere, e stetti come l'uom che teme.",Poi ero li' come se avessi paura.
"“S'elli avesse potuto creder prima”,","""Anima ferita, avrebbe mai creduto."
"rispuose 'l savio mio, “anima lesa,","Quello che in passato gli ha scoperto la mia poesia,"""
"ciò c'ha veduto pur con la mia rima,","Così ha detto Virgil, ""non si sarebbe mai permesso."
non averebbe in te la man distesa;,"Quando alzò la mano verso il tuo ramo,"
ma la cosa incredibile mi fece,"Così mi rimpiange che, perché sembrava incredibile,"
indurlo ad ovra ch'a me stesso pesa.,In lui ho suscitato l'interesse per questo atto.
"Ma dilli chi tu fosti, sì che 'n vece",Ma digli chi eri.
d'alcun'ammenda tua fama rinfreschi,"Il giorno un tempo ricomprende, per pagare il male,"
"nel mondo sù, dove tornar li lece”.","Là appena alla luce attirare il tuo ricordo."""
"E 'l tronco: “Sì col dolce dir m'adeschi,","Il tronco: ""Un'esca è nella parola, il dolce,"
ch'i' non posso tacere; e voi non gravi,"Colui che mi attira a parlare, gradisca voi se mi"
perch'ïo un poco a ragionar m'inveschi.,"Che tiene la colla nel parlare, non si affliggere."
Io son colui che tenni ambo le chiavi,Io sono colui che un tempo era il cuore della pace
"del cor di Federigo, e che le volsi,",Con due chiavi aperte e chiuse
"serrando e diserrando, sì soavi,","E girata così dolcemente e silenziosamente che io,"
che dal secreto suo quasi ogn'uom tolsi;,"Solo io, nessun altro, godevo della sua fiducia."
"fede portai al glorïoso offizio,","E finche' non gli ho sacrificato il sonno e il sangue,"
tanto ch'i' ne perde' li sonni e ' polsi.,"Senza offesa, mi concedo all'alta corte."
La meretrice che mai da l'ospizio,La puttana che ha il bagliore brutto
"di Cesare non torse li occhi putti,","Alla casa di Cesare gli sguardi agghiaccianti stendevano,"
"morte comune e de le corti vizio,","Tu, tutti i cortili, la morte, il peccato e la rabbia,"
infiammò contra me li animi tutti;,"Colpisce fino a che tutto non è bruciato contro di me,"
"e li 'nfiammati infiammar sì Augusto,",E tutti hanno tirato su il glutine di Friedrich.
che ' lieti onor tornaro in tristi lutti.,Che la gloria serena si rivolse al dolore.
"L'animo mio, per disdegnoso gusto,","Il mio spirito irascibile, nella follia,"
"credendo col morir fuggir disdegno,",Sfuggire con la morte di tutti i biasimi.
ingiusto fece me contra me giusto.,"A me, il giusto, ha fatto del male."
Per le nove radici d'esto legno,"Con queste radici, giuro, questa corteccia:"
vi giuro che già mai non ruppi fede,La mia lealta' e' sempre stata una buona notizia.
"al mio segnor, che fu d'onor sì degno.",Per colui che era degno di trovare gloria eterna;
"E se di voi alcun nel mondo riede,","Se uno di voi tornasse mai al mondo,"
"conforti la memoria mia, che giace","Così potrà alzare la mia memoria,"
ancor del colpo che 'nvidia le diede”.,"Che questo scherzo dell'invidia si ferma ancora."""
"Un poco attese, e poi “Da ch'el si tace”,","Lui si fermò qui, ma io tacevo con le scosse."
"disse 'l poeta a me, “non perder l'ora;","Allora il poeta disse: ""Senza perdere tempo"
"ma parla, e chiedi a lui, se più ti piace”.","Chiedilo a lui, risponderà a tutto."""
