Original,Translate_IT_1
"Ora ch'è mostrato come e perché nasce amore, e la diversitade che mi combattea, procedere si conviene ad aprire la sentenza di quella parte nella quale contendono in me diversi pensamenti.","Ora che ho descritto come e perché l'amore è nato, e descritto il conflitto che mi ha assalito, devo continuare a chiarire il significato della parte del poema in cui i pensieri contrastanti combattono dentro di me."
"Dico che prima si conviene dire della parte dell'anima, cioè dell'antico pensiero, e poi dell'altro, per questa ragione, che sempre quello che massimamente dire intende lo dicitore sì dee riservare di dietro; però che quello che ultimamente si dice, più rimane nell'animo dello uditore.","Dichiaro che devo prima parlare del ruolo svolto dall'anima, cioè dal vecchio pensiero, e poi quello interpretato dall'altro pensiero, per questo motivo: ciò che un oratore è più intenzionato a trasmettere deve sempre essere riservato alla fine, perché ciò che si dice ultimamente fa l'impressione più duratura sulla mente dell'ascoltatore."
"Onde, con ciò sia cosa che io intenda più a dire e a ragionare quello che l'opera di costoro a cu' io parlo fa, che quello che essa disfà, ragionevole fue prima dire e ragionare la condizione della parte che si corrompea, e poi quella dell'altra che si generava.","Dal momento che ho più intenzione di raccontare e discutere ciò che l'attività di coloro che mi rivolgo porta all'esistenza di ciò che porta alla fine, la cosa ragionevole da fare è stato prima di raccontare e discutere la condizione di ciò che è stato terminato, e poi quello di ciò che è stato generato."
"Veramente qui nasce un dubio, lo quale non è da trapassare sanza dichiarare. Potrebbe dire alcuno (con ciò sia cosa che amore sia effetto di queste intelligenze a cu' io parlo, e quello di prima fosse amore così come questo di poi): 'Perché la loro vertù corrompe l'uno e l'altro genera?' (con ciò sia cosa che innanzi dovrebbe quello salvare, per la ragione che ciascuna cagione ama lo suo effetto); 'e amando quello, salva quell'altro?'.","Tuttavia, sorge qui un problema che non dovrebbe essere superato senza discussione. Qualcuno potrebbe dire: ""Se l'amore è davvero l'effetto prodotto da queste Intelligenze che vi rivolgete, e il primo effetto è stato l'amore non meno di quest'ultimo, perché il loro potere termina l'uno e genera l'altro? Dovrebbe piuttosto preservare il primo, per ogni causa ama l'effetto che produce, e mentre l'amore quell'effetto preserva qualsiasi altro che ha già prodotto."""
"A questa questione si può leggiermente rispondere che lo effetto di costoro è amore, come detto è; [e] però che salvare nol possono se non in quelli subietti che sono sottoposti alla loro circulazione, esso transmutano di quella parte che è fuori di loro podestade in quella che v'è dentro, cioè dell'anima partita d'esta vita in quella che è in essa: sì come la natura umana transmuta, nella forma umana, la sua conservazione di padre in figlio, perché non può in esso padre perpetualmente co[ta]l suo effetto conservare.","Questa obiezione può essere prontamente contrastata: l'effetto di quegli esseri è certamente l'amore, come è stato detto, ma poiché essi non possono preservarlo se non in soggetti come la loro rivoluzione, essi trasferiscono l'amore da ciò che è al di fuori del loro potere a ciò che è dentro di essa, cioè dall'anima che si è allontanata da questa vita a quella che vive in questa vita,"
"Dico 'effetto', in quanto l'anima col corpo, congiunti, sono effetto di quella; ché [l'anima, poi che] è partita, perpetualmente dura in natura più che umana. E così è soluta la questione.","così come la natura umana trasferisce di padre in figlio il compito di preservarsi nella forma umana perché non può conservare per sempre il suo effetto nel padre stesso. Uso il termine ""effetto"" per indicare che l'anima e il corpo insieme sono l'effetto causato dalla natura umana, perché quando l'anima lascia il corpo su cui vive per sempre in una natura superiore all'uomo. Questa, quindi, è la risposta all'obiezione."
"Ma però che della immortalità dell'anima è qui toccato, farò una digressione ragionando di quella; perché di quella ragionando, sarà bello terminare lo parlare di quella viva Beatrice beata, della quale più parlare in questo libro non intendo per proponimento.","Tuttavia, ora che l'immortalità dell'anima è stata toccata farò una digressione per discuterne, perché una discussione di questo sarà un modo felice di dire un'ultima parola su colui che vive nella beatitudine, Beatrice, di cui è mia espressa intenzione non parlare ulteriormente in questo libro."
"Dico che intra tutte le bestilitadi quella è stoltissima, vilissima e dannosissima, chi crede dopo questa vita non essere altra vita; però che, se noi rivolgiamo tutte le scritture, sì de' filosofi come delli altri savi scrittori, tutti concordano in questo, che in noi sia parte alcuna perpetuale.","Dichiaro che di tutte le opinioni brutish nessuno è più stupido, più base o più pernicioso della convinzione che non c'è altra vita dopo questo. Per se passiamo attraverso l'intero corpus di scritti prodotti sia da filosofi o da altri dotati di saggezza, troviamo che tutti concordano su questo: c'è in noi qualcosa che dura per sempre."
"E questo massimamente pare volere Aristotile in quello dell'Anima; questo pare volere massimamente ciascuno Stoico; questo pare volere Tulio, spezialmente in quello libello della Veg[li]ezza; questo pare volere ciascuno poeta che secondo la fede de' gentili hanno parlato; questo vuole ciascuna legge, Giudei, Saracini, Tartari e qualunque altri vivono secondo alcuna ragione. Che se tutti fossero ingannati, seguiterebbe una impossibilitade che pure a ritraere sarebbe orribile.","Aristotele lo afferma molto chiaramente nel suo lavoro sull'anima; ogni stoico lo afferma abbastanza chiaramente; Cicerone lo afferma chiaramente, specialmente nel suo breve libro sull'antichità; ogni poeta che ha scritto dal punto di vista della credenza pagana lo afferma chiaramente; ogni gruppo religioso, ebrei, saraceni, tartari, lo afferma, come tutti gli altri che vivono secondo qualche forma di legge."
"Ciascuno è certo che la natura umana è perfettissima di tutte l'altre nature di qua giù, e questo nullo niega, e Aristotile l'afferma quando dice nel duodecimo delli Animali che l'uomo è perfettissimo di tutti li animali.","Se tutte queste persone fossero ingannate, un'impossibilità seguirebbe la stessa discussione di cui è ripugnante. Ognuno è sicuro che la natura umana è la più perfetta di tutte le nature qui sotto: non solo nessuno nega questo, ma Aristotele lo afferma quando dice che l'uomo è il più perfetto di tutti gli animali."
