Original,Translate_IT_1
"Poi che purgato è questo pane dalle macule accidentali, rimane ad escusare lui da una sustanziale, cioè dall'essere vulgare e non latino: che per similitudine dire si può di biado e non di frumento.","Con questo pane ora purificato da difetti accidentali, devo ancora giustificare la presenza di uno che è intrinseca ad esso, vale a dire, il suo essere scritto in vernacolare e non in latino, o, in termini metaforici, il suo essere fatto di orzo e non di grano."
"E [d]a ciò brievemente lo scusano tre ragioni, che mossero me ad eleggere inanzi questo che l'altro: l'una si muove da cautela di disconvenevole ordinazione; l'altra da prontezza di liberalitade; la terza dallo naturale amore a propia loquela.","Per dirla in breve, questo è giustificato da tre ragioni che mi hanno spinto a scegliere il primo piuttosto che il secondo: il primo deriva dal desiderio di evitare l'inversione dell'ordine corretto; il secondo dall'assoluta spensieratezza nell'esercizio della liberalità; il terzo dall'amore naturale che si ha per la propria lingua madre."
"E queste cose per sue ragioni, a sodisfacimento di ciò che riprendere si potesse per la notata ragione, intendo per ordine ragionare in questa forma.","In quanto segue ho intenzione di fornire una spiegazione dettagliata di queste ragioni, trattando ciascuno a sua volta, al fine di liberarmi di qualsiasi censura che potrebbe essere basata sulla ragione data."
"Quella cosa che più adorna e commenda l'umana operazione, e che più dirittamente a buon fine la mena, sì è l'abito di quelle disposizioni che sono ordinate allo inteso fine: sì com'è ordinata al fine della cavalleria franchezza d'animo e fortezza di corpo.","Ciò che la maggior parte grazia l'attività umana e la conquista ammirazione, e ciò che più direttamente lo porta a un fine di successo, è il possesso di una persona di quelle disposizioni che sono ordinate fino alla fine in vista, ad esempio, come audacia di spirito e la forza del corpo sono ordinati fino alla fine ricercati dalla cavalleria."
"E così colui che è ordinato all'altrui servigio dee avere quelle disposizioni che sono a quello fine ordinate, sì come subiezione, con[o]scenza e obedienza, sanza le quali è ciascuno disordinato a ben servire; perché, s'elli non è subietto in ciascuna condizione, sempre con fatica e con gravezza procede nel suo servigio e rade volte quello continua; e se elli non è [conoscente ........................; e se elli non è] obediente, non serve mai se non a suo senno e a suo volere, che è più servigio d'amico che di servo.","Quindi chiunque è ordinato al servizio di qualcuno deve possedere quelle disposizioni che sono ordinate a tal fine, vale a dire, la sottomissione, la conoscenza stretta e l'obbedienza; senza di queste egli è male adatto a svolgere un buon servizio, perché se non è soggetto sotto ogni aspetto, trova sempre il suo servizio difficile e faticoso, e raramente persevera in esso; e se non conosce da vicino i bisogni del suo padrone e non è obbediente a lui, servirà sempre solo come pensa giusto e come vuole, che è piuttosto il servizio di un amico che di un servo."
"Dunque, a fuggire questa disordinazione, conviene questo comento, che è fatto in vece di servo alle 'nfrascritte canzoni, essere subietto a quelle in ciascuna sua condizione, ed essere conoscente del bisogno del suo signore e a lui obediente. Le quali disposizioni tutte li manca[va]no, se latino e non volgare fosse stato, poi che le canzoni sono volgari.","Per evitare una tale inversione dell'ordine corretto, quindi, questo commento, che è destinato ad agire come servo dei canzoni sotto indicati, deve essere soggetto a loro sotto ogni aspetto, deve conoscere da vicino le esigenze del loro padrone, e deve essere obbediente a lui."
"Ché, primamente, non era subietto ma sovrano, e per nobilità e per vertù e per bellezza. Per nobilità, perché lo latino è perpetuo e non corruttibile, e lo volgare è non stabile e corruttibile.","Poiché i canzoni sono scritti in vernacolare, al commento mancherebbero del tutto queste disposizioni se fossero scritte in latino e non in vernacolare, come vi spiegherò ora. In primo luogo, non sarebbe stato oggetto dei canzoni ma del loro sovrano a causa della nobiltà, della virtù e della bellezza. A causa della nobiltà, perché il latino ha una forma permanente e non è soggetto a cambiamento, mentre il vernacolare è instabile ed è soggetto a cambiamento."
"Onde vedemo nelle scritture antiche delle comedie e tragedie latine, che non si possono transmutare, quello medesimo che oggi avemo; che non aviene del volgare, lo quale a piacimento artificiato si transmuta.","Di conseguenza, troviamo nelle antiche commedie e tragedie latine, che non possono subire cambiamenti, una forma di linguaggio identica a quella usata oggi; questo non si può dire del vernacolare, che è rimodellato secondo i cambiamenti di gusto."
"Onde vedemo nelle cittadi d'Italia, se bene volemo aguardare, da cinquanta anni in qua molti vocaboli essere spenti e nati e variati; onde se 'l picciol tempo così transmuta, molto più transmuta lo maggiore. Sì ch'io dico che se coloro che partiro d'esta vita già sono mille anni tornassero alle loro cittadi, crederebbero la loro cittade essere occupata da gente strana, per la lingua da[lla] loro discordante.","E così scopriamo, se esaminiamo attentamente la questione, che nelle città d'Italia nel corso degli ultimi cinquant'anni molte parole si sono estinte, sono nate o hanno subito variazioni; e se un breve spazio di tempo ha portato tale cambiamento, uno più lungo lo avrà fatto ancora di più. Infatti sono abbastanza sicuro che se le persone che hanno lasciato questa vita un migliaio di anni fa dovessero tornare nelle loro città natale, le penserebbero occupate da una razza straniera, così tanto la lingua di oggi differisce dalla loro."
"Di questo si parlerà altrove più compiutamente in uno libello ch'io intendo di fare, Dio concedente, di Volgare Eloquenza.","(Questo argomento sarà perseguito più pienamente altrove, in un piccolo lavoro che intendo scrivere, Dio volendo, su Eloquenza in Vernacular.)"
