Original,Translate_EN,Translate_IT_1
"Se•ttu ài altra amica procacciata,","“If you have found another female friend,","Se hai trovato un'altra amica donna,"
"O ver che•ttu la guardi a procaciare,","or if you are trying to get one,","o se stai cercando di ottenerne uno,"
E sì non vuo’ per ciò abandonare,and you don’t want for this reason to abandon,e non si vuole per questo motivo abbandonare
"La prima, chu’ à’ lungho tenpo amata,","the first woman whom you’ve loved for some time,","la prima donna che hai amato per qualche tempo,"
"Se•ttu a la novella à’ gioia donata,","and if you’ve given a jewel to the new woman,","e se hai dato un gioiello alla nuova donna,"
Sì dì ch’ella la guardi di recare,tell her to be careful not to wear it,Dille di stare attenta a non indossarlo.
"In luogo, ove la prima ravisare",in a place where the first woman might see,in un luogo dove la prima donna potrebbe vedere
"No•lla potesse, ché seria ’smenbrata.","and recognize it, for she would be cut into pieces.","e riconoscerlo, perché sarebbe stata tagliata a pezzi."
"O s’ella ancor ne fosse in sospezone,","Now, if the first woman were still suspicious,","Ora, se la prima donna fosse ancora sospetta,"
"Fa saramenta ch’ella t’aggia torto,","swear that she’s wrong about you,","Giura che si sbaglia su di te,"
C’unque ver’ lei non fosti in mesprigione;,that you would never misbehave in her regard.,che non ti saresti mai comportato male nei suoi confronti.
"E s’ella il pruova, convien che sie acorto","And if she can prove it, you must be quick","E se lei puo' provarlo, devi essere veloce."
"A dir, che forza fu, e tradigione:",to say it happened by force and treachery:,per dire che è successo con la forza e il tradimento:
Allor la prendi e sì•lle innaffia l’orto.,then grab her and water her garden.”,poi afferrare lei e innaffiare il suo giardino.
