Original,Translate_IT
Sì come quando i primi raggi vibra,Come quando il primo raggio di Giorni giovani
"là dove il suo fattor lo sangue sparse,","Nella terra splendente, bagnata dal sangue di Dio,"
"cadendo Ibero sotto l'alta Libra,",Quando Ebro scorre sotto un alto rischio.
"e l'onde in Gange da nona rïarse,","E il caldo di mezzogiorno riscalda il diluvio del Gange,"
"sì stava il sole; onde 'l giorno sen giva,","Così il sole si fermò, il giorno fuggì,"
come l'angel di Dio lieto ci apparse.,Quando un angelo ci brilla di serenità.
"Fuor de la fiamma stava in su la riva,","Cantava sul bordo della roccia, fuori dalla locanda:"
e cantava 'Beati mundo corde!',"""Felici quelli che sono puri di cuore!"" e più"
in voce assai più che la nostra viva.,"Come umano il suo tono, il potente, era gioioso."
"Poscia “Più non si va, se pria non morde,","Su: ""Non continuate a guarire, fino a prima"
"anime sante, il foco: intrate in esso,","La brama vi incuriosiva, entrate nelle fiamme,"
"e al cantar di là non siate sorde”,","E non siate sordi al canto di là!"""
ci disse come noi li fummo presso;,Questa parola risuonò ora che insieme
"per ch'io divenni tal, quando lo 'ntesi,","Ci siamo avvicinati a lui, così terribile nell'orecchio,"
qual è colui che ne la fossa è messo.,E' come se mi sentissi condannare alla morte piu' grave.
"In su le man commesse mi protesi,","Sono caduto sulle mani piegate,"
guardando il foco e imaginando forte,"Guardando nel fuoco, che vedo bruciare,"
umani corpi già veduti accesi.,L'immagine è salita di fronte alla mia mente.
Volsersi verso me le buone scorte;,"I capi si avvicinarono per aiutarmi,"
"e Virgilio mi disse: “Figliuol mio,","E consolandomi, Virgil mi disse: ""Figlio mio,"
"qui può esser tormento, ma non morte.","Puoi andare qui a soffrire, non a morire."
"Ricorditi, ricorditi! E se io","Memoria, ricordo, potevo già"
"sovresso Gerïon ti guidai salvo,",Guidati al sicuro sulla schiena di Geryon
che farò ora presso più a Dio?,"Come adesso, molto più vicino al trono di Dio?"
Credi per certo che se dentro a l'alvo,"C'era anche la brace ancora più forte,"
"di questa fiamma stessi ben mille anni,","E ci saresti dentro per mille anni,"
non ti potrebbe far d'un capel calvo.,Ma non dovrebbe toccarti un capello.
"E se tu forse credi ch'io t'inganni,","Credi che io non sia fedele alla verità,"
"fatti ver' lei, e fatti far credenza","Così vicino a te e fermati a guardare da solo,"
con le tue mani al lembo d'i tuoi panni.,L'orlo del vestito con le tue mani.
"Pon giù omai, pon giù ogne temenza;","Mettilo giu', figliolo. Mettilo via da qui."
volgiti in qua e vieni: entra sicuro!”.,"E' li' che il tuo piede sara' girato."""
E io pur fermo e contra coscïenza.,Ma io non ho fiducia in me stesso.
"Quando mi vide star pur fermo e duro,","Egli, vedendo che stavo fermo e fermo,"
"turbato un poco disse: “Or vedi, figlio:","Diceva, quasi involontariamente: ""Come, figlio, ancora sconvolto?"
tra Bëatrice e te è questo muro”.,"Da Beatricen questo muro ti separa!"""
Come al nome di Tisbe aperse il ciglio,"Come Ppiramo morente ha aperto lo sguardo,"
"Piramo in su la morte, e riguardolla,","Questo: Tisbe! suonava, tornato all'immagine costosa,"
allor che 'l gelso diventò vermiglio;,Quando il rosso sanguinante avvolgeva i sicomori;
"così, la mia durezza fatta solla,","Così io, non più duro, no, dolce e mite,"
"mi volsi al savio duca, udendo il nome","Per guidarmi, non appena la Nam sparerà,"
che ne la mente sempre mi rampolla.,Che rimbalza sempre di fresco nel mio cuore.
Ond'ei crollò la fronte e disse: “Come!,"Drob scuote la testa e dice: ""Dovrebbe"
volenci star di qua?”; indi sorrise,"Rimaniamo di là?"" sorridendo, perché ho fatto"
come al fanciul si fa ch'è vinto al pome.,"Come ragazzi che vogliono, sconfitti dalla mela."
"Poi dentro al foco innanzi mi si mise,","E poi, davanti a me, si mise nell'impala e chiese:"
"pregando Stazio che venisse retro,","adempiere lo Stazio, seguendoci,"
che pria per lunga strada ci divise.,Che prima ci separava il lungo sentiero.
"Sì com' fui dentro, in un bogliente vetro","Seguivo e avrei dovuto avere il raffreddore,"
"gittato mi sarei per rinfrescarmi,",Mi sono caduto in un bicchiere fuso.
tant'era ivi lo 'ncendio sanza metro.,"Nell'eccesso, l'ignizione si espande."
"Lo dolce padre mio, per confortarmi,","Ma il mio dolce padre mi offrì conforto,"
"pur di Beatrice ragionando andava,","Parlando di lei, e mi ha aiutato ad andare avanti,"
dicendo: “Li occhi suoi già veder parmi”.,"E disse: ""Vedo in spirito voi due occhi!."""
Guidavaci una voce che cantava,"Abbiamo sentito oltre una voce cantare,"
"di là; e noi, attenti pur a lei,","E questi, ascoltando, abbiamo seguito,"
venimmo fuor là ove si montava.,Sfuggindo alla fiamma dove si saliva.
"'Venite, benedicti Patris mei',","""Benedetto il Padre, venite!"" disse"
"sonò dentro a un lume che lì era,","La voce di una luce, là si è levata,"
tal che mi vinse e guardar nol potei.,Guardandolo mi si è rotto l'occhio.
"“Lo sol sen va”, soggiunse, “e vien la sera;","""Il sole va, la sera arriva"""
"non v'arrestate, ma studiate il passo,","I suoni non si fermano, si affretta la corsa,"
mentre che l'occidente non si annera”.,"Prima che l'Occidente catturi il grigio scuro."""
Dritta salia la via per entro 'l sasso,"La strada saleva attraverso la roccia,"
verso tal parte ch'io toglieva i raggi,"E, salendo verso est, si fermò davanti ai miei calci"
dinanzi a me del sol ch'era già basso.,Ho già i raggi del sole opachi.
"E di pochi scaglion levammo i saggi,",E quando siamo saliti a pochi gradini...
"che 'l sol corcar, per l'ombra che si spense,","Abbiamo notato l'ombra che passava,"
sentimmo dietro e io e li miei saggi.,"Sol, noi dietro di noi, siate scivolati in mare."
E pria che 'n tutte le sue parti immense,Eh lo stesso grigio ha circondato l'orizzonte
"fosse orizzonte fatto d'uno aspetto,","In tutte le sue parti immense,"
"e notte avesse tutte sue dispense,","Notte per tutto il suo velo appeso,"
ciascun di noi d'un grado fece letto;,"Dovete vivere in un unico livello,"
ché la natura del monte ci affranse,"Che ci ha fatto il letto, perché il tempo si è comportato"
la possa del salir più e 'l diletto.,Il potere e' piu' che la voglia di salire.
Quali si stanno ruminando manse,"Come i greggi di capre, sazi e teneri,"
"le capre, state rapide e proterve","Nell'ombra, ricostruito in un seno silenzioso,"
"sovra le cime avante che sien pranse,","Il salto, affamato e ruvido, è salito..."
"tacite a l'ombra, mentre che 'l sol ferve,","Quando l'aria si accese nell'incendio di mezzogiorno,"
"guardate dal pastor, che 'n su la verga","Ma il pastore fa del bastone il sostegno,"
poggiato s'è e lor di posa serve;,"E là sta, sostenuto, per custodirli;"
"e quale il mandrïan che fori alberga,","E come un pastore all'aperto di notte,"
