Original,Translate_IT
Guardando nel suo Figlio con l'Amore,Guardando nel suo Figlio con tutto l'Amore
"che l'uno e l'altro etternalmente spira,","che ciascuno di loro espira eternamente,"
lo primo e ineffabile Valore,Il Potere Primale e inesauribile
quanto per mente e per loco si gira,# Whate'er before the mind or eye revolves #
"con tant'ordine fé, ch'esser non puote","Con così tanto ordine fatto, non ci può essere nessuno"
sanza gustar di lui chi ciò rimira.,Chi questo vede senza godere di Lui.
"Leva dunque, lettore, a l'alte rote","Solleva le ruote alte, Reader."
"meco la vista, dritto a quella parte",Con me la tua visione dritta a quella parte
dove l'un moto e l'altro si percuote;,"Quando l'una sull'altra colpisce,"
e lì comincia a vagheggiar ne l'arte,E lì cominciano a contemplare con gioia
"di quel maestro che dentro a sé l'ama,","L'arte di quel Maestro, che in se stesso lo ama tanto"
tanto che mai da lei l'occhio non parte.,Che non si allontana mai dall'occhio.
Vedi come da indi si dirama,Guarda come da quel punto si dirama
"l'oblico cerchio che i pianeti porta,","Il cerchio obliquo, che trasmette i pianeti,"
per sodisfare al mondo che li chiama.,per soddisfare il mondo che li chiama;
"Che se la strada lor non fosse torta,","E se il loro sentiero non fosse così inflessibile,"
"molta virtù nel ciel sarebbe in vano,","Molte virtù nei cieli sarebbero invano,"
e quasi ogne potenza qua giù morta;,E quasi ogni potere qui sotto e' morto.
e se dal dritto più o men lontano,Se dalla linea retta distante più o meno
"fosse 'l partire, assai sarebbe manco","Se la partenza, molto vorrebbe essere"
e giù e sù de l'ordine mondano.,Sopra e sotto di ordine mondano.
"Or ti riman, lettor, sovra 'l tuo banco,","Rimani ora, Reader, ancora sulla tua panchina,"
"dietro pensando a ciò che si preliba,","Nel pensiero che persegue ciò che è preannunciato,"
s'esser vuoi lieto assai prima che stanco.,Se tu volessi essere jocund invece di stanco.
Messo t'ho innanzi: omai per te ti ciba;,"Ho posto davanti a te; d'ora in poi nutriti,"
ché a sé torce tutta la mia cura,Perché a se stesso distoglie tutte le mie cure
quella materia ond'io son fatto scriba.,Quel tema di cui sono stato fatto lo scriba.
"Lo ministro maggior de la natura,","Il più grande dei ministri della natura,"
che del valor del ciel lo mondo imprenta,Che con la potenza del cielo il mondo impresse
"e col suo lume il tempo ne misura,","E misura con la sua luce il tempo per noi,"
con quella parte che sù si rammenta,Con quella parte che sopra è chiamata alla mente
"congiunto, si girava per le spire","Congiunto, lungo le spirali girava,"
in che più tosto ognora s'appresenta;,dove ogni volta prima si presenta;
e io era con lui; ma del salire,E io ero con lui; ma del ascendente
"non m'accors'io, se non com'uom s'accorge,","Non ero cosciente, salvavo come un uomo"
"anzi 'l primo pensier, del suo venire.",Di un primo pensiero è cosciente prima che venga;
E' Bëatrice quella che sì scorge,"E Beatrice, colei che si vede passare"
"di bene in meglio, sì subitamente","Di bene in meglio, e così all'improvviso"
che l'atto suo per tempo non si sporge.,"Che non per tempo la sua azione si esprime,"
Quant'esser convenia da sé lucente,Come deve essere stata lucent in se stessa!
"quel ch'era dentro al sol dov'io entra'mi,","e ciò che c'era al sole, dove io entravo,"
"non per color, ma per lume parvente!","Apparentemente non dal colore ma dalla luce,"
"Perch'io lo 'ngegno e l'arte e l'uso chiami,","Io, anche se faccio appello al genio, all'arte e alla pratica,"
sì nol direi che mai s'imaginasse;,Non si può dire che si possa immaginare;
ma creder puossi e di veder si brami.,"Credi che si possa, e lasciarlo ansioso di vederlo."
E se le fantasie nostre son basse,E se le nostre fantasie sono troppo basse...
"a tanta altezza, non è maraviglia;","Per l'altitudine così grande, non è una meraviglia,"
ché sopra 'l sol non fu occhio ch'andasse.,Dal momento che il sole non è mai stato occhio potrebbe andare.
