Original,Translate_EN,Translate_IT_1
Languendo lungiamente in t[a]l manera,"While I was languishing for a long time in this way,","Mentre stavo languindo per molto tempo in questo modo,"
"E’ non sapea ove trovar socorso,","and not knowing where to find assistance,","e non sapendo dove trovare assistenza,"
"Ché ’l tenpo fortunal, che m’era corso,",for the stormy times I’d suffered,per i tempi burrascosi che ho sofferto
M’avea gittato d’ognie bona spera.,"had deprived me of any hope,","mi aveva privato di ogni speranza,"
"Allor tornò a me, che lungi m’era,","beautiful Reason, who was far away from me,","bella ragione, che era lontano da me,"
"Ragion la bella e disse: «Tu•ssè corso,","then returned and said: “You may have gone too far,","poi tornò e disse: ""Può darsi che tu sia andato troppo lontano,"
"Se•ttu non prendi i•me alcun ricorso,","if you do not seek help from me,","se non cercate aiuto da me,"
"Po’ che Fortuna è ’nverso te sì fera,",since Fortune is so cruel toward you.,poiché la fortuna è così crudele nei tuoi confronti.
"Ed i’ ò tal vertù dal mi’ Segniore,",But from the Lord who created me,Ma dal Signore che mi ha creato
"Che mi criò, ch’i’ metto in buono stato",I have such power that I can put in a good state,Ho un tale potere che posso mettere in buono stato
Chiunque al mi’ consiglio ferma il core.,anyone who follows my advice faithfully.,chi segue fedelmente il mio consiglio.
"E di Fortuna, che•tt’à tormentato,","As to Fortune who has tormented you,","Quanto alla Fortuna che ti ha tormentato,"
"Se vuogli abandonar il Die d’Amore,","if you want to abandon the God of Love,","se vuoi abbandonare il Dio dell'Amore,"
Tosto t’avrò co•llei pacificato».,I’ll quickly reconcile you with her.”,La riconcilia rapidamente con lei.
