Original,Translate_IT
Ruppemi l'alto sonno ne la testa,Un tuono pesante mi ha rotto il sonno profondo
"un greve truono, sì ch'io mi riscossi",Cosi' ho iniziato come uno.
come persona ch'è per forza desta;,scosso sveglio con la forza.
"e l'occhio riposato intorno mossi,","Con gli occhi riposati, mi alzai"
"dritto levato, e fiso riguardai","e mi guardava intorno, poi fissava lo sguardo"
per conoscer lo loco dov'io fossi.,per capire dov'ero.
Vero è che 'n su la proda mi trovai,Mi sono ritrovato sull'orlo dell'orlo
de la valle d'abisso dolorosa,di un abisso di sofferenza
che 'ntrono accoglie d'infiniti guai.,riempito con il ruggito di guai infiniti.
Oscura e profonda era e nebulosa,"Era pieno di vapore, scuro e profondo."
"tanto che, per ficcar lo viso a fondo,","Spingi i miei occhi verso il basso,"
io non vi discernea alcuna cosa.,Non vedevo niente.
"“Or discendiam qua giù nel cieco mondo”,",Ora scendiamo nel mondo cieco
cominciò il poeta tutto smorto.,"laggiu', inizio' il Poeta, impallidito."
"“Io sarò primo, e tu sarai secondo”.",Io saro' il primo e tu verrai dopo.
"E io, che del color mi fui accorto,","E io, notando il suo pallore, dissi:"
"dissi: “Come verrò, se tu paventi","'Come potrei venire se hai paura,"
che suoli al mio dubbiare esser conforto?”.,"tu, chi mi dà conforto quando io vacillo? """
Ed elli a me: “L'angoscia de le genti,Ed egli a me: 'L'angoscia delle anime
"che son qua giù, nel viso mi dipigne",sotto di noi dipinge il mio volto
quella pietà che tu per tema senti.,con pietà ti sbagli per la paura.
"Andiam, ché la via lunga ne sospigne”.","'Andiamo, per la lunga strada ci chiama.'"
Così si mise e così mi fé intrare,Così andò per primo e mi fece entrare
nel primo cerchio che l'abisso cigne.,il primo cerchio che cinge l'abisso.
"Quivi, secondo che per ascoltare,","Qui, per quanto ne so, ascoltando..."
non avea pianto mai che di sospiri,non era altro lamento che i sospiri
che l'aura etterna facevan tremare;,che ha tenuto l'aria per sempre tremante.
"ciò avvenia di duol sanza martìri,",Questi provenivano dal dolore senza tormento
"ch'avean le turbe, ch'eran molte e grandi,",sopportato da folle immense
d'infanti e di femmine e di viri.,"degli uomini, delle donne e dei bambini."
Lo buon maestro a me: “Tu non dimandi,Il mio padrone ha cominciato: 'Non chiedete circa
che spiriti son questi che tu vedi?,"le anime che vedi? Voglio che tu sappia,"
"Or vo' che sappi, innanzi che più andi,","prima di avventurarti più lontano,"
"ch'ei non peccaro; e s'elli hanno mercedi,","""Non hanno peccato, anche se hanno valore,"
"non basta, perché non ebber battesmo,","che non è sufficiente, perché non sono stati battezzati,"
ch'è porta de la fede che tu credi;,ha negato la porta della fede che professate.
"e s'e' furon dinanzi al cristianesmo,","E se vivessero prima che i cristiani vivessero,"
non adorar debitamente a Dio:,non adorarono Allah.
e di questi cotai son io medesmo.,E tra questi io sono uno.
"Per tai difetti, non per altro rio,","""Per tali difetti e per nessun altro difetto,"
"semo perduti, e sol di tanto offesi","siamo perduti e afflitti, ma in questo,"
che sanza speme vivemo in disio”.,"che senza speranza viviamo nel desiderio."""
"Gran duol mi prese al cor quando lo 'ntesi,","Quando capii, la grande tristezza mi colse il cuore,"
però che gente di molto valore,perché allora sapevo che gli esseri di grande valore
conobbi che 'n quel limbo eran sospesi.,erano qui sospesi in questo Limbo.
"“Dimmi, maestro mio, dimmi, segnore”,","'Dimmi, padrone, dimmi, signore,' Ho cominciato,"
comincia' io per volere esser certo,ricerca della certezza nella fede
di quella fede che vince ogne errore:,"che conquista ogni dubbio,"
"“uscicci mai alcuno, o per suo merto","'ha mai fatto chiunque, sia dal suo proprio"
"o per altrui, che poi fosse beato?”.","o per merito di un altro, vattene da qui"
"E quei che 'ntese il mio parlar coverto,","e risorgere alla beatitudine?."""
"rispuose: “Io era nuovo in questo stato,",E colui che ha capito il mio discorso segreto:
"quando ci vidi venire un possente,",'Ero nuovo a questa condizione quando ho visto
con segno di vittoria coronato.,"uno potente discende, coronato, con il segno della vittoria."
"Trasseci l'ombra del primo parente,",'Fuori di mezzo a noi ha strappato l'ombra
"d'Abèl suo figlio e quella di Noè,","del nostro primogenito, di Abele suo figlio, di Noè,"
di Moïsè legista e ubidente;,"e di Mosè, obbediente nel dare leggi,"
"Abraàm patrïarca e Davìd re,","'il patriarca Abramo, e il re Davide,"
Israèl con lo padre e co' suoi nati,Israele con suo padre e i suoi figli
"e con Rachele, per cui tanto fé,","e con Rachele, per il quale ha servito così a lungo,"
"e altri molti, e feceli beati.","'così come molti altri, e li ha resi benedetti."
"E vo' che sappi che, dinanzi ad essi,","E, vorrei che tu sapessi, prima di questi"
spiriti umani non eran salvati”.,"nessuna anima umana è stata salvata."""
"Non lasciavam l'andar perch'ei dicessi,","Non abbiamo fermato il nostro movimento mentre parlava,"
"ma passavam la selva tuttavia,",ma tutto il tempo passava attraverso un bosco...
"la selva, dico, di spiriti spessi.",Cioe' un bosco di spiriti affollati.
Non era lunga ancor la nostra via,Non eravamo ancora andati lontano da dove avevo dormito
"di qua dal sonno, quand'io vidi un foco",quando ho veduto un'infuocata di luce
ch'emisperio di tenebre vincia.,"che ha superato un emisfero di tenebre,"
"Di lungi n'eravamo ancora un poco,","anche se ancora un buon modo da esso,"
ma non sì ch'io non discernessi in parte,"ma non fino ad ora, ma ho discernito"
ch'orrevol gente possedea quel loco.,C'era una compagnia d'onore lì.
"“O tu ch'onori scïenzïa e arte,","O voi che onorate l'arte e la scienza,"
"questi chi son c'hanno cotanta onranza,",Perché questi sono così onorati che sono impostati
che dal modo de li altri li diparte?”.,"a parte la condizione del resto?"""
E quelli a me: “L'onrata nominanza,"Ed egli rispose: 'La loro fama onorevole,"
"che di lor suona sù ne la tua vita,","che riecheggia nella tua vita di sopra,"
grazïa acquista in ciel che sì li avanza”.,"Guadagna benevolenza nel Cielo, che così li avanza."""
Intanto voce fu per me udita:,Proprio allora ho sentito una voce che diceva:
“Onorate l'altissimo poeta;,Onore al più alto dei poeti!
"l'ombra sua torna, ch'era dipartita”.","Ritorna la sua ombra che era andata avanti."""
"Poi che la voce fu restata e queta,","Quando la voce si fermò e c'era silenzio,"
vidi quattro grand'ombre a noi venire:,"Ho visto quattro ombre degne avvicinarsi,"
sembianz' avevan né trista né lieta.,i loro volti né tristi né gioiosi.
Lo buon maestro cominciò a dire:,Il buon maestro ha detto: 'Prendete nota
"“Mira colui con quella spada in mano,",di colui che tiene in mano quella spada
che vien dinanzi ai tre sì come sire:,e viene come signore davanti ai tre;
quelli è Omero poeta sovrano;,"E' Omero, poeta sovrano."
l'altro è Orazio satiro che vene;,"Poi arriva Orazio il satiro,"
"Ovidio è 'l terzo, e l'ultimo Lucano.","Ovid è terzo, l'ultimo è Lucan."
Però che ciascun meco si convene,"""Dal momento che ognuno è unito a me"
"nel nome che sonò la voce sola,","nel nome della sola voce proferita,"
"fannomi onore, e di ciò fanno bene”.","mi fanno onore e, facendo così, fate bene."""
Così vid'i' adunar la bella scola,Là ho visto assemblare la scuola fiera
di quel segnor de l'altissimo canto,"del Signore del canto più alto,"
che sovra li altri com'aquila vola.,che vola come un'aquila molto al di sopra del resto.
"Da ch'ebber ragionato insieme alquanto,","Dopo aver parlato un po',"
"volsersi a me con salutevol cenno,","si sono rivolti a me con segni di saluto,"
e 'l mio maestro sorrise di tanto;,e il mio padrone sorrise a questo.
"e più d'onore ancora assai mi fenno,","E poi mi hanno mostrato ancora piu' grande onore,"
"ch'e' sì mi fecer de la loro schiera,","perché mi hanno fatto parte della loro compagnia,"
sì ch'io fui sesto tra cotanto senno.,in modo che diventassi il sesto in mezzo a tanta saggezza.
"Così andammo infino a la lumera,","Così andavamo verso la luce,"
"parlando cose che 'l tacere è bello,","a proposito di cose che qui sono meglio non dire,"
sì com'era 'l parlar colà dov'era.,proprio come lì era giusto esprimerli.
"Venimmo al piè d'un nobile castello,","Siamo giunti ai piedi di un nobile castello,"
"sette volte cerchiato d'alte mura,","circondato sette volte da mura torreggianti,"
difeso intorno d'un bel fiumicello.,difeso intorno da un flusso equo.
Questo passammo come terra dura;,Attraverso questo ruscello ci muovemmo come a terra asciutta.
per sette porte intrai con questi savi:,Attraverso sette porte sono entrato con questi saggi
giugnemmo in prato di fresca verdura.,finche' non siamo arrivati a un prato fresco e verde.
"Genti v'eran con occhi tardi e gravi,",La gente era lì con gli occhi lenti e gravi
di grande autorità ne' lor sembianti:,e visti di grande autorità.
"parlavan rado, con voci soavi.","Di rado parlavano, e poi in tono delicato."
"Traemmoci così da l'un de' canti,",Quando ci ritirammo da un lato
"in loco aperto, luminoso e alto,","in uno spazio aperto, alto nella luce,"
sì che veder si potien tutti quanti.,Potremmo osservarli tutti.
"Colà diritto, sovra 'l verde smalto,",Là davanti a me sul verde smaltato
"mi fuor mostrati li spiriti magni,",i grandi spiriti sono stati rivelati.
che del vedere in me stesso m'essalto.,Nel mio cuore esulto per quello che ho visto.
"I' vidi Eletra con molti compagni,","Ho visto Electra con molte delle sue battute,"
"tra ' quai conobbi Ettòr ed Enea,","di cui ho riconosciuto Hector, Enea,"
Cesare armato con li occhi grifagni.,"e Cesare, tra le braccia, con gli occhi di falco."
Vidi Cammilla e la Pantasilea;,Ho visto Camilla e Penthesilea.
da l'altra parte vidi 'l re Latino,"Ho visto il re Latino,"
che con Lavina sua figlia sedea.,"e accanto a lui Lavinia, sua figlia."
"Vidi quel Bruto che cacciò Tarquino,","Ho visto quel Bruto che ha cacciato Tarquinio,"
"Lucrezia, Iulia, Marzïa e Corniglia;","Lucrezia, Julia, Marcia e Cornelia."
"e solo, in parte, vidi 'l Saladino.","E Saladino l'ho visto, da solo, a parte."
"Poi ch'innalzai un poco più le ciglia,","Quando alzai gli occhi un po' più in alto,"
vidi 'l maestro di color che sanno,"Ho visto il padrone di quelli che sanno,"
seder tra filosofica famiglia.,seduto tra la sua stirpe filosofica.
"Tutti lo miran, tutti onor li fanno:","Occhi addestrati su di lui, tutti gli mostrano onore."
"quivi vid'ïo Socrate e Platone,",Davanti a tutto il resto e più vicino a lui
che 'nnanzi a li altri più presso li stanno;,Ho visto Socrate e Platone.
"Democrito che 'l mondo a caso pone,","Ho visto Democrito, che attribuisce il mondo"
