Original,Translate_EN,Translate_IT_1
"La lancia a pezi a pezi à dispezata,","Resistance smashed the spear to smithereens,","La resistenza ha distrutto la lancia fino ai fatreeni,"
"E’ po’ avisa un colpo ismisurato,","and then he deals a tremendous blow,","e poi fa un colpo tremendo,"
Sì che tutto lo scudo à squartellato:,such that the entire shield is shattered:,in modo che l'intero scudo sia distrutto;
"Francheza si è in terra rovesciata,",Sincerity is sent crashing to the ground.,La sincerita' viene mandata a terra.
"E que’ de’ colpi fa gran dimenata,","Then he strikes her many times,","Poi la colpisce molte volte,"
"E la bella «Merzé!» gli à domandato,",and the beautiful one so begged for mercy,e la bella tanto implorata per misericordia
Sì ch’a Pietà ne prese gran peccato:,that Mercy felt great compassion for her:,che la Misericordia provava grande compassione per lei:
Verso il villan sì•ss’è adirizata,"she advances towards the evil one,","avanza verso il maligno,"
"E con uno spuntone lo gì pungiendo,","and with a pointed spear she wounded him,","e con una lancia appuntita lo ferì,"
"E di lagrime tuttora il bagniava,","and she bathed him with incessant tears,","e lo lavava con lacrime incessanti,"
"Sì che ’l villan si venia rendendo,","such that the uncourtly one surrendered,","tanto che l'ingiustamente si arrese,"
C’aviso gl’iera ched egli afogava.,since he thought he was drowning.,Da quando pensava di annegare.
"Allor Vergognia vi venne corendo,","Then, Modesty came running up,","Poi, Modesty e' arrivata..."
Perché lo Schifo «Socorso!» gridava.,because Resistance was crying “Help!”,perché la resistenza stava piangendo Aiuto!
