Original,Translate_IT
"Io era già da quell'ombre partito,","Già ho salito sulla pista del Fuhrer,"
"e seguitava l'orme del mio duca,","Distogliermi completamente da quelle anime,"
"quando di retro a me, drizzando 'l dito,","Come uno, puntando su di me con il dito,"
una gridò: “Ve' che non par che luca,"Mi gridò: ""Guarda la mano sinistra"
"lo raggio da sinistra a quel di sotto,",Dividere il sole e seguire il fondo
e come vivo par che si conduca!”.,"E fingere che viva ancora in quella terra."""
"Li occhi rivolsi al suon di questo motto,","Una volta che il mio orecchio ha raggiunto i suoni,"
e vidile guardar per maraviglia,"Quando mi volgerò verso di loro, e quelli videro"
"pur me, pur me, e 'l lume ch'era rotto.","Sorprende solo me, solo me e la mia ombra."
"“Perché l'animo tuo tanto s'impiglia”,","Allora Virgil disse: ""Che cosa ti vesti,"
"disse 'l maestro, “che l'andare allenti?","Che hai rimandato il passaggio alla vetta"""
che ti fa ciò che quivi si pispiglia?,"E quel sussurro, cosa ti ha fatto?"
"Vien dietro a me, e lascia dir le genti:","Qualunque cosa si parli, seguimi di sopra!"
"sta come torre ferma, che non crolla","Stai come una forte torre, il capo orgoglioso"
già mai la cima per soffiar di venti;,"Mai vacillare, anche se i venti si agitano."
ché sempre l'omo in cui pensier rampolla,"L'obiettivo che ci si crede vicino,"
"sovra pensier, da sé dilunga il segno,",Quando i pensieri e i pensieri si inseguono
perché la foga l'un de l'altro insolla”.,"E uno ruba sempre la forza all'altro."""
"Che potea io ridir, se non “Io vegno”?","""Sto arrivando!"" Che altro posso dire,"
"Dissilo, alquanto del color consperso",Perche' il mio errore mi ha costretto a arrossire...
che fa l'uom di perdon talvolta degno.,Mi hai gia' perdonato molte volte?
E 'ntanto per la costa di traverso,Intanto vedevamo il fianco del monte
"venivan genti innanzi a noi un poco,","Vicino a noi venire una moltitudine di anime,"
cantando 'Miserere' a verso a verso.,Il versetto per versetto le ha cantato male.
Quando s'accorser ch'i' non dava loco,"Come si percepisce nel mio corpo,"
"per lo mio corpo al trapassar d'i raggi,","Che è impenetrabile ai raggi,"
mutar lor canto in un “oh!” lungo e roco;,Allora il loro canto divenne l'Oh! lungo e sordo.
"e due di loro, in forma di messaggi,","E, come messaggeri, vennero i loro due,"
corsero incontr'a noi e dimandarne:,Chiedere a entrambi chi siamo...
“Di vostra condizion fatene saggi”.,In pieno fino a noi.
E 'l mio maestro: “Voi potete andarne,"Virgil gridò: ""Potete tornare."
e ritrarre a color che vi mandaro,"Il suo corpo è davvero pieno di carne e ossa,"
che 'l corpo di costui è vera carne.,E spiegate questo a quelli di là.
"Se per veder la sua ombra restaro,","E se lei, credo, fosse sola,"
"com'io avviso, assai è lor risposto:","Per guardare la sua ombra, rimani,"
"fàccianli onore, ed esser può lor caro”.","Così sanno abbastanza per essere felici."""
Vapori accesi non vid'io sì tosto,"E scorrendo veloce come, come, come le frecce di fuoco,"
"di prima notte mai fender sereno,","le ginocchia accese quando inizia la notte,"
"né, sol calando, nuvole d'agosto,",Circolare attraverso le volte del cielo;
che color non tornasser suso in meno;,Così tornarono in alto e poi sparirono
"e, giunti là, con li altri a noi dier volta,","girarsi con gli altri dopo di noi,"
come schiera che scorre sanza freno.,Come una folla che scappa senza pietà.
"“Questa gente che preme a noi è molta,","""Guarda, molti stanno per implorarti,"
"e vegnonti a pregar”, disse 'l poeta:",Il mio maestro disse:
"“però pur va, e in andando ascolta”.","""Ma vattene e ubbidisci a camminare."""
“O anima che vai per esser lieta,"""O tu che saluti il monte"
"con quelle membra con le quai nascesti”,","Indossa le membra che ti circondano sempre."""
"venian gridando, “un poco il passo queta.","Così gridarono: ""Abbassa un po' la tua corsa."
"Guarda s'alcun di noi unqua vedesti,","Guarda, per portare al mondo il nostro rapporto,"
sì che di lui di là novella porti:,Ci riconosci il volto e la forma?
"deh, perché vai? deh, perché non t'arresti?",Cos'e' che non stai facendo?
"Noi fummo tutti già per forza morti,",Siamo tutti uccisi dalla violenza.
e peccatori infino a l'ultima ora;,"Il peccato ci consacra fino all'ultima ora,"
"quivi lume del ciel ne fece accorti,","solo nella morte di gloria celeste,"
"sì che, pentendo e perdonando, fora","Siamo morti, pentiti e perdonati,"
"di vita uscimmo a Dio pacificati,","E sentirono la pace e la luce di Dio,"
che del disio di sé veder n'accora”.,"""Ci dona il suo desiderio."""
"E io: “Perché ne' vostri visi guati,","E io: ""Non conosco nessuno della faccia,"
non riconosco alcun; ma s'a voi piace,"Ma chiedete, voi che siete nati bene,"
"cosa ch'io possa, spiriti ben nati,",E non nascondo quello che posso.
"voi dite, e io farò per quella pace","In questa pace vi sia giurato,"
"che, dietro a' piedi di sì fatta guida,","Che io, continuando a salire sulla pista del capo,"
di mondo in mondo cercar mi si face”.,"Di mondo in mondo, per il mio scopo."""
E uno incominciò: “Ciascun si fida,"Poi uno di loro disse: ""Abbastanza..."
"del beneficio tuo sanza giurarlo,","Non svenire la tua volontà, così fidatevi"
pur che 'l voler nonpossa non ricida.,Noi non abbiamo giurato a quello che hai promesso.
"Ond'io, che solo innanzi a li altri parlo,","E tu, un vivente, dovresti..."
"ti priego, se mai vedi quel paese",Il Mark Ankona mai più vedere
"che siede tra Romagna e quel di Carlo,",Cosi' edifichero' fermamente la tua gentilezza.
che tu mi sie di tuoi prieghi cortese,"Fa' supplicare per me quelli di Fano,"
"in Fano, sì che ben per me s'adori","Che mi perdonino le autorità celesti,"
pur ch'i' possa purgar le gravi offese.,Per la pulizia di grave colpa di andare.
Quindi fu' io; ma li profondi fóri,"Da lì ero solo le colonne profonde,"
"ond'uscì 'l sangue in sul quale io sedea,","Di che cosa uscì il sangue in cui vivevo,"
"fatti mi fuoro in grembo a li Antenori,","Ho ricevuto nel distretto di Padova,"
là dov'io più sicuro esser credea:,"Il grembo mi ha circondato, il fidato."
"quel da Esti il fé far, che m'avea in ira","Per omicidio, Este ha dato l'ordine..."
assai più là che dritto non volea.,"Quello piu' della Galla, piu' del diritto, mi sparse addosso."
"Ma s'io fosse fuggito inver' la Mira,","Ho visto l'acciaio da Oriac alzarsi,"
"quando fu' sovragiunto ad Orïaco,",Ma se riuscissi a trovare Mira per fuggire...
ancor sarei di là dove si spira.,Così vivrei dove si respira.
"Corsi al palude, e le cannucce e 'l braco","Io correvo verso la palude, e là, nel fango e nel tubo,"
