Original,Translate_IT
"“Vergine Madre, figlia del tuo figlio,","""Madre vergine, figlia di tuo Figlio,"
"umile e alta più che creatura,","più umile e sublime di ogni creatura,"
"termine fisso d'etterno consiglio,","obiettivo fisso decretato da tutta l'eternità,"
tu se' colei che l'umana natura,Tu sei colui che ha dato alla natura umana
"nobilitasti sì, che 'l suo fattore",tanta nobiltà che il suo Creatore
non disdegnò di farsi sua fattura.,non ha disdegnato il Suo essere fatto la sua creatura.
"Nel ventre tuo si raccese l'amore,",Quell'amore il cui calore ha permesso a questo fiore di fiorire
per lo cui caldo ne l'etterna pace,nell'eterna pace - era amore
così è germinato questo fiore.,"ravvivati nel tuo grembo, per noi di sopra,"
Qui se' a noi meridïana face,"sei la fiaccola della carità di mezzogiorno,"
"di caritate, e giuso, intra ' mortali,","e là sotto, sulla terra, tra i mortali,"
se' di speranza fontana vivace.,Sei una fonte vivente di speranza.
"Donna, se' tanto grande e tanto vali,","Sei cosi' fatto che puoi intercedere,"
"che qual vuol grazia e a te non ricorre,",che chi vuole avere grazia ma non cerca
sua disïanza vuol volar sanz'ali.,"il vostro aiuto, può desiderare di volare, ma non ha ali."
La tua benignità non pur soccorre,La tua gentilezza non solo risponde
"a chi domanda, ma molte fïate","chi chiede, ma è spesso pronto"
liberamente al dimandar precorre.,rispondere liberamente molto prima della domanda.
"In te misericordia, in te pietate,","In te la compassione è, in te è pietà,"
"in te magnificenza, in te s'aduna","in te è generosità, in te"
quantunque in creatura è di bontate.,è ogni bontà trovata in ogni creatura.
"Or questi, che da l'infima lacuna",Quest'uomo... che... dal piu' profondo vuoto...
de l'universo infin qui ha vedute,"l'universo, fino a questa altezza, ha visto"
"le vite spiritali ad una ad una,","la vita degli spiriti, una ad una ora supplica"
"supplica a te, per grazia, di virtute","con te, per grazia, per dargli tanta virtù"
"tanto, che possa con li occhi levarsi",che possa alzare la vista ancora più in alto.
più alto verso l'ultima salute.,possa elevarla verso la salvezza ultima.
"E io, che mai per mio veder non arsi","E io, che non ho mai bruciato per la mia visione"
"più ch'i' fo per lo suo, tutti miei prieghi","più di quanto io bruci per la sua, ti offro"
"ti porgo, e priego che non sieno scarsi,",tutte le mie preghiere - e pregare che non
perché tu ogne nube li disleghi,"che, con le vostre preghiere, potreste disperdervi"
"di sua mortalità co' prieghi tuoi,",tutte le nuvole della sua mortalità
sì che 'l sommo piacer li si dispieghi.,affinché l'Altissima gioia sia sua da vedere.
"Ancor ti priego, regina, che puoi","Anche questa, o Regina, che puo' fare quello che vuoi,"
"ciò che tu vuoli, che conservi sani,","Vi chiedo: che dopo una tale visione,"
"dopo tanto veder, li affetti suoi.",i suoi sentimenti conservano la loro perseveranza.
Vinca tua guardia i movimenti umani:,Possa la vostra protezione frenare le sue passioni mortali.
vedi Beatrice con quanti beati,Vedere Beatrice-quanti santi con lei!
per li miei prieghi ti chiudon le mani!”.,"Si uniscono alle mie preghiere, ti stringono le mani!"""
"Li occhi da Dio diletti e venerati,","Gli occhi venerati e amati da Dio,"
"fissi ne l'orator, ne dimostraro","ora fissato sul supplicante, ci ha mostrato"
quanto i devoti prieghi le son grati;,come sono gradite queste devozioni a lei;
"indi a l'etterno lume s'addrizzaro,",poi i suoi occhi si volsero verso la Luce Eterna
nel qual non si dee creder che s'invii,"là, non pensare che l'occhio di qualsiasi creatura"
per creatura l'occhio tanto chiaro.,può trovare la sua strada chiaramente come la sua vista.
E io ch'al fine di tutt'i disii,"E io, che ora si avvicinava a Colui che è"
"appropinquava, sì com'io dovea,","la fine di tutti i desideri, come dovrei,"
l'ardor del desiderio in me finii.,ha sollevato il mio desiderio fino al suo limite ardente.
"Bernardo m'accennava, e sorridea,",Bernard stava segnalando... mi sorrideva.
perch'io guardassi suso; ma io era,per alzare gli occhi; ma io già
già per me stesso tal qual ei volea:,"stava facendo quello che voleva che facessi,"
"ché la mia vista, venendo sincera,","perché la mia vista, diventando pura, era capace"
e più e più intrava per lo raggio,"per penetrare più profondamente il raggio di Luce,"
de l'alta luce che da sé è vera.,"quella Luce, sublime, che in sé è vera."
Da quinci innanzi il mio veder fu maggio,"Da quel momento in poi, quello che potevo vedere era più grande"
"che 'l parlar mostra, ch'a tal vista cede,","che il discorso può mostrare: a tale vista, fallisce."
e cede la memoria a tanto oltraggio.,e la memoria fallisce di fronte a tale eccesso.
"Qual è colüi che sognando vede,","Come uno che vede dentro un sogno, e, più tardi,"
che dopo 'l sogno la passione impressa,"la passione che era stata impressa rimane,"
"rimane, e l'altro a la mente non riede,","ma nulla del resto torna alla mente,"
"cotal son io, ché quasi tutta cessa","così sono io, per la mia visione quasi svanisce"
"mia visïone, e ancor mi distilla","completamente, ma ancora distilla all'interno"
nel core il dolce che nacque da essa.,il mio cuore la dolcezza che ne è nata.
Così la neve al sol si disigilla;,"Così la neve, sotto il sole, è dissolta;"
così al vento ne le foglie levi,"e così, sulle foglie leggere, sotto il vento,"
si perdea la sentenza di Sibilla.,gli oracoli che il Sibyl ha scritto sono stati persi.
O somma luce che tanto ti levi,"O Luce Suprema, Tu, innalzata così in alto"
"da' concetti mortali, a la mia mente","le menti dei mortali, alla mia memoria"
"ripresta un poco di quel che parevi,","restituisci qualcosa della Tua epifania,"
