Original,Translate_IT
"“Vergine Madre, figlia del tuo figlio,","“Tu, la vergine e la madre e figlia di tuo figlio,"
"umile e alta più che creatura,","umile e alta al di là di ogni creatura,"
"termine fisso d'etterno consiglio,","termine predestinato del disegno eterno,"
tu se' colei che l'umana natura,"Tu rendi la sua nobiltà alla natura umana,"
"nobilitasti sì, che 'l suo fattore",perché è grazie a te che il suo stesso autore
non disdegnò di farsi sua fattura.,si è degnato di diventare la propria creatura:
"Nel ventre tuo si raccese l'amore,",e fu nel tuo seno che riprese fuoco l'amore
per lo cui caldo ne l'etterna pace,"al calore del quale, nella pace eterna,"
così è germinato questo fiore.,Ha potuto sbocciare quel fiore che ecco.
Qui se' a noi meridïana face,"Sei tu, del nostro amore fiaccola meridiana -"
"di caritate, e giuso, intra ' mortali,","lassù e sulla terra, nel mondo dei mortali,"
se' di speranza fontana vivace.,Tu sei la sorgente viva in cui scaturisce la speranza.
"Donna, se' tanto grande e tanto vali,","Donna, tu fosti così grande e la tua potenza è tale."
"che qual vuol grazia e a te non ricorre,","che chi vuole una grazia e non accorre verso di te,"
sua disïanza vuol volar sanz'ali.,vuole che il suo desiderio voli e gli rifiuti l’ala.
La tua benignità non pur soccorre,La tua bontà si riflette in favore di
"a chi domanda, ma molte fïate","che ti chiama in soccorso, e avverte spesso"
liberamente al dimandar precorre.,Liberalmente la richiesta tarda.
"In te misericordia, in te pietate,","in te misericordia e in te pietà,"
"in te magnificenza, in te s'aduna","in te magnificenza, in te si riunisce"
quantunque in creatura è di bontate.,tutto ciò che il creato possiede di felicità.
"Or questi, che da l'infima lacuna","Ecco che questo, dal più profondo abisso"
de l'universo infin qui ha vedute,"l'universo, venendo fino alla nostra cima,"
"le vite spiritali ad una ad una,",A sua volta ha conosciuto le anime e le loro vite.
"supplica a te, per grazia, di virtute",Implora ora dalla tua grazia la forza
"tanto, che possa con li occhi levarsi","posso alzare i suoi occhi più in alto,"
più alto verso l'ultima salute.,per contemplare la salvezza suprema.
"E io, che mai per mio veder non arsi","E io, che non ho mai desiderato per i miei occhi"
"più ch'i' fo per lo suo, tutti miei prieghi","più forte che per i suoi, ti offro le mie preghiere,"
"ti porgo, e priego che non sieno scarsi,","supplicandoti anche di volermi ascoltare,"
perché tu ogne nube li disleghi,perché con l’orazione tu dissipi te stesso
"di sua mortalità co' prieghi tuoi,","tutta la nebbia che ha nella sua forma mortale,"
sì che 'l sommo piacer li si dispieghi.,e brilli ai suoi occhi la suprema felicità.
"Ancor ti priego, regina, che puoi","E ti imploro ancora, o Regina, perché tu puoi"
"ciò che tu vuoli, che conservi sani,","quello che vuoi, che egli custodisca, dopo un tale spettacolo,"
"dopo tanto veder, li affetti suoi.",gli stessi sentimenti immutabili e puri.
Vinca tua guardia i movimenti umani:,Con il suo cuore troppo umano che la tua guardia trionfa!
vedi Beatrice con quanti beati,"Guarda Beatrice e tutti questi beati,"
per li miei prieghi ti chiudon le mani!”.,che sostengono i miei voti con le loro due mani unite!”
"Li occhi da Dio diletti e venerati,",Gli occhi che Dio ama e venera allo stesso tempo
"fissi ne l'orator, ne dimostraro","si fissarono sull’oratore, mostrando"
quanto i devoti prieghi le son grati;,Quanto sono gradite le preghiere devote.
"indi a l'etterno lume s'addrizzaro,",Furono poi alla ricerca della Luce eterna.
nel qual non si dee creder che s'invii,"dove ci si sbaglierebbe, pensando che l'occhio mortale"
per creatura l'occhio tanto chiaro.,Si potrebbe avventurare con tanta assicurazione.
E io ch'al fine di tutt'i disii,"E io, che mi avvicinavo al termine dei miei desideri,"
"appropinquava, sì com'io dovea,","All’improvviso sentii, come si deve sentire,"
l'ardor del desiderio in me finii.,spegnersi nel mio seno l’ardore del mio desiderio.
"Bernardo m'accennava, e sorridea,","Bernard, sorridendo, mi mostrava con dei segni"
perch'io guardassi suso; ma io era,che bisognava guardare verso l’alto; ma già
già per me stesso tal qual ei volea:,"io ero, da solo, come mi aveva voluto,"
"ché la mia vista, venendo sincera,",Con lo sguardo sempre più limpido
e più e più intrava per lo raggio,Entravo sempre di più nel bagno di luce.
de l'alta luce che da sé è vera.,della chiarezza suprema in cui vive la verità.
Da quinci innanzi il mio veder fu maggio,"Da questo punto di vista, ciò che ho visto supera"
"che 'l parlar mostra, ch'a tal vista cede,","il potere di esprimere, che cede a questo quadro,"
e cede la memoria a tanto oltraggio.,E anche la memoria cede a tutto questo eccesso.
"Qual è colüi che sognando vede,",Come un uomo che vede oggetti in un sogno
che dopo 'l sogno la passione impressa,e quando si sveglia non tiene nella mente
"rimane, e l'altro a la mente non riede,","che le impressioni e i dettagli svaniscano,"
"cotal son io, ché quasi tutta cessa",così sono ora: la mia visione svanisce
"mia visïone, e ancor mi distilla","fino a svenire, ma mi resta ancora"
nel core il dolce che nacque da essa.,nel cuore la dolcezza che sentivo allora:
Così la neve al sol si disigilla;,"sotto il sole scompaiono le nevi,"
così al vento ne le foglie levi,come il vento portava su frassini fogli
si perdea la sentenza di Sibilla.,I versi misteriosi che scriveva la Sibilla.
O somma luce che tanto ti levi,O suprema chiarezza che ti eleva così in alto
"da' concetti mortali, a la mia mente","al di sopra dei concetti degli uomini, presta ancora"
"ripresta un poco di quel che parevi,","al ricordo dello splendore che ti ho visto lassù,"
"e fa la lingua mia tanto possente,","e rafforzate anche la mia lingua da troppo debole,"
ch'una favilla sol de la tua gloria,che io possa lasciare al gent a venire
possa lasciare a la futura gente;,"con tutto il tuo splendore, almeno una scintilla."
"ché, per tornare alquanto a mia memoria",Se tu tornassi un po' nella mia memoria
"e per sonare un poco in questi versi,","e se tu risuoni tanto poco nei miei versi,"
più si conceperà di tua vittoria.,Non si può vedere che il proprio trionfo.
"Io credo, per l'acume ch'io soffersi","Io credo, tanto era forte il raggio penetrante"
"del vivo raggio, ch'i' sarei smarrito,","e ho dovuto sostenere, che avrei potuto perdermi,"
se li occhi miei da lui fossero aversi.,se avessi distolto gli occhi dal suo splendore.
E' mi ricorda ch'io fui più ardito,"E’ stato, me lo ricordo, quello che mi ha incuriosito."
"per questo a sostener, tanto ch'i' giunsi","a sostenere la sua vista, e la Forza infinita"
l'aspetto mio col valore infinito.,che si fondeva in lei e non faceva altro che uno.
Oh abbondante grazia ond'io presunsi,O grazia generosa dove ho preso il coraggio
"ficcar lo viso per la luce etterna,","di immergere il mio sguardo nella massima chiarezza,"
tanto che la veduta vi consunsi!,fino al punto di esaurire la facoltà di vedere!
"Nel suo profondo vidi che s'interna,",In questa profondità ho visto incontrare
"legato con amore in un volume,",e amoroso formare un solo volume
ciò che per l'universo si squaderna:,tutte le foglie sparse di cui l’universo è fatto.
sustanze e accidenti e lor costume,"Sostanze, incidenti e modi sembrano"
"quasi conflati insieme, per tal modo","colate nello stesso stampo e così perfettamente,"
che ciò ch'i' dico è un semplice lume.,Quello che posso dire è un pallido riflesso.
La forma universal di questo nodo,E credo di aver visto la forma universale
"credo ch'i' vidi, perché più di largo,","dell’unico fascio, poiché tanto più ne parlo,"
"dicendo questo, mi sento ch'i' godo.",più sento la felicità che mi scalda il cuore.
Un punto solo m'è maggior letargo,Questo solo punto è stato per me la fonte di una dimenticanza.
che venticinque secoli a la 'mpresa,molto più grande di venticinque secoli per l’azienda
che fé Nettuno ammirar l'ombra d'Argo.,dove l’ombra dell’Argo intimidiva Nettuno.
"Così la mente mia, tutta sospesa,",È così che lo spirito rimaneva in sospeso.
"mirava fissa, immobile e attenta,","guardava fisso, immobile, attento,"
e sempre di mirar faceasi accesa.,e il suo desiderio di vedere non poteva appagarsi.
"A quella luce cotal si diventa,","Questo è il risultato prodotto dalla sua luce,"
che volgersi da lei per altro aspetto,che non si può immaginare di poter accettare
