Original,Translate_EN,Translate_IT_1
"E s’ella nonn-è bella di visagio,","“And if she does not have a beautiful face,","E se non ha un bel viso,"
"Cortese mente lor torni la testa,","let her turn her head toward them in a noble fashion,","volga la testa verso di loro in modo nobile,"
"E sì lor mostri, sanza far aresta,",thus showing them without delay,mostrando loro senza indugio
Le belle bionde treccie d’avantagio.,her very beautiful golden braids.,le sue bellissime trecce dorate.
"Se non son bionde, tingale in erbagio,","If her hair is not blonde, let her dye it with herbs","Se i suoi capelli non sono biondi, lascia che lo tinti con le erbe"
"E a l’uovo, e po’ vada a noze, e a festa.","and eggs, and then she may go to weddings and to parties;","e uova, e poi può andare ai matrimoni e alle feste;"
"E, quando   va, si muova sì a sesta","and when she goes about, let her move in such a balanced way","e quando se ne va, lascia che si muova in modo così equilibrato"
C’al su’ muover non n’abia punt’oltragio.,that her motion is not exaggerated.,che la sua mozione non è esagerata.
E gientamente vada balestrando,And with all courtesy let her make crossbows,E con tutta la cortesia lasciarla fare balestre
"Intorno a•ssé cogli ochi a chi la guarda,","of her eyes and take aim at all those who look at her,","dei suoi occhi e mira a tutti coloro che la guardano,"
"E, ’l più che puote, ne vad’acrocando.",and let her hook as many as she can.,E lascia che ne agganci piu' che puo'.
Faccia senbianti che molto le tarda,Let her pretend that she can’t wait,Lasciala fingere di poter aspettare
Ched ella fosse tutta al su’ comando;,"to be completely at his command,","essere completamente al suo comando,"
Ma d’amar nullo non fosse musarda.,but she should not be so foolish as to love anyone.”,ma non dovrebbe essere così sciocca da amare nessuno.
