Original,Translate_EN,Translate_IT_1
"I’ sì son de’ valletti d’Antecristo,","“I’m one of the servants of Antichrist,","""L'Anticristo è uno dei servitori dell'Anticristo,"""
"Di quel’ ladron’, che dicie la,","one of those thieves who, according to the Bible,","uno di quei ladri che, secondo la Bibbia,"
"Ch’e’ fanno molto santa portatura,","have a very saintly appearance,","hanno un aspetto molto santo,"
E ciaschedun di loro è ipocristo.,and each one of them is a hypocrite.,e ognuno di loro è un ipocrita.
"Agniol pietoso par, quand’uon l’à visto,","To those who see him, he seems a pious lamb,","A coloro che lo vedono, sembra un agnello pio,"
Di fora sì fa dolze portatura,so mild is his external appearance;,così mite è il suo aspetto esteriore;
"Ma egli è dentro lupo, per natura,","but inside he is a wolf by nature,","ma dentro di lui è un lupo per natura,"
Che divora la giente Giesocristo.,who devours the people of Jesus Christ.,che divora il popolo di Gesù Cristo.
"Così abiamo inpreso mare e terra,","In this way we have conquered land and sea,","In questo modo abbiamo conquistato terra e mare,"
E sì facciàn per tutto ordinamento:,and thus we give orders throughout the world:,e così diamo ordini in tutto il mondo:
"Chi no•l’oserva, diamo c’a fede erra.","those who do not follow our rules, we say they stray from the faith.","coloro che non seguono le nostre regole, diciamo che si allontanano dalla fede."
"Tanto facciamo co•nostro tradimento,",With our treachery we do so much,Con il nostro tradimento facciamo così tanto
"Che tutto ’l mondo à preso co•noi guerra,",that everyone has declared war on us;,che tutti hanno dichiarato guerra contro di noi;
Ma tutti gli mettiamo a perdimento.,but we are able to defeat them all.”,ma siamo in grado di sconfiggerli tutti.
