Original,Translate_IT
Contra miglior voler voler mal pugna;,Il mio sforzo è contro una volontà migliore;
"onde contra 'l piacer mio, per piacerli,","Quindi, per piacergli, contro il mio piacere"
trassi de l'acqua non sazia la spugna.,Ho disegnato la spugna non saturata dall'acqua.
Mossimi; e 'l duca mio si mosse per li,"Avanti mi sono mosso, e avanti ho spostato il mio Leader,"
"luoghi spediti pur lungo la roccia,","Attraverso luoghi vuoti, costeggiando ancora la roccia,"
come si va per muro stretto a' merli;,Come su un muro vicino ai merli;
ché la gente che fonde a goccia a goccia,Per quelli che attraverso i loro occhi versato goccia a goccia
"per li occhi il mal che tutto 'l mondo occupa,","La malattia che tutto il mondo pervade,"
da l'altra parte in fuor troppo s'approccia.,Dall'altra parte troppo vicino all'approccio a picco.
"Maladetta sie tu, antica lupa,","Che tu sia maledetta, vecchia lupo,"
che più che tutte l'altre bestie hai preda,"Che più di tutte le altre bestie hanno preda,"
per la tua fame sanza fine cupa!,A causa della fame infinitamente vuoto!
"O ciel, nel cui girar par che si creda","O paradiso, nelle cui gire appariranno"
"le condizion di qua giù trasmutarsi,","Per pensare le condizioni qui sotto sono cambiate,"
quando verrà per cui questa disceda?,Quando passerà colui per il quale lei se ne andrà?
"Noi andavam con passi lenti e scarsi,","Siamo andati avanti con i passi lenti e scarsi,"
"e io attento a l'ombre, ch'i' sentia",E sono attento alle sfumature che ho sentito
pietosamente piangere e lagnarsi;,piangendo pietosamente e lamentandoli;
e per ventura udi' “Dolce Maria!”,"E io di Peradventure ho sentito ""Sweet Mary!"""
dinanzi a noi chiamar così nel pianto,Spalancato davanti a noi in mezzo al pianto
come fa donna che in parturir sia;,Come fa una donna che sta per partorire;
"e seguitar: “Povera fosti tanto,","E in continuazione: ""Come sei stato povero"
quanto veder si può per quello ospizio,Si manifesta da quell'ostello
dove sponesti il tuo portato santo”.,"Dove hai posato il tuo sacro fardello."""
"Seguentemente intesi: “O buon Fabrizio,","Poi ho sentito: ""O buono Fabricius,"
con povertà volesti anzi virtute,Hai preferito la virtù con la povertà
che gran ricchezza posseder con vizio”.,"Al possesso di grandi ricchezze con il vizio."""
"Queste parole m'eran sì piaciute,",Sono state così piacevoli queste parole per me
ch'io mi trassi oltre per aver contezza,Che ho attirato più lontano per avere conoscenza
di quello spirto onde parean venute.,Toccando quello spirito da dove sembravano venire.
Esso parlava ancor de la larghezza,Parlava inoltre della grandezza.
"che fece Niccolò a le pulcelle,","che Nicola diede alle fanciulle,"
per condurre ad onor lor giovinezza.,Per condurre la loro giovinezza in onore.
"“O anima che tanto ben favelle,","""O anima che parla così bene,"
"dimmi chi fosti”, dissi, “e perché sola","Dimmi chi eri tu,"" ho detto, ""e perché solo"
tu queste degne lode rinovelle.,Rinnovi bene queste lodi meritate?
"Non fia sanza mercé la tua parola,","Non senza ricompensa sarà la tua parola,"
s'io ritorno a compiér lo cammin corto,Se torno a finire il breve viaggio
di quella vita ch'al termine vola”.,"Di quella vita che vola fino alla sua fine."""
"Ed elli: “Io ti dirò, non per conforto","E lui: ""Ti dirò, non per alcun conforto"
"ch'io attenda di là, ma perché tanta","Potrei aspettarmi dalla terra, ma..."
grazia in te luce prima che sie morto.,La grazia risplende in te o sei morto.
Io fui radice de la mala pianta,Ero la radice di quella pianta maligna.
"che la terra cristiana tutta aduggia,","che oscura tutto il mondo cristiano,"
sì che buon frutto rado se ne schianta.,"che da essa si raccoglie di rado il buon frutto,"
"Ma se Doagio, Lilla, Guanto e Bruggia","Ma se Douay e Gand, Lille e Bruges"
"potesser, tosto ne saria vendetta;","Se il potere fosse, presto la vendetta sarebbe stata presa su di esso;"
e io la cheggio a lui che tutto giuggia.,E questo prego di Colui che giudica tutti.
Chiamato fui di là Ugo Ciappetta;,Hugh Capet fui chiamato sulla terra;
di me son nati i Filippi e i Luigi,"Da me nacquero i Luigi e Filippo,"
per cui novellamente è Francia retta.,Da cui nei giorni successivi è stata governata la Francia.
Figliuol fu' io d'un beccaio di Parigi:,Ero il figlio di un macellaio parigino.
quando li regi antichi venner meno,"Quando i re antichi perirono tutti,"
