Original,Translate_EN,Translate_IT_1
Con una chiave d’oro mi fermò il core,"With a golden key Love locked my heart,","Con una chiave d'oro l'amore mi ha chiuso il cuore,"
"L’Amor,    quando così m’ebe parlato,",after he had spoken to me in that way;,"dopo avermi parlato in quel modo,"
"Ma prima mente l’à nett’e parato,",but before all this he purified and prepared it well,ma prima di tutto ha purificato e preparato bene
Sì c’ogni’altro pensier n’à pinto fore.,so that he drove out every other thought.,in modo che scacciasse ogni altro pensiero.
"E’ po’ mi disse: «I’ sì son tu’ signiore,","And then he said to me: “Just as I am your Lord,","Poi mi disse: ""Come io sono il tuo Signore,"
E tu sì sè di me fedel giurato.,so are you my liege man:,Cosi' come tu sei il mio signore:
Or guarda che ’l tu’ cuor    non sia ’mpacciato,now be sure your heart’s not occupied,ora assicurati che il tuo cuore non sia occupato
Se non di fino e di leal amore.,with anything but noble and true love.,con tutt'altro che nobile e vero amore.
E pensa di portar in pacienza,And remember to bear patiently,E ricordati di sopportare pazientemente
"La pena, che per me avra’ a sofrire,","the pain you will suffer because of me,","il dolore che soffrirai a causa mia,"
"Inanzi ch’io ti doni mia sentenza,",before I give you my verdict.,prima che ti dia il mio verdetto.
Ché molte volte ti parrà morire:,For many times you’ll think you’re dying:,Per molte volte pensate di morire:
"Un’ora gioia avrai, altra, doglienza.","one hour you’ll be happy, another sad,","un'ora sarai felice, un'altra triste,"
Ma po’ i’ dono argomento di guerire».,but then I’ll give you a remedy to get well.”,ma poi I.V.A.D. vi dà un rimedio per ottenere bene.
