Original,Translate_IT
"O poca nostra nobiltà di sangue,","Se qui sotto, dove il sentimento è lontano"
se glorïar di te la gente fai,"troppo debole per resistere all'errore, dovrei vedere"
"qua giù dove l'affetto nostro langue,","uomini che si gloriano in te, nobiltà"
mirabil cosa non mi sarà mai:,"di sangue-una cosa miserabile!-Non dovrei chiedermi,"
"ché là dove appetito non si torce,","perché anche dove il desiderio non è storto,"
"dico nel cielo, io me ne gloriai.","Cioe', in Paradiso, anch'io provavo cosi' tanto orgoglio."
Ben se' tu manto che tosto raccorce:,"Sei davvero un mantello che presto si esaurisce,"
"sì che, se non s'appon di dì in die,","in modo che se, giorno per giorno, non aggiungiamo patch,"
lo tempo va dintorno con le force.,allora il tempo di circling vi taglierà con le sue cesoie.
"Dal 'voi' che prima a Roma s'offerie,","Il mio discorso ha ricominciato con voi, la parola"
"in che la sua famiglia men persevra,","che Roma fu la prima città a permettere,"
ricominciaron le parole mie;,sebbene il suo popolo lo parli di rado ora;
"onde Beatrice, ch'era un poco scevra,","a questa parola, Beatrice, un po 'distante,"
"ridendo, parve quella che tossio","Sorridendo, sembrava la donna che aveva tossito..."
al primo fallo scritto di Ginevra.,Cosi' il racconto della prima colpa di Ginevra.
Io cominciai: “Voi siete il padre mio;,"Così cominciò il mio discorso: ""Tu sei mio padre;"
voi mi date a parlar tutta baldezza;,mi rincuori a parlare con fiducia;
"voi mi levate sì, ch'i' son più ch'io.",Mi cresci in modo che io sia piu' di me.
Per tanti rivi s'empie d'allegrezza,Tanti ruscelli mi hanno riempito la mente di gioia...
"la mente mia, che di sé fa letizia","tanti, e tanta gioia, che mente deve"
perché può sostener che non si spezza.,gioire che può sopportare questo e non scoppiare.
"Ditemi dunque, cara mia primizia,","Allora dimmi, fondatore della mia famiglia,"
quai fuor li vostri antichi e quai fuor li anni,"che erano i tuoi antenati e, nella tua giovinezza,"
che si segnaro in vostra püerizia;,quali sono stati gli anni registrati;
ditemi de l'ovil di San Giovanni,e mi parli dell'ovile di San Giovanni...
"quanto era allora, e chi eran le genti","quant'era numeroso, chi in quel gregge"
tra esso degne di più alti scanni”.,"erano degni dei più alti uffici."""
Come s'avviva a lo spirar d'i venti,"Come al respiro dei venti, un carbone"
"carbone in fiamma, così vid'io quella","si accenderà in fiamme, così ho visto che"
luce risplendere a' miei blandimenti;,bagliore leggero alle parole affettuose;
"e come a li occhi miei si fé più bella,","e come, davanti ai miei occhi, è diventato più giusto,"
"così con voce più dolce e soave,","Quindi, con una voce piu' gentile e piu' dolce..."
"ma non con questa moderna favella,",Non nel nostro discorso moderno mi ha detto:
dissemi: “Da quel dì che fu detto  'Ave/i>',"""Dal giorno in cui Ave fu pronunciata,"
"al parto in che mia madre, ch'è or santa,","fino a quando mia madre (beato ora), dando"
"s'allevïò di me ond'era grave,'","nascita, alleviò il fardello che mi portava,"
al suo Leon cinquecento cinquanta,questo fuoco di Marte era venuto cinquecentocinquanta
e trenta fiate venne questo foco,e altre trenta volte al suo Leone
a rinfiammarsi sotto la sua pianta.,per essere riacceso sotto la sua zampa.
Li antichi miei e io nacqui nel loco,Io e i miei antenati siamo nati proprio dove
dove si truova pria l'ultimo sesto,il corridore nei tuoi giochi annuali viene prima
da quei che corre il vostro annüal gioco.,sul confine del reparto finale.
Basti d'i miei maggiori udirne questo:,Questo è abbastanza per i miei antenati:
