Original,Translate_IT_1
"Quando, ragionando per la prima parte, aperta è la sentenza di quella, procedere si conviene alla seconda; della quale, per meglio vedere, tre parti se ne vogliono fare, secondo che in tre versi si comprende. Ché nella prima parte io commendo questa donna interamente e comunemente sì nell'anima come nel corpo; nella seconda discendo a laude speziale dell'anima; nella terza a laude speziale del corpo.","Ora che la discussione della prima parte ha reso evidente il suo significato, è giunto il momento di passare alla seconda. Ciò sarà più facilmente compreso se si riconosce che essa rientra in tre sezioni, corrispondenti alle tre strofe di cui è composta: nella prima sezione elogio questa signora nel suo insieme e senza distinzione, sia nell'anima che nel corpo; nella seconda particolarizzo lodando specificamente la sua anima, e nella terza lodando specificamente il suo corpo."
"La prima parte comincia: Non vede il sol, che tutto 'l mondo gira; la seconda comincia: In lei discende la virtù divina; la terza comincia: Cose appariscon nello suo aspetto; e queste parti secondo ordine sono da ragionare.","La prima sezione comincia: Il sole che circonda il mondo intero non vede; la seconda inizia: La potenza divina scende in lei, e la terza: Le cose appaiono nel suo volto. Queste sezioni vanno discusse a loro volta."
"Dice adunque: Non vede il sol, che tutto 'l mondo gira: dove è da sapere, a perfetta intelligenza avere, come lo mondo dal sole è girato. Prima dico che per lo mondo io non intendo qui tutto 'l corpo dell'universo, ma solamente questa parte del mare e della terra, seguendo la volgare voce, ché così s'usa chiamare: onde dice alcuno: 'quelli hae tutto lo mondo veduto', dicendo parte del mare e della terra.","Il poema dice, allora: Il sole che circonda il mondo intero non vede. Per trasmettere il pieno significato di queste parole devo spiegare come il mondo è circondato dal sole. Per cominciare, non intendo qui per ""il mondo"" tutto il corpo dell'universo, ma solo questa parte di esso, costituita dal mare e dalla terra. In questo seguo l'uso vernacolare della parola che comunemente ha questo significato, come quando qualcuno dice, ""l'uomo ha visto il mondo intero,"" riferendosi alla parte costituita dal mare e dalla terra."
"Questo mondo volse Pittagora e li suoi seguaci dicere che fosse una delle stelle, e che un'altra a lei fosse opposita, così fatta, e chiamava quella Anticthona; e dicea ch'erano ambe in una spera che si volvea da occidente in oriente (e per questa revoluzione si girava lo sole intorno a noi, e ora si vedea e ora non si vedea).","Pitagora e i suoi seguaci sostenevano che questo mondo era una delle stelle, e che un'altra stella identica (che egli chiamò Antichthon) giaceva di fronte ad essa; egli disse che entrambi erano in una singola sfera che girava da ovest a est, e che era a causa della rivoluzione di questa sfera che il sole ci circondava, ed era successivamente visibile e non visibile."
"E dicea che 'l fuoco era nel mezzo di queste, ponendo quello essere più nobile corpo che l'acqua e che la terra, e ponendo lo mezzo nobilissimo intra li luoghi delli quattro corpi simplici: e però dicea che 'l fuoco, quando parea salire, secondo lo vero al mezzo discendea.","Egli ha detto, inoltre, che al centro tra i due corpi c'era il fuoco, dal momento che egli sosteneva che il fuoco era un corpo più nobile dell'acqua o della terra, e che il centro era il più nobile dei luoghi propri dei quattro corpi semplici; ha sostenuto, di conseguenza, che quando il fuoco sembrava muoversi verso l'alto si stava infatti muovendo verso il basso, verso il centro."
"Platone fu poi d'altra oppinione, e scrisse in uno suo libro che si chiama Timeo, che la terra col mare era bene lo mezzo di tutto, ma che 'l suo tondo tutto si girava a torno al suo centro seguendo lo primo movimento del cielo; ma tardi molto, per la sua grossa materia e per la massima distanza da quello.","Più tardi Platone ebbe un'opinione diversa: scrisse in una delle sue opere, chiamata Timeo, che la terra e il mare erano davvero il centro dell'intero universo, ma che tutto il loro globo ruota intorno al suo centro, seguendo il movimento primitivo dei cieli, anche se a un ritmo molto lento, a causa della sua materia densa e del suo essere al più lontano da quel movimento."
"Queste oppinioni sono riprovate per false nel secondo Di Cielo e Mondo da quello glorioso filosofo al quale la natura più aperse li suoi segreti; e per lui quivi è provato, questo mondo, cioè la terra, stare in sé stabile e fissa in sempiterno. E le sue ragioni, che Aristotile dice a rompere costoro ed affermare la veritade, non è mia intenzione qui narrare, perché assai basta alla gente a cu' io parlo, per la sua grande autoritade sapere che questa terra è fissa e non si gira, e che essa col mare è centro del cielo.","Queste opinioni sono smascherate come false nel Cielo e nella Terra da quel glorioso filosofo al quale la natura ha pienamente rivelato i suoi segreti; egli prova anche là che questo mondo, cioè la terra, è assolutamente fisso e immobile per tutta l'eternità. Tuttavia, non è mia intenzione esporre qui gli argomenti che Aristotele dà per rovesciare quelle opinioni e affermare la verità, perché è più che sufficiente per le persone che mi rivolgo a sapere sulla sua grande autorità che questa terra è fissa e non ruota, e che, con il mare, è il centro dei cieli."
"Questo cielo si gira intorno a questo centro continuamente, sì come noi vedemo: nella cui girazione conviene di necessitade essere due poli fermi, e uno cerchio equalmente distante da quelli, che massimamente giri. Di questi due poli, l'uno è manifesto quasi a tutta la terra discoperta, cioè questo settentrionale; l'altro è quasi a tutta la discoperta terra celato, cioè lo meridionale. Lo cerchio che nel mezzo di questi s'intende, si è quella parte del cielo sotto la quale si gira lo sole, quando va coll'Ariete e colla Libra.","Questi cieli ruotano incessantemente intorno a questo centro, come noi stessi osserviamo; in questa rivoluzione devono necessariamente esserci due poli fissi, e un cerchio equidistante da loro che ruota con la massima velocità. Di questi due poli, uno, questo polo settentrionale, è osservabile a quasi tutta la terra scoperta; l'altro polo, meridionale, è nascosto a quasi tutta la terra scoperta. Il cerchio che si intende essere a metà strada tra questi poli è quella parte dei cieli sotto cui il sole ruota quando è nelle costellazioni del Ram e delle Scale."
"Onde è da sapere che se una pietra potesse cadere da questo nostro polo, ella caderebbe là oltre nel mare Occeano, a punto in su quel dosso del mare dove se fosse uno uomo, la stella [li] sarebbe sempre in sul mezzo del capo. E credo che da Roma a questo luogo, andando diritto per tramontana, sia spazio quasi di dumilia se[tte]cento miglia, o poco dal più al meno.","Si dovrebbe spiegare qui che se una pietra potesse cadere da questo polo settentrionale cadrebbe là fuori nell'oceano proprio in quel punto sul crinale del mare dove, se qualcuno fosse presente, la stella sarebbe dritta sopra la sua testa. Credo che la distanza da Roma a quel punto, andando verso nord, sia di circa 2.600 miglia, più o meno."
"Imaginando adunque, per meglio vedere, [che] in questo luogo ch'io dissi sia una cittade e abbia nome Maria, dico ancora che se dall'altro polo, cioè meridionale, cadesse una pietra, ch'ella caderebbe in su quel dosso del mare Occeano ch'è a punto in questa palla opposito a Maria. E credo che da Roma là dove caderebbe questa seconda pietra, diritto andando per mezzogiorno, sia spazio di settemilia cinquecento miglia, [o] poco dal più al meno.","Per rendere questo più chiaro, immaginiamo una città, con il nome di Maria, esistente sul posto di cui sto parlando. Ne seguirebbe che se una pietra cadesse dall'altro polo meridionale, cadrebbe nella cresta dell'Oceano direttamente di fronte a Maria sul globo. Credo che da Roma al punto in cui questa seconda pietra cadrebbe la distanza, andando verso sud, sia di 7.500 miglia, più o meno."
