Original,Translate_EN,Translate_IT_1
"«Amico, guarda s’ tu fai cortesia","“Consider, my friend, if you’re acting courteously","Considera, amico mio, se agisci cortesemente"
Di scondir del tu’ amor tal damigiella,by refusing to love a woman,rifiutando di amare una donna
"Chente son io, che son sì chiara e bella,","such as myself, who am so resplendent and beautiful","come me stesso, che sono così splendente e bello"
Che nulla falta i•me si troveria.,that no flaw can be found in me!,che nessun difetto può essere trovato in me!
"Nel mi’ visagio   l’uon si spechieria,","One could see his reflection in my face,","Si poteva vedere il suo riflesso sul mio volto,"
"Sì non son troppo grossa, né tro’ grella,","and I am neither too fat nor too thin,","e non sono né troppo grasso né troppo magro,"
"Né troppo grande, né tro’ piciolella.",neither too big nor too small:,né troppo grande né troppo piccolo:
"Gran gioia avrai, se m’ài in tua balia,",you will have great joy if you have me in your power.,avrai grande gioia se avrai me in tuo potere.
Ched i’ sì•tti farò questo vantagio:,For I will grant you this favor:,perché io vi concederò questo favore:
"Ch’i’ ti terrò tuttor in ricco stato,","I will keep you always in a prosperous state,","Ti terrò sempre in uno stato prospero,"
Sanz’aver mai dolor nel tu’ coragio.,and you will never have any pain in your heart.,e non avrai mai alcun dolore nel tuo cuore.
"E’ così tenni Socràto   beato,",In this matter I kept Socrates in a blessed state;,In questa materia ho tenuto Socrate in uno stato benedetto;
"Ma mi credette e amò come sagio,","but he, as a wise man, believed and loved me,","ma egli, come uomo saggio, credeva e mi amava,"
Di che sarà di lui senpre parlato.,for which reason he will always be remembered.”,per questo motivo sarà sempre ricordato.
