Original,Translate_IT_1
"Lo fondamento radicale della imperiale maiestade, secondo lo vero, è la necessità della umana civilitade, che a uno fine è ordinata, cioè a vita felice; alla quale nullo per sé è sufficiente a venire sanza l'aiutorio d'alcuno, con ciò sia cosa che l'uomo abisogna di molte cose, alle quali uno solo satisfare non può. E però dice lo Filosofo che l'uomo naturalmente è compagnevole animale.","La vera radice e fondamento dell'onore dovuto all'imperatore è il bisogno che gli uomini devono esistere nella società, che è diretta ad un fine, una vita di felicità. Nessun individuo è capace di raggiungere questo da solo, senza l'aiuto degli altri, poiché ognuno ha molti bisogni che non può soddisfare da solo. Da qui il dictum del filosofo che l'uomo è per sua natura un animale sociale."
"E sì come un uomo a sua sufficienza richiede compagnia domestica di famiglia, così una casa a sua sufficienza richiede una vicinanza: altrimenti molti difetti sosterrebbe che sarebbero impedimento di felicitade. E però che una vicinanza [a] sé non può in tutto satisfare, conviene a satisfacimento di quella essere la cittade. Ancora la cittade richiede alle sue arti e alle sue difensioni vicenda avere e fratellanza colle circavicine cittadi; e però fu fatto lo regno.","E proprio come l'individuo per il suo compimento richiede la società domestica di una famiglia, così la famiglia richiede che il suo compimento sia parte di un quartiere: altrimenti sarebbe carente in molti modi, e quindi essere impedito di raggiungere la felicità. Ancora una volta, un unico quartiere non può soddisfare tutti i suoi bisogni; per questo è necessaria la città. Per il commercio e la difesa, la città a sua volta ha bisogno di cooperare con, e avere relazioni amichevoli con, città circostanti; e così è nato il regno."
"Onde, con ciò sia cosa che l'animo umano in terminata possessione di terra non si queti, ma sempre desideri gloria d'acquistare, sì come per esperienza vedemo, discordie e guerre conviene surgere intra regno e regno, le quali sono tribulazioni delle cittadi, e per le cittadi delle vicinanze, e per le vicinanze delle case [e per le case] dell'uomo; e così s'impedisce la felicitade.","Poiché la psiche umana non può accontentarsi di possedere una quantità limitata di terra, ma, come ci dice l'esperienza, desidera sempre la gloria di fare ulteriori acquisizioni, litigi e guerre inevitabilmente spuntano tra i vari regni. Questi sono il flagello delle città, e attraverso le città dei quartieri, e attraverso i quartieri delle famiglie, e attraverso le famiglie dell'individuo. Il risultato è che è impossibile raggiungere la felicità."
"Il perché, a queste guerre e alle loro cagioni tòrre via, conviene di necessitade tutta la terra, e quanto all'umana generazione a possedere è dato, essere Monarchia, cioè uno solo principato, e uno prencipe avere; lo quale, tutto possedendo e più desiderare non possendo, li regi tegna contenti nelli termini delli regni, sì che pace intra loro sia, nella quale si posino le cittadi, e in questa posa le vicinanze s'amino, [e] in questo amore le case prendano ogni loro bisogno, lo qual preso, l'uomo viva felicemente: che è quello per che esso è nato.","Per sradicare queste guerre e le loro cause, è quindi assolutamente necessario che il mondo intero, e tutto ciò che la razza umana è capace di possedere sia una monarchia, cioè che sia sotto il dominio di una sola regola e di un solo sovrano: il sovrano stesso avrebbe tutto e non avrebbe più nulla da desiderare, e così avrebbe fatto sì che i re fossero contenti di rimanere entro i limiti dei loro regni, e quindi mantenere la pace tra di loro. Di conseguenza, le città sarebbero in pace, i quartieri di questa pace vivrebbero in amicizia, e le famiglie attraverso questa amicizia otterranno tutto ciò di cui hanno bisogno, in modo che, infine, l'individuo vivrebbe felicemente, che è il fine per cui è nato."
"E a queste ragioni si possono reducere parole del Filosofo ch'elli nella Politica dice, che quando più cose ad uno fine sono ordinate, una di quelle conviene essere regolante o vero reggente, e tutte l'altre rette e regolate. Sì come vedemo in una nave, che diversi officî e diversi fini di quella a uno solo fine sono ordinati, cioè a prendere loro desiderato porto per salutevole via: dove, sì come ciascuno ufficiale ordina la propia operazione nel propio fine, così è uno che tutti questi fini considera, e ordina quelli nell'ultimo di tutti; e questo è lo nocchiero, alla cui voce tutti obedire deono.","La conferma di questa linea di ragionamento si trova in quello che il filosofo dice nella politica: in una pluralità diretta ad un fine, un membro deve dirigere e governare, e tutti gli altri devono essere governati e diretti. Una nave è un buon esempio: su di essa i vari compiti e fini perseguiti dai marinai sono diretti ad un unico fine, quello di raggiungere il loro porto destinato dopo aver goduto di un viaggio prospero. Qui vediamo che proprio come ogni ufficiale dirige la sua particolare attività al suo fine particolare, così c'è una persona la cui preoccupazione è tutti i fini particolari, e che li dirige al loro unico fine finale: è il capitano e tutti devono obbedire ai suoi comandi."
"Questo vedemo nelle religioni, nelli esserciti, in tutte quelle cose che sono, come detto è, a fine ordinate. Per che manifestamente vedere si può che a perfezione della universale religione della umana spezie conviene essere uno, quasi nocchiero, che considerando le diverse condizioni del mondo, alli diversi e necessarii officî ordinare abbia del tutto universale e inrepugnabile officio di comandare.","Lo stesso si ottiene nelle comunità religiose, negli eserciti, e in tutti i settori in cui, come ho detto, c'è un fine in vista. È chiaro, quindi, che per la comunità costituita dall'intera razza umana per raggiungere il compimento, ci deve essere qualcuno analogo a un capitano: una persona il cui ufficio sarebbe quello di avere il comando di tutti per diritto universale e indiscutibile, dirigendo tutti gli altri ufficiali che egli riteneva necessari dalle varie situazioni del mondo."
"E questo officio per eccellenza imperio è chiamato, sanza nulla addizione, però che esso è di tutti li altri comandamenti comandamento. E così chi a questo officio è posto è chiamato Imperadore, però che di tutti li comandatori elli è comandatore, e quello che elli dice a tutti è legge, e per tutti dee essere obedito, e ogni altro comandamento da quello di costui prendere vigore e autoritade. E così si manifesta la imperiale maiestade e autoritade essere altissima nell'umana compagnia.","E questo, l'ufficio supremo, è chiamato regola o impero senza qualificazione, poiché la funzione di questo ufficio è quello di governare tutti gli altri uffici di governo. Allo stesso modo, chiunque è nominato a questo ufficio è chiamato imperatore, dal momento che egli governa tutti gli altri che governano; la sua parola è legge per tutti, e deve essere obbedito da tutti, e tutti gli altri governi devono trarre la sua forza e la sua autorità. È chiaro, quindi, che l'onore e l'autorità che appartengono all'imperatore sono insuperati nella società umana."
"Veramente potrebbe alcuno gavillare dicendo che, tutto che al mondo officio d'imperio si richeggia, non fa ciò l'autoritade dello romano principe ragionevolemente somma, la quale s'intende dimostrare: però che la romana potenza non per ragione né per decreto di convento universale fu acquistata, ma per forza, che alla ragione pare essere contraria.","Senza dubbio qualcuno potrebbe cavil e dire: ""Granto che l'ufficio dell'imperatore è richiesto per il bene del mondo, non segue ancora che siete riusciti nel vostro scopo principale, che è quello di dimostrare che la pretesa del sovrano romano di suprema autorità è basata sulla ragione. Per il potere di Roma è stato acquisito non in virtù della ragione, non con un decreto di qualche raduno che rappresenta tutta l'umanità, ma con la forza, che sembra l'antitesi della ragione."" La risposta a questo è evidente."
"A ciò si può lievemente rispondere che la elezione di questo sommo ufficiale convenia primieramente procedere da quello consiglio che per tutti provede, cioè Dio; altrimenti sarebbe stata la elezione per tutti non iguale; con ciò sia cosa che, anzi l'ufficiale predetto, nullo a bene di tutti intendea.","La scelta di questo funzionario supremo deve aver avuto origine principalmente nella decisione di colui che ha preoccupazione per tutti gli uomini, cioè, Dio; altrimenti la scelta non sarebbe stata fatta in modo imparziale per tutti, dal momento che non c'era essere umano prima del funzionario in discussione la cui preoccupazione era il bene di tutti."
"E però che più dolce natura [in] segnoreggiando, e più forte in sostenendo, e più sottile in acquistando né fu né fia che quella della gente latina - sì come per esperienza si può vedere - e massimamente [di] quello popolo santo nel quale l'alto sangue troiano era mischiato, cioè Roma, Dio quello elesse a quello officio.","Inoltre, poiché, come possiamo imparare dall'esperienza, non c'è mai stata, né ci sarà mai, una razza la cui natura è quella di governare più dolcemente, sostenere più fermamente o ottenere possesso più abilmente degli italiani, e in particolare quel popolo santo il cui sangue è mescolato con il sangue nobile di Troia, cioè, i Romani, Dio ha scelto questo popolo per quell'ufficio."
"Però che, con ciò sia cosa che a quello ottenere non sanza grandissima vertude venire si potesse, e a quello usare grandissima e umanissima benignitade si richiedesse, questo era quello popolo che a ciò più era disposto. Onde non da forza fu principalmente preso per la romana gente, ma da divina provedenza, che è sopra ogni ragione. Ed in ciò s'acorda Virgilio nel primo dello Eneida, quando dice, in persona di Dio parlando: «A costoro - cioè alli Romani - né termine di cose né di tempo pongo; a loro hoe dato imperio sanza fine».","Questo era il popolo più adatto a quell'ufficio, poiché non poteva essere ottenuto senza la più grande forza di carattere, né esercitato senza la più grande e più umana benevolenza. Questo ufficio, allora, è stato ottenuto dal popolo romano non principalmente con la forza, ma con la provvidenza divina, che è il motivo ultimo di ogni ragione. Tale è il punto di vista di Virgilio nell'Eneide, quando egli ritrae Dio come dichiarando: ""Al loro dominio [i Romani] non ho fissato alcun limite, se di luogo o di tempo; a loro ho dato impero senza fine."""
