Original,Translate_IT
Chi poria mai pur con parole sciolte,"Chi mai avrebbe potuto, e' stato con parole senza fretta,"
dicer del sangue e de le piaghe a pieno,Racconta del sangue e delle ferite in pieno
"ch'i' ora vidi, per narrar più volte?","Che ora ho visto, raccontando molte volte?"
Ogne lingua per certo verria meno,Ogni lingua sarebbe per una certezza cadere breve
per lo nostro sermone e per la mente,"A causa del nostro discorso e della nostra memoria,"
c'hanno a tanto comprender poco seno.,Che hanno un piccolo spazio per comprendere cosi' tanto.
S'el s'aunasse ancor tutta la gente,Se fossero di nuovo riuniti tutta la gente
"che già, in su la fortunata terra",che prima sulla terra fatidica
"di Puglia, fu del suo sangue dolente",Di Puglia si lamentavano per il loro sangue
per li Troiani e per la lunga guerra,La casa dei Romani e la lunga guerra
"che de l'anella fé sì alte spoglie,","Quello degli anelli fece un tale bottino illustre,"
"come Livïo scrive, che non erra,","Come ha registrato Livy, che non sbaglia,"
con quella che sentio di colpi doglie,Con coloro che hanno sentito l'agonia dei colpi
per contastare a Ruberto Guiscardo;,"Facendo il controsoffitto a Robert Guiscardo,"
e l'altra il cui ossame ancor s'accoglie,"E tutti gli altri, le cui ossa sono ancora raccolte"
"a Ceperan, là dove fu bugiardo","A Ceperano, dove un rinnegato"
"ciascun Pugliese, e là da Tagliacozzo,","Era ogni Pugliese, e a Tagliacozzo,"
dove sanz'arme vinse il vecchio Alardo;,"Dove senza armi conquistava il vecchio Alardo,"
e qual forato suo membro e qual mozzo,"E uno dei suoi arti ha traforato, e uno e' caduto,"
"mostrasse, d'aequar sarebbe nulla","Dovrebbe mostrare, non sarebbe niente da confrontare"
il modo de la nona bolgia sozzo.,Con il modo disgustoso della nona Bolgia.
"Già veggia, per mezzul perdere o lulla,",Una botte perdendo centrotavola o cant
"com'io vidi un, così non si pertugia,","Non è mai stato distrutto così, come ho visto uno"
rotto dal mento infin dove si trulla.,Affitto dal mento a dove si rompe il vento.
Tra le gambe pendevan le minugia;,Tra le sue gambe erano appese le sue viscere;
la corata pareva e 'l tristo sacco,"Il suo cuore era visibile, e lo squallido sacco"
che merda fa di quel che si trangugia.,Che fa escrementi di ciò che si mangia.
"Mentre che tutto in lui veder m'attacco,","Mentre ero tutto assorbito nel vederlo,"
"guardommi e con le man s'aperse il petto,",Mi guardò e si aprì con le mani
dicendo: “Or vedi com'io mi dilacco!,"Il suo seno, dicendo: ""Vedi ora come mi strappo;"
vedi come storpiato è Mäometto!,"Come mutilato, vedete, è Mahomet;"
"Dinanzi a me sen va piangendo Alì,","Davanti a me Ali piange,"
fesso nel volto dal mento al ciuffetto.,Spaccato in faccia dall'orologio al mento;
"E tutti li altri che tu vedi qui,","E tutti gli altri che tu vedi qui,"
seminator di scandalo e di scisma,Disseminatori dello scandalo e dello scisma
"fuor vivi, e però son fessi così.","Mentre vivevano erano, e quindi sono schiacciati così."
Un diavolo è qua dietro che n'accisma,"C'è un diavolo qui dietro, che ci spezza"
"sì crudelmente, al taglio de la spada","Così crudelmente, fino all'orlo del falco"
"rimettendo ciascun di questa risma,","Mettendo di nuovo ciascuno di questo raggio,"
quand'avem volta la dolente strada;,"Quando avremo percorso la via dolente,"
però che le ferite son richiuse,Perche' le nostre ferite sono di nuovo chiuse.
prima ch'altri dinanzi li rivada.,C'e' qualcuno davanti a lui che si ripassa.
"Ma tu chi se' che 'n su lo scoglio muse,","Ma chi sei tu, che musisti sulla falesia,"
forse per indugiar d'ire a la pena,Possibilità di posticipare l'andare al dolore
ch'è giudicata in su le tue accuse?”.,"Questo è giudicato sulle tue accuse?"""
"“Né morte 'l giunse ancor, né colpa 'l mena”,","""Né la morte l'ha ancora raggiunto, né la colpa lo porta"""
"rispuose 'l mio maestro, “a tormentarlo;","Il mio Maestro rispose: ""Essere tormentato;"
"ma per dar lui esperïenza piena,","Ma per procurargli piena esperienza,"
"a me, che morto son, convien menarlo","Io, che sono morto, lo supplica di condurlo"
per lo 'nferno qua giù di giro in giro;,"Di qua per l'Inferno, da cerchio a cerchio;"
e quest'è ver così com'io ti parlo”.,"E questo è vero come io ti parlo."""
"Più fuor di cento che, quando l'udiro,","C'erano più di cento persone quando lo sentirono,"
s'arrestaron nel fosso a riguardarmi,"Che nel fossato stava fermo a guardarmi,"
"per maraviglia, oblïando il martiro.",Attraverso lo stupore ignaro della loro tortura.
"“Or dì a fra Dolcin dunque che s'armi,","""Ora dite a Fra Dolcino, allora, di armarlo,"
"tu che forse vedra' il sole in breve,","Tu, che forse presto vedrai il sole,"
"s'ello non vuol qui tosto seguitarmi,","Se presto non vuole seguirmi,"
"sì di vivanda, che stretta di neve","Quindi, con le provviste, che nessun stress di neve"
"non rechi la vittoria al Noarese,","Possa dare la vittoria ai Novaresi,"
ch'altrimenti acquistar non saria leve”.,"Che altrimenti non sarebbe facile guadagnare."""
"Poi che l'un piè per girsene sospese,","Dopo un piede per andarsene si alzò,"
Mäometto mi disse esta parola;,Questa parola mi disse Maometto:
indi a partirsi in terra lo distese.,Poi per partire sulla terra la stese.
"Un altro, che forata avea la gola","Un altro, che gli ha fatto passare il piercing alla gola,"
"e tronco 'l naso infin sotto le ciglia,","E il naso tagliato vicino sotto le sopracciglia,"
"e non avea mai ch'una orecchia sola,","e non ebbe più che un solo orecchio,"
ristato a riguardar per maraviglia,"Continuando a guardare in meraviglia con gli altri,"
"con li altri, innanzi a li altri aprì la canna,","Prima che gli altri si aprissero le grondaie,"
