Original,Translate_EN,Translate_IT_1
"Amor   rispuose: «A me sì piacie assai,",Love answered: “It pleases me greatly,L'amore ha risposto: Mi piace molto
Che l’oste avete bene istabulita;,that you have organized the army so well;,che hai organizzato così bene l'esercito;
"Ma•ttu Richeza, c’or   mi sè fallita,","but you, Wealth, since you have failed me,","ma tu, Ricchezza, da quando mi hai deluso,"
"Sed i’ potrò, tu•tte ne penterai.","If I’m able, you’ll regret your action.","Se posso, vi rimpiangerete la vostra azione."
"S’uomini richi i’ posso tener mai,","If I’m ever able to have rich men in my control,","Se mai riuscissi ad avere uomini ricchi sotto il mio controllo,"
"Non poss’io già star un giorno in vita,","may I not live one more day,","che non possa vivere ancora un giorno,"
"S’avanti che da me facciar partita,",if I don’t diminish their possessions from great to small,se non diminuisce i loro possedimenti da grande a piccolo
Non recherò a poco il loro assai.,before they take their leave from me.,prima che si allontanino da me.
Uomini poveri fatt’ànno lor sire,"Poor men have taken me as their Lord,","I poveri mi hanno preso come il loro Signore,"
"Di me, e ciaschedun m’à dato il core,",and each one has given me his heart;,e ciascuno mi ha dato il suo cuore;
Per ch’a tal dono mi degio ben sofrire.,thus I must be content with such a gift.,quindi devo accontentarmi di un tale dono.
"Se di Richeza, sì come d’Amore,","If I were the god of riches as I am of love,","Se fossi il dio delle ricchezze come sono d'amore,"
"I’ fosse Dio, non possa io ben sentire",I would be unhappy,Sarei infelice.
Sed i’ no•gli mettesse in gran riccore».,if I could not make them extremely rich.”,se non potessi renderli estremamente ricchi.
