Original,Translate_IT
In quella parte del giovanetto anno,"In quella parte dell'adolescente,"
che 'l sole i crin sotto l'Aquario tempra,"Dove la notte copre solo mezzo giorno, e mite"
"e già le notti al mezzo dì sen vanno,","Nell'Acquario i capelli di Febus brillano,"
quando la brina in su la terra assempra,Spesso dipinge il maglione quando la nebbia il filetto
"l'imagine di sua sorella bianca,","Di sera, coperto in aerazioni affilate del mattino"
"ma poco dura a la sua penna tempra,",Un'immagine del fratello Snow.
"lo villanello a cui la roba manca,","Se allora il pastore, il cibo da trifts"
"si leva, e guarda, e vede la campagna",Ha bisogno di essere alzata e ogni luogo
"biancheggiar tutta; ond'ei si batte l'anca,",La neve si scorge e poi si picchia i fianchi
"ritorna in casa, e qua e là si lagna,","E tornate a casa, lamentatevi qua e là"
come 'l tapin che non sa che si faccia;,E non so cosa fare di fronte a grandi sofferenze.
"poi riede, e la speranza ringavagna,",Ma la sua nuova speranza è immediata.
veggendo 'l mondo aver cangiata faccia,Perché già il mondo appare in un altro vestito;
"in poco d'ora, e prende suo vincastro",Presto verrà con il suo bastone
e fuor le pecorelle a pascer caccia.,E tira le pecore al pascolo.
Così mi fece sbigottir lo mastro,"Sono così stupito che il mio maestro sia arrabbiato,"
"quand'io li vidi sì turbar la fronte,",Che la miscredenza inusuale lo opprime;
e così tosto al mal giunse lo 'mpiastro;,Per quanto presto sia arrivata l'arena per il dolore.
"ché, come noi venimmo al guasto ponte,","Perche' a malapena arriva al ponte inciampato,"
lo duca a me si volse con quel piglio,Rendetegli la grazia con cui mi si è avvicinato
dolce ch'io vidi prima a piè del monte.,"Ai piedi della montagna, sul volto."
"Le braccia aperse, dopo alcun consiglio",Allarga le braccia dopo aver consigliato
eletto seco riguardando prima,"Volato con se stesso, osservando la maceria,"
"ben la ruina, e diedemi di piglio.",E poi mi afferra con un'azione rapida.
"E come quei ch'adopera ed estima,",E come un uomo che sta attento a tutto.
"che sempre par che 'nnanzi si proveggia,","Considerare in anticipo con attenzione ciò che egli può,"
"così, levando me sù ver' la cima","Egli mi ha accolto su un pezzo di roccia, osservando,"
"d'un ronchione, avvisava un'altra scheggia","Che c'era un altro bastone vicino,"
dicendo: “Sovra quella poi t'aggrappa;,"E disse: ""Aggrappati, ma percepisci"
ma tenta pria s'è tal ch'ella ti reggia”.,Cerca di capire se ti puoi portare.
"Non era via da vestito di cappa,",Non c'era nessuno che portasse le manette.
"ché noi a pena, ei lieve e io sospinto,","Dal momento che noi, io ho spinto, lui così possente,"
potavam sù montar di chiappa in chiappa.,E' difficile che si muovano da un blocco all'altro.
E se non fosse che da quel precinto,"Non avrei mai avuto, e forse lui,"
"più che da l'altro era la costa corta,",Se niedrer non che al di là di questo motivo
"non so di lui, ma io sarei ben vinto.",La riva è stata raggiunta dalla diga grotta.
Ma perché Malebolge inver' la porta,Ma a causa della bocca di un sacco di malvagi
