Original,Translate_IT
La gloria di colui che tutto move,La gloria di Colui che muove ogni cosa
"per l'universo penetra, e risplende",pervade l'universo e splende
in una parte più e meno altrove.,in una parte di più e in un'altra di meno.
Nel ciel che più de la sua luce prende,Ero in quel paradiso che riceve
"fu' io, e vidi cose che ridire",più della Sua luce. Colui che scende di là
né sa né può chi di là sù discende;,"non può né sapere né dire ciò che ha visto,"
"perché appressando sé al suo disire,","perché, avvicinandosi al suo desiderio,"
"nostro intelletto si profonda tanto,",così profondamente è il nostro intelletto immerso
che dietro la memoria non può ire.,che la memoria non può seguirla.
Veramente quant'io del regno santo,"Tuttavia, come gran parte del regno santo"
"ne la mia mente potei far tesoro,",come ho potuto conservare come tesoro nella mia mente
sarà ora materia del mio canto.,ora diventera' l'oggetto della mia canzone.
"O buono Appollo, a l'ultimo lavoro","O buon Apollo, per quest'ultimo travaglio"
"fammi del tuo valor sì fatto vaso,",rendimi un vascello degno
come dimandi a dar l'amato alloro.,del dono del tuo alloro belovèd.
Infino a qui l'un giogo di Parnaso,"Fino a questo punto, una vetta del monte Parnassus"
assai mi fu; ma or con amendue,"è stato abbastanza, ma ora ho bisogno di entrambi"
m'è uopo intrar ne l'aringo rimaso.,per affrontare la lotta che attende.
"Entra nel petto mio, e spira tue",Entra nel mio seno e respira in me
sì come quando Marsïa traesti,"come quando hai tirato fuori Marsia,"
de la vagina de le membra sue.,fuori dal rivestimento delle sue membra.
"O divina virtù, se mi ti presti","O santo Potere, se tu mi prestassi di te stesso"
tanto che l'ombra del beato regno,abbastanza che io possa mostrare la più mera ombra
"segnata nel mio capo io manifesti,","del regno benedetto timbrato nella mia mente,"
vedra'mi al piè del tuo diletto legno,"mi troverai ai piedi del tuo albero,"
"venire, e coronarmi de le foglie",incoronare me stesso con le stesse foglie
che la materia e tu mi farai degno.,di cui il mio tema e voi mi renderete degno.
"Sì rade volte, padre, se ne coglie","Così raramente, padre, sono riuniti"
"per trïunfare o cesare o poeta,",per segnare il trionfo di un Cesare o di un poeta...
