Original,Translate_IT
"Non era ancor di là Nesso arrivato,","Non era ancora arrivato Nesso dall'altra parte,"
quando noi ci mettemmo per un bosco,"Quando ci siamo messi in un bosco,"
che da neun sentiero era segnato.,Non era segnato da nessun sentiero.
"Non fronda verde, ma di color fosco;","Non di colore verde fogliame, ma di colore scuro,"
"non rami schietti, ma nodosi e 'nvolti;","Non rami lisci, ma intrecciati e intrecciati,"
"non pomi v'eran, ma stecchi con tòsco.","Non c'erano gli alberi di mela, ma le spine con il veleno."
Non han sì aspri sterpi né sì folti,"Tali cespugli aggrovigliati non hanno, né così denso,"
quelle fiere selvagge che 'n odio hanno,"Quelle bestie selvaggie selvaggie, che in odio tengono"
tra Cecina e Corneto i luoghi cólti.,Twixt Cecina e Corneto i luoghi coltivati.
"Quivi le brutte Arpie lor nidi fanno,","Là fanno i loro nidi gli orribili Harpie,"
che cacciar de le Strofade i Troiani,"che inseguirono i Troiani dalle Strofade,"
con tristo annunzio di futuro danno.,Con triste annuncio di imminente morte;
"Ali hanno late, e colli e visi umani,","Le ali larghe hanno loro, i colli e le facce umane,"
"piè con artigli, e pennuto 'l gran ventre;",i piedi con gli artigli e il ventre grande
fanno lamenti in su li alberi strani.,Si lamentano degli alberi meravigliosi.
"E 'l buon maestro “Prima che più entre,","E il buon Maestro: ""Sei più lontano,"
"sappi che se' nel secondo girone”,","Sappiate che siete entro il secondo turno."""
"mi cominciò a dire, “e sarai mentre","Così cominciò a dire: ""E lo sarà fino"
che tu verrai ne l'orribil sabbione.,Tu esci sulla sabbia orribile;
Però riguarda ben; sì vederai,Guardati dunque bene intorno e vedrai
cose che torrien fede al mio sermone”.,"Cose che crederanno nel mio discorso."""
Io sentia d'ogne parte trarre guai,"Ho sentito da tutte le parti lamentazioni pronunciate,"
e non vedea persona che 'l facesse;,"E non ho visto nessuno che li facesse,"
per ch'io tutto smarrito m'arrestai.,"Da cui, completamente sconcertato, mi sono fermato."
Cred'ïo ch'ei credette ch'io credesse,Penso che abbia pensato che forse potrei pensare
"che tante voci uscisser, tra quei bronchi,",Tante voci emesse attraverso quei bauli
da gente che per noi si nascondesse.,alle persone che si sono nascoste da noi;
Però disse 'l maestro: “Se tu tronchi,"Perciò il Maestro disse: ""Se tu ti allontani"
"qualche fraschetta d'una d'este piante,","Un po' di spray da uno di questi alberi,"
li pensier c'hai si faran tutti monchi”.,"I pensieri che hai saranno completamente vani."""
Allor porsi la mano un poco avante,"Poi stesi un po' la mano in avanti,"
e colsi un ramicel da un gran pruno;,e strappò un ramoscello da una grande spina;
e 'l tronco suo gridò: “Perché mi schiante?”.,"E il bagagliaio gridò: ""Perché mi aggrovigli?"""
"Da che fatto fu poi di sangue bruno,","Dopo che e' diventato macchiato di sangue,"
ricominciò a dir: “Perché mi scerpi?,"Ricomincia il suo grido: ""Perché mi strappi?"
non hai tu spirto di pietade alcuno?,Non hai alcuno spirito di pietà?
"Uomini fummo, e or siam fatti sterpi:","Gli uomini una volta che eravamo, e ora sono cambiati in alberi;"
"ben dovrebb'esser la tua man più pia,","Anzi, la tua mano dovrebbe essere più pietosa,"
se state fossimo anime di serpi”.,"Anche se le anime dei serpenti eravamo stati."""
Come d'un stizzo verde ch'arso sia,"Come fuori di una marca verde, che è in fiamme"
"da l'un de' capi, che da l'altro geme","A una delle estremità, e dall'altra gocciola"
"e cigola per vento che va via,",e sibilo con il vento che scappa;
sì de la scheggia rotta usciva insieme,Così da quella scheggia emessa insieme
parole e sangue; ond'io lasciai la cima,Sia le parole che il sangue; dove ho lasciato la punta
"cadere, e stetti come l'uom che teme.",Cadere e stare come un uomo che ha paura.
"“S'elli avesse potuto creder prima”,","""Se fosse riuscito prima a credere,"""
"rispuose 'l savio mio, “anima lesa,","Il mio saggio rispose: ""O anima ferita,"
"ciò c'ha veduto pur con la mia rima,","Quello che solo nei miei versi ha visto,"
non averebbe in te la man distesa;,Non su di te aveva steso la mano;
ma la cosa incredibile mi fece,Mentre la cosa incredibile mi ha causato
indurlo ad ovra ch'a me stesso pesa.,Per metterlo in un atto che mi addolora.
"Ma dilli chi tu fosti, sì che 'n vece","Ma digli chi eri, in modo che a proposito"
d'alcun'ammenda tua fama rinfreschi,Di alcuni emenda la tua fama egli può rinfrescare
"nel mondo sù, dove tornar li lece”.","Nel mondo, al quale può ritornare."""
"E 'l tronco: “Sì col dolce dir m'adeschi,","E il baule disse: ""Così le tue dolci parole mi attirano,"
ch'i' non posso tacere; e voi non gravi,"Io non posso tacere; e tu non sei irritato,"
perch'ïo un poco a ragionar m'inveschi.,Che sono un po' tentato di parlare.
Io son colui che tenni ambo le chiavi,Sono io quello che entrambe le chiavi avevano in custodia.
"del cor di Federigo, e che le volsi,","Del cuore di Federico, e li voltò a e per"
"serrando e diserrando, sì soavi,","Così dolcemente nello sblocco e nel bloccaggio,"
che dal secreto suo quasi ogn'uom tolsi;,che la maggior parte degli uomini ho nascosto ai suoi segreti;
"fede portai al glorïoso offizio,",La fedeltà io portai il glorioso ufficio
tanto ch'i' ne perde' li sonni e ' polsi.,"Così grande, ho perso così il mio sonno e pulsazioni."
La meretrice che mai da l'ospizio,La cortigiana che mai dalla dimora
"di Cesare non torse li occhi putti,","Di Cesare si allontanò dai suoi occhi appiccicati,"
"morte comune e de le corti vizio,","La morte universale e il vizio dei tribunali,"
infiammò contra me li animi tutti;,"Infiammato contro di me tutte le altre menti,"
"e li 'nfiammati infiammar sì Augusto,","Ed essi, infiammati, fecero così infiammare Augusto,"
che ' lieti onor tornaro in tristi lutti.,Che i miei gioiosi onori si sono trasformati in tristi lutti.
"L'animo mio, per disdegnoso gusto,","Il mio spirito, con disdegnosa esultanza,"
"credendo col morir fuggir disdegno,","Pensando morendo per sfuggire al disprezzo,"
ingiusto fece me contra me giusto.,"Mi ha reso ingiusto contro me stesso, il giusto."
Per le nove radici d'esto legno,"Io, per le radici sconosciute di questo legno,"
vi giuro che già mai non ruppi fede,Giura che non ho mai infranto la mia fede.
"al mio segnor, che fu d'onor sì degno.","al mio signore, che era così degno di onore;"
"E se di voi alcun nel mondo riede,","E al mondo se uno di voi ritornasse,"
"conforti la memoria mia, che giace","Lasciategli il mio conforto di memoria, che sta mentendo"
ancor del colpo che 'nvidia le diede”.,"Ancora prostrato dal colpo che l'invidia ha fatto."""
"Un poco attese, e poi “Da ch'el si tace”,","Aspettò un po', e poi: ""Dal momento che è silenzioso,"""
"disse 'l poeta a me, “non perder l'ora;","Il Poeta mi disse: ""Non perdere il tempo,"
"ma parla, e chiedi a lui, se più ti piace”.","Ma parla, e interrogalo, se più può piacere a te."""
Ond'ïo a lui: “Domandal tu ancora,"Da dove io a lui: ""Do you again informarsi"
di quel che credi ch'a me satisfaccia;,Quanto a quello che pensi mi sazierà.
"ch'i' non potrei, tanta pietà m'accora”.","Perché non posso, tanta pietà è nel mio cuore."""
Perciò ricominciò: “Se l'om ti faccia,"Perciò ha ripreso: ""Così possa l'uomo"
"liberamente ciò che 'l tuo dir priega,","Fa' per te quello che la tua parola ti implora,"
"spirito incarcerato, ancor ti piaccia","Spirito incarcerato, sii di nuovo felice"
di dirne come l'anima si lega,Per dirci in che modo l'anima è legata
"in questi nocchi; e dinne, se tu puoi,","all'interno di questi nodi; e dicci, se puoi,"
s'alcuna mai di tai membra si spiega”.,"Se uno di questi membri è liberato."""
"Allor soffiò il tronco forte, e poi","Poi soffiato il tronco amain, e poi"
si convertì quel vento in cotal voce:,Il vento si convertì in una tale voce:
“Brievemente sarà risposto a voi.,"""Vi sarà risposto con brevità."
Quando si parte l'anima feroce,Quando l'anima esasperata abbandona
"dal corpo ond'ella stessa s'è disvelta,","Il corpo da cui si affaccia,"
Minòs la manda a la settima foce.,Minos lo consegna al settimo abisso.
"Cade in la selva, e non l'è parte scelta;","Cadde nella foresta, e nessuna parte"
"ma là dove fortuna la balestra,","è scelto per esso; ma dove la fortuna lo scaglia,"
quivi germoglia come gran di spelta.,Lì come un granello di farro germina.
Surge in vermena e in pianta silvestra:,scaturisce un alberello e un albero forestale;
"l'Arpie, pascendo poi de le sue foglie,","Gli Harpie, nutrendosi poi delle sue foglie,"
"fanno dolore, e al dolor fenestra.","Fai il dolore creare, e per il dolore uno sfogo."
"Come l'altre verrem per nostre spoglie,",Come gli altri per il nostro bottino torneremo;
"ma non però ch'alcuna sen rivesta,","Ma non perche' qualcuno li rivesta,"
ché non è giusto aver ciò ch'om si toglie.,Perche' non e' solo quello che si butta via.
"Qui le strascineremo, e per la mesta","Qui li trascineremo, e lungo la tristezza"
"selva saranno i nostri corpi appesi,","Foresta i nostri corpi saranno sospesi,"
ciascuno al prun de l'ombra sua molesta”.,"Ognuno alla spina della sua ombra molestata."""
"Noi eravamo ancora al tronco attesi,","Eravamo ancora attenti al tronco,"
"credendo ch'altro ne volesse dire,","Pensando che ancora più potrebbe desiderare di dirci,"
"quando noi fummo d'un romor sorpresi,","Quando da un tumulto siamo stati sorpresi,"
similemente a colui che venire,Allo stesso modo in cui è colui che percepisce
"sente 'l porco e la caccia a la sua posta,","Il cinghiale e la caccia si avvicinano al suo stand,"
"ch'ode le bestie, e le frasche stormire.","Chi ascolta lo schianto delle bestie e dei rami,"
"Ed ecco due da la sinistra costa,","Ed ecco due: sul nostro lato sinistro,"
"nudi e graffiati, fuggendo sì forte,","nuda e graffiata, fuggendo così furiosamente,"
che de la selva rompieno ogne rosta.,"Quella della foresta, tutti i fan che hanno rotto."
"Quel dinanzi: “Or accorri, accorri, morte!”.","Colui che era in anticipo: ""Ora aiuto, morte, aiuto!"""
"E l'altro, cui pareva tardar troppo,","E l'altro, che sembrava in ritardo troppo,"
"gridava: “Lano, sì non furo accorte","Stava gridando: ""Lano, non erano così attenti"
le gambe tue a le giostre dal Toppo!”.,"Quelle tue gambe alle giostre del Toppo!"""
"E poi che forse li fallia la lena,","E poi, forse perche' il suo alito stava cedendo,"
di sé e d'un cespuglio fece un groppo.,Si è riunito con un cespuglio.
Di rietro a loro era la selva piena,Dietro di loro c'era la foresta piena di neri
"di nere cagne, bramose e correnti","Mastice, rapace, e svelto di piede"
come veltri ch'uscisser di catena.,"Come levrieri, che emettono dalla catena."
"In quel che s'appiattò miser li denti,","Colui che era accovacciato, pose i denti,"
e quel dilaceraro a brano a brano;,"E lui si lacerarono pezzo per pezzo,"
poi sen portar quelle membra dolenti.,In seguito annoiò quei membri dolorosi.
"Presemi allor la mia scorta per mano,","Lì il mio Escort mi prese per mano,"
e menommi al cespuglio che piangea,"E mi condusse al cespuglio, che tutto invano"
per le rotture sanguinenti in vano.,Piangeva per le sue sanguinose lacerazioni.
"“O Iacopo”, dicea, “da Santo Andrea,","""O Jacopo,"" disse, ""di Sant'Andrea,"
che t'è giovato di me fare schermo?,Cosa ti ha aiutato a fare uno schermo?
che colpa ho io de la tua vita rea?”.,"Che colpa ho io nella tua vita malvagia?"""
"Quando 'l maestro fu sovr'esso fermo,","Quando il Maestro, vicino a lui, rimase i suoi passi,"
