Original,Translate_EN,Translate_IT_1
"A te sì non convien far disfidaglia,","“You must not make this challenge,","Non devi fare questa sfida,"
Se•ttu vuo’ ben civir di questa guerra.,if you want to end this war well.,Se vuoi porre fine bene a questa guerra.
"Lasciala far a’ gran’ signior’ di terra,","Let the great lords of the land do it,","Lo facciano i grandi padroni del paese,"
Che posson soferir oste e battaglia.,those who can afford the army and battles!,coloro che possono permettersi l'esercito e le battaglie!
"Mala-Bocca, che così ti travaglia,","Bad Mouth, who so torments you,","Mouth Cattiva, che ti tormenta così tanto,"
È traditor: chi ’l tradiscie non erra.,is a traitor: whoever betrays him makes no mistake;,è un traditore: chi lo tradisce non sbaglia;
"Chi con falsi senbianti no•ll’aferra,","whoever does not capture him with false appearances,","chi non lo cattura con false apparenze,"
Il su’ buon giocho mette a ripentaglia.,puts at risk his own good game.,mette a rischio il suo buon gioco.
"Se•ttu lo sfidi, o batti, e’ griderà,","If you challenge or strike him, he will howl,","Se lo sfidate o lo colpite, urlerà,"
Chéd egli è di natura di mastino:,for his nature is of that of a watch-dog:,perché la sua natura è di quella di un cane da guardia:
"Chi più ’l minaccia, più gli abaierà.","the more he’s threatened, the more he’ll bark.","Quanto più egli ha minacciato, tanto più egli abbaia."
"Chi Mala-Bocca vuol metter al chino,","Whoever wants to conquer Bad Mouth,","Chiunque voglia conquistare la Mouth Cattiva,"
"Sed egli è sagio, egli•lusingherà:","will flatter him, if he’s wise,","lo lusingerà, se è saggio,"
Ché cierto sie quell’è ’l dritto camino».,for certainly that is the proper road.”,per certo che è la strada giusta.
