Original,Translate_IT
"Intra due cibi, distanti e moventi","Tra due piatti, distante e allettante,"
"d'un modo, prima si morria di fame,",Sembra che un uomo libero fosse affamato.
che liber'omo l'un recasse ai denti;,"Non di una, né di un'altra."
sì si starebbe un agno intra due brame,Così c'è un bastoncino tra la gola e la gola
"di fieri lupi, igualmente temendo;","Da due lupi stretti, con la stessa testa,"
sì si starebbe un cane intra due dame:,Così anche tra due cervi c'era un cane.
"per che, s'i' mi tacea, me non riprendo,",Così vari dubbi non mi lasciarono chiedere.
"da li miei dubbi d'un modo sospinto,","Ho taciuto solo perché ho bisogno di, e posso"
"poi ch'era necessario, né commendo.",Non dire niente di buono ora o di male.
"Io mi tacea, ma 'l mio disir dipinto","Ho taciuto, ma il mio desiderio di fronte è stato già"
"m'era nel viso, e 'l dimandar con ello,","In parole povere e chiare,"
più caldo assai che per parlar distinto.,Come se l'avessi spiegato con un tono chiaro.
"Fé sì Beatrice qual fé Danïello,","Beatrix ha fatto come Daniele, quando è svanito"
"Nabuccodonosor levando d'ira,","Nabucodonosor era in collera cieca,"
che l'avea fatto ingiustamente fello;,L'interpretazione del Profeta gli tolse.
e disse: “Io veggio ben come ti tira,"""Che due desideri ti spingano, vedo bene"""
"uno e altro disio, sì che tua cura","Li presero, ""che ti legarono, e nessuno li legò."
sé stessa lega sì che fuor non spira.,Da entrambi ora si manifesta verso l'esterno.
"Tu argomenti: ""Se 'l buon voler dura,","Tu chiedi: ""Se il nostro desiderio rimane un buono, puro,"
la vïolenza altrui per qual ragione,Come fa la violenza ad altro il valore
"di meritar mi scema la misura?"".",E come la portata del merito è più piccola?
Ancor di dubitar ti dà cagione,"Presto, anche tu dubiti, perché Platone insegna,"
"parer tornarsi l'anime a le stelle,","Che, a lui sembra, al suo cerchio stellato"
secondo la sentenza di Platone.,L'anima torna dalla terra.
Queste son le question che nel tuo,I due dubbi insistono sullo stesso punto.
pontano igualmente; e però pria,"Alla tua volonta', percio'..."
tratterò quella che più ha di felle.,Dimostrate la falsità all'opinione peggiore.
"D'i Serafin colui che più s'india,","Il Serafino, l'ultimo dei piu' incredibili,"
"Moïsè, Samuel, e quel Giovanni","Mosè e Samuele, che erano santi,"
"che prender vuoli, io dico, non Maria,","Si', ti chiamo per l'ultima volta Maria."
non hanno in altro cielo i loro scanni,Non sono in un altro cielo come le folle
"che questi spirti che mo t'appariro,",Quello stesso fantasma che hai visto ora...
né hanno a l'esser lor più o meno anni;,Non sono più ricchi e non sono più poveri di anni.
"ma tutti fanno bello il primo giro,","La prima sfera rende tutti belli,"
e differentemente han dolce vita,"Ma la loro dolce vita è di vario genere,"
per sentir più e men l'etterno spiro.,Piu' e meno male la testa di Dio.
"Qui si mostraro, non perché sortita","Si sono mostrati qui, non perché hanno appena"
"sia questa spera lor, ma per far segno","Il cerchio è stato assegnato, no, perché questo dimostra,"
de la celestïal c'ha men salita.,Che si alzino all'Altissimo.
"Così parlar conviensi al vostro ingegno,","Così si deve parlare al vostro spirito,"
però che solo da sensato apprende,Che solo i sensi guidano a tutti.
ciò che fa poscia d'intelletto degno.,Il che significa che la ragione è propria di lei.
Per questo la Scrittura condescende,Si può fare così anche per le vostre capacità
"a vostra facultate, e piedi e mano","La Scrittura scende quando parla di Dio a voi,"
attribuisce a Dio e altro intende;,"A mano e a piedi, per indicare altre cose."
e Santa Chiesa con aspetto umano,La Chiesa mostra con il volto umano
"Gabrïel e Michel vi rappresenta,","Gabriele, Michele e Raffaele,"
e l'altro che Tobia rifece sano.,La vista di Tobia e' stata appena chiarita.
Quel che Timeo de l'anime argomenta,Ma la dottrina di Timeo sulle anime
"non è simile a ciò che qui si vede,","Anche lui crede a ciò che insegna,"
"però che, come dice, par che senta.",E non sembra nascondere un simbolo.
"Dice che l'alma a la sua stella riede,","Che l'anima torna alla sua stella,"
credendo quella quindi esser decisa,"Egli parla e crede che siano venuti da là,"
quando natura per forma la diede;,Quando la natura ci concede la forma.
e forse sua sentenza è d'altra guisa,Questo non è da solo accettato alla lettera:
"che la voce non suona, ed esser puote","In questo modo, forse, con le prove,"
con intenzion da non esser derisa.,Avvicinarsi alla meta della verita'...
S'elli intende tornare a queste ruote,Davanti a lui ha detto che da ogni cerchio
"l'onor de la influenza e 'l biasmo, forse","Il bene e il male sono di origine, e per questo ha insegnato,"
in alcun vero suo arco percuote.,Torna a questo oltraggio e a quel premio.
"Questo principio, male inteso, torse",E questa frase incomprensibile sbagliava
"già tutto il mondo quasi, sì che Giove,","Quasi tutto il mondo, così che nelle stelle si può"
Mercurio e Marte a nominar trascorse.,"Venerava Marte, Mercurio e Giove."
L'altra dubitazion che ti commove,"L'altro dubbio che ti circonda,"
"ha men velen, però che sua malizia",Ha mindres veleno non rapendo
non ti poria menar da me altrove.,Il mio sentiero può passare attraverso i suoi lacci.
