Original,Translate_IT
“Poscia che Costantin l'aquila volse,Dopo che Costantino aveva restituito le aquile
"contr'al corso del ciel, ch'ella seguio","contro il corso del cielo, che avevano seguito"
"dietro a l'antico che Lavina tolse,","sul passo del nonno, marito di Lavinia,"
cento e cent'anni e più l'uccel di Dio,cento e cento anni e più resta l’uccello di Dio
"ne lo stremo d'Europa si ritenne,",al nido che si era fatto sulle rive dell’Europa
vicino a' monti de' quai prima uscìo;,e non lontano da quei monti da cui uscì prima;
e sotto l'ombra de le sacre penne,"e là, sotto la copertura delle sue sacre piume,"
"governò 'l mondo lì di mano in mano,","Passando di mano in mano, governò il mondo."
"e, sì cangiando, in su la mia pervenne.","e, cambiando così, alla fine mi sgombero."
"Cesare fui e son Iustinïano,","Sì, io fui imperatore, io sono Giustiniano;"
"che, per voler del primo amor ch'i' sento,","mosso dalla volontà di un sovrano amore,"
d'entro le leggi trassi il troppo e 'l vano.,Ho eliminato dalle leggi l’eccesso e il vano.
"E prima ch'io a l'ovra fossi attento,","Prima di dedicare la mia attenzione a questo libro,"
"una natura in Cristo esser, non piùe,","Ammettevo in Cristo una sola natura,"
"credea, e di tal fede era contento;","ed ero soddisfatto di questa convinzione,"
"ma 'l benedetto Agapito, che fue","fino a quando Agapet, quel beato che fu"
"sommo pastore, a la fede sincera","il sommo pastore, mi avrebbe con i suoi discorsi"
mi dirizzò con le parole sue.,insegna il cammino della vera fede.
"Io li credetti; e ciò che 'n sua fede era,","Ho creduto alla sua parola, e ora il suo dire"
"vegg'io or chiaro sì, come tu vedi",mi è diventato più chiaro che per te la presenza
ogne contradizione e falsa e vera.,Il falso nel vero delle contraddizioni.
"Tosto che con la Chiesa mossi i piedi,","Non appena seguii i sentieri della Chiesa,"
a Dio per grazia piacque di spirarmi,La divina grazia ha voluto ispirarmi
"l'alto lavoro, e tutto 'n lui mi diedi;","questo importante libro, e ci ho messo tutto il tempo,"
"e al mio Belisar commendai l'armi,","Mi fido, per la guerra, alle cure di Bélisaire:"
"cui la destra del ciel fu sì congiunta,","come la mano del cielo lo proteggeva dappertutto,"
che segno fu ch'i' dovessi posarmi.,Ho capito che dovevo riposarmi su di lui.
Or qui a la question prima s'appunta,Ho appena soddisfatto la tua prima richiesta.
la mia risposta; ma sua condizione,per quello che ti ho detto; tuttavia la sua natura
"mi stringe a seguitare alcuna giunta,","mi obbliga ad aggiungerti un po’ di seguito,"
perché tu veggi con quanta ragione,in modo che tu possa vedere con quali giusti titoli
si move contr'al sacrosanto segno,"si vuole alzare contro l’emblema santo,"
e chi 'l s'appropria e chi a lui s'oppone.,"Gli uni per usurparlo, gli altri per combatterlo."
Vedi quanta virtù l'ha fatto degno,Vedi quanti grandi fatti l’hanno già reso degno
di reverenza; e cominciò da l'ora,"di rispetto, a partire da quest'ora in cui Pallas"
che Pallante morì per darli regno.,per fargli un regno aveva dato la sua vita.
Tu sai ch'el fece in Alba sua dimora,Tu sai come in Albe fissò la sua dimora
"per trecento anni e oltre, infino al fine","per più di cento anni, fino al giorno della fine,"
che i tre a' tre pugnar per lui ancora.,quando i tre contro tre hanno combattuto per lui.
E sai ch'el fé dal mal de le Sabine,"Tu sai quello che ha fatto, del dolore dei Sabini"
"al dolor di Lucrezia in sette regi,","alla sventura di Lucrezia, nelle mani dei suoi sette re,"
vincendo intorno le genti vicine.,sottomettendo le popolazioni vicine.
Sai quel ch'el fé portato da li egregi,"Sai cosa ha fatto, portato dai valorosi"
"Romani incontro a Brenno, incontro a Pirro,","Romani contro Brennus e poi contro Pirro,"
incontro a li altri principi e collegi;,"contro gli altri re, contro le repubbliche,"
"onde Torquato e Quinzio, che dal cirro",Grazie a cosa Torquatus e Quintius in nome
"negletto fu nomato, i Deci e ' Fabi","dai suoi capelli mal pettinati, Decio,"
ebber la fama che volontier mirro.,"Fabius, hanno vinto la reputazione che sto affittando."
Esso atterrò l'orgoglio de li Aràbi,E' lui che strappò gli arabi l'orgoglio
che di retro ad Anibale passaro,Passando sotto Annibale gli alpestri rocciosi
"l'alpestre rocce, Po, di che tu labi.",Da qui la corrente del Po scende in campagna.
Sott'esso giovanetti trïunfaro,Fu sotto di lui che Pompeo e Scipione godettero
Scipïone e Pompeo; e a quel colle,tutti i giovani del trionfo; e parve molto duro
sotto 'l qual tu nascesti parve amaro.,a quelli della collina dove tu vivi la luce.
"Poi, presso al tempo che tutto 'l ciel volle","Poi, più o meno nel tempo in cui il cielo volle rendere"
"redur lo mondo a suo modo sereno,","al mondo l’ordine felice che fu suo dappertutto,"
Cesare per voler di Roma il tolle.,"Cesare se ne andò, con l’accordo di Roma."
"E quel che fé da Varo infino a Reno,","Quello che ha fatto allora, dal Var fino al Reno,"
Isara vide ed Era e vide Senna,"L'Isère con la Loira e la Senna l'hanno visto,"
e ogne valle onde Rodano è pieno.,e tutti gli affluenti che ingrassano il Rodano.
Quel che fé poi ch'elli uscì di Ravenna,"E quello che fece poi, in partenza da Ravenna,"
"e saltò Rubicon, fu di tal volo,","passando il Rubicone, fu di un volo così ardito"
che nol seguiteria lingua né penna.,che la lingua e la penna hanno difficoltà a seguirlo.
"Inver' la Spagna rivolse lo stuolo,","Da parte della Spagna ha portato il suo sviluppo,"
"poi ver' Durazzo, e Farsalia percosse","poi contro Durazzo, colpendo così forte Farsale,"
sì ch'al Nil caldo si sentì del duolo.,che il Nilo infiammato fremeva di dolore.
"Antandro e Simeonta, onde si mosse,",Rivide l’Antandre con il Simois
rivide e là dov'Ettore si cuba;,"dove fu il suo primo nido, e la tomba di Ettore,"
e mal per Tolomeo poscia si scosse.,"Poi riprese il volo, abbattendo Tolomeo."
Da indi scese folgorando a Iuba;,"Cadendo come un fulmine, cadde su Juba,"
"onde si volse nel vostro occidente,","e verso il vostro occidente rialzò la sua ala,"
ove sentia la pompeana tuba.,Nel momento in cui Pompeo esplose la banda.
"Di quel che fé col baiulo seguente,","E tutto ciò che compie il prossimo porta-insegna,"
"Bruto con Cassio ne l'inferno latra,","Bruto e Cassio là, nell'Inferno, lo abbaiano,"
e Modena e Perugia fu dolente.,E Modena e Perugia ne hanno portato il lutto.
"Piangene ancor la trista Cleopatra,",Fece piangere anche la triste Cleopatra
"che, fuggendoli innanzi, dal colubro","che, fuggendo davanti a lui, chiedeva all'aspic"
la morte prese subitana e atra.,Una morte improvvisa e tenebrosa.
Con costui corse infino al lito rubro;,"Corse con lui fino alle onde vermiglie,"
"con costui puose il mondo in tanta pace,","e il mondo sotto di lui conobbe una tale pace,"
che fu serrato a Giano il suo delubro.,Si dovette chiudere la porta al tempio di Giano.
Ma ciò che 'l segno che parlar mi face,Ma ciò che lo stendardo che guida il mio discorso
fatto avea prima e poi era fatturo,"ha fatto in passato, quello che ha fatto in seguito"
"per lo regno mortal ch'a lui soggiace,","al regno mortale sottomesso al suo potere,"
"diventa in apparenza poco e scuro,","appare come oscuro e insignificante,"
se in mano al terzo Cesare si mira,se si vede di un cuore puro e di un occhio chiaroveggente
con occhio chiaro e con affetto puro;,ciò che fece nelle mani del terzo Cesare;
"ché la viva giustizia che mi spira,",perché il giudice eterno che detta le mie parole
"li concedette, in mano a quel ch'i' dico,","gli cedette, quando fu nella mano che io dissi,"
gloria di far vendetta a la sua ira.,l’onore della vendetta in cui la sua ira finì.
Or qui t'ammira in ciò ch'io ti replìco:,Ammiro ora quello che aggiungo qui:
poscia con Tito a far vendetta corse,"Più tardi, con Titus, corse per vendicarsi."
de la vendetta del peccato antico.,"vendetta, riscatto del nostro antico peccato."
E quando il dente longobardo morse,E quando il dente lombardo poi volle mordere
"la Santa Chiesa, sotto le sue ali","la Chiesa, fu lui che coprì dalla sua ala"
"Carlo Magno, vincendo, la soccorse.","Carlo Magno vincitore, che la venne a soccorrere."
Omai puoi giudicar di quei cotali,Ora puoi formulare un giudizio
"ch'io accusai di sopra e di lor falli,","su quelli che accusavo a volte e sui loro crimini,"
che son cagion di tutti vostri mali.,che di tutte le vostre disgrazie sono la causa principale.
L'uno al pubblico segno i gigli gialli,A volte si contrappone l’universale simbolo
"oppone, e l'altro appropria quello a parte,",ai gigli d'oro; se ne fa l'emblema di un partito;
sì ch'è forte a veder chi più si falli.,E non si vede bene quale sia il più colpevole.
"Faccian li Ghibellin, faccian lor arte","Che facciano i loro complotti, ma sotto un’altra"
"sott'altro segno, ché mal segue quello","i ghibellini; è male servire sotto di essa, insegna,"
sempre chi la giustizia e lui diparte;,E di tenerla così lontana dalla giustizia.
e non l'abbatta esto Carlo novello,"Che questo Charles nuovo, coadiuvato dai suoi Guelfi,"
"coi Guelfi suoi, ma tema de li artigli","non pensa di abbatterlo, e che teme la serra"
ch'a più alto leon trasser lo vello.,che tirò più di un pelo a più fieri leoni!
Molte fïate già pianser li figli,"Spesso, in passato, i bambini hanno pianto"
"per la colpa del padre, e non si creda","per colpa del padre, e che non si pensa più"
che Dio trasmuti l'armi per suoi gigli!,Dio potrebbe cambiare le sue armi per i gigli!
Questa picciola stella si correda,Questa piccola stella racchiude nel suo recinto
d'i buoni spirti che son stati attivi,Le menti virtuose che si sono adoperate
perché onore e fama li succeda:,a far sì che la gloria e l’onore sopravvivano loro;
"e quando li disiri poggian quivi,","e quando i desideri si propongono questo scopo,"
"sì disvïando, pur convien che i raggi",Questo cammino deviato fa solo dell’amore vero
del vero amore in sù poggin men vivi.,Il raggio sale al cielo con più lentezza.
Ma nel commensurar d'i nostri gaggi,"Ma questo è un altro aspetto del nostro stato felice,"
"col merto è parte di nostra letizia,","che questa uguaglianza di merito e di pegno,"
perché non li vedem minor né maggi.,che non li vogliono né più piccoli né più grandi.
Quindi addolcisce la viva giustizia,Il vigilante vivente modera nei nostri cuori
"in noi l'affetto sì, che non si puote","così bene il nostro desiderio, che non si può mai"
torcer già mai ad alcuna nequizia.,torcerlo nel senso di qualche iniquità.
Diverse voci fanno dolci note;,Diversità di voce rende la musica dolce:
così diversi scanni in nostra vita,Anche tra noi ci sono sedi diverse.
rendon dolce armonia tra queste rote.,produce nei nostri cieli una dolce armonia.
E dentro a la presente margarita,All'interno di questa margherita
"luce la luce di Romeo, di cui","brilla di grande splendore questo Romieu, il cui lavoro,"
fu l'ovra grande e bella mal gradita.,"Sebbene fosse grande e bello, fu mal ricompensato."
Ma i Provenzai che fecer contra lui,Ma tutti i provenzali che tramavano contro di lui
non hanno riso; e però mal cammina,"non ne hanno riso; quindi, male sceglie la sua strada"
qual si fa danno del ben fare altrui.,che paga con il male il bene fatto da un altro.
"Quattro figlie ebbe, e ciascuna reina,",Raymond Bérenger aveva avuto quattro figlie.
"Ramondo Beringhiere, e ciò li fece",che tutti hanno regnato: questo risultato è stato
"Romeo, persona umìle e peregrina.","L’opera di questo Romieu, modesto e senza genitori."
E poi il mosser le parole biece,"Gli intrighi, più tardi, di alcuni invidiosi"
"a dimandar ragione a questo giusto,","gli fecero chiedere conto a quel giusto,"
"che li assegnò sette e cinque per diece,","che gli restituì per dieci, sette e cinque alla volta."
indi partissi povero e vetusto;,"E se ne andò, vecchio e senza un soldo valoroso;"
e se 'l mondo sapesse il cor ch'elli ebbe,"se il mondo sapesse quello che aveva nel cuore,"
"mendicando sua vita a frusto a frusto,","quando dovette mendicare per un pezzo di pane,"
"assai lo loda, e più lo loderebbe”.","Anche se lo si affitta abbastanza, lo si affitta di più”."
