Original,Translate_IT_1
"Sì come l'ordine vuole ancora dal principio ritornando, dico che questa donna è quella donna dello 'ntelletto che Filosofia si chiama. Ma però che naturalmente le lode danno desiderio di conoscere la persona laudata; e conoscere la cosa sia sapere quello che ella è, in sé considerata e per tutte le sue cause, sì come dice lo Filosofo nel principio della Fisica; e ciò non dimostri lo nome, avegna che ciò significhi, sì come si dice nel quarto della Metafisica (dove si dice che la diffinizione è quella ragione che 'l nome significa), convienesi qui, prima che più oltre si proceda per le sue laude mostrare, dire che è questo che si chiama Filosofia, cioè quello che questo nome significa.","Ritornando all'inizio, come richiede il nostro piano, dichiaro che questa signora è la signora dell'intelletto, che si chiama Filosofia. Tuttavia, poiché la lode di qualcuno evoca naturalmente il desiderio di conoscere la persona lodata e di sapere qualcosa è quello di essere consapevoli di ciò che questa cosa è, considerato in sé e rispetto a tutte le cause, come dice il filosofo; e poiché ciò non può essere chiarito dal nome della cosa, anche se tale è ciò che il nome significa, come egli indica, dove dice che una definizione consiste del significato significato dal nome devo indicare qui, prima di continuare con le sue lodi, ciò che è che si chiama Filosofia, cioè, ciò che è che è significato da questo nome."
"E poi dimostrata essa, più efficacemente si tratterà la presente allegoria. E prima dirò chi questo nome prima diede; poi procederò alla sua significanza.","Una volta che ciò sarà stato chiarito, si raccoglierà un maggior beneficio dalla discussione sull'allegoria attuale. Prima di tutto indicherò chi ha coniato questo nome e poi ne spiegherò il significato."
"Dico adunque che anticamente in Italia, quasi dal principio della constituzione di Roma - che fu se[tte]cento cinquanta anni [innanzi, o] poco dal più al meno, che 'l Salvatore venisse, secondo che scrive Paulo Orosio -, nel tempo quasi che Numma Pompilio, secondo re delli Romani, vivea uno filosofo nobilissimo che si chiamò Pittagora. E che ello fosse in quel tempo, pare che ne tocchi alcuna cosa Tito Livio nella prima parte del suo volume incidentemente.","Dichiaro, quindi, che nell'antichità in Italia, poco dopo la fondazione di Roma, avvenuta circa 750 anni prima della venuta del nostro Salvatore, e all'incirca contemporanea con Numa Pompilio, secondo re dei Romani, visse un nobilissimo filosofo chiamato Pitagora. Prima del suo tempo le persone che seguivano la conoscenza erano chiamate non filosofi ma saggi,"
"E dinanzi da costui erano chiamati [li] seguitatori di scienza non filosofi ma sapienti, sì come furono quelli sette savi antichissimi che la gente ancora nomina per fama: lo primo delli quali ebbe nome Solon, lo secondo Chilon, lo terzo Periandro, lo quarto Cleobulo, lo quinto Li[n]dio, lo sesto Biante e lo settimo Prieneo.","come, per esempio, quei sette saggi di remota antichità la cui fama ha mantenuto i loro nomi in vita fino ad oggi: Solon, Chilon, Periander, Cleobulus, Lindius, Bias e Pirenus."
"Questo Pittagora, domandato se elli si riputava sapiente, negò a sé questo vocabulo e disse sé essere non sapiente, ma amatore di sapienza. E quinci nacque poi, ciascuno studioso in sapienza che fosse 'amatore di sapienza' chiamato, cioè 'filosofo'; ché tanto vale in greco 'philos' che a dire 'amore' in latino, e quindi dicemo noi 'philos' quasi amore, e 'sophia' quasi sapienza: onde 'philos' e 'sophia' tanto vale quanto 'amatore di sapienza'. Per che vedere si può che questi due vocabuli fanno questo nome di 'filosofo', che tanto vale a dire quanto 'amatore di sapienza'. Per che notar si puote che non d'arroganza ma d'umilitade è vocabulo.","Quando a Pitagora fu chiesto se si considerasse un uomo saggio, rifiutò di essere descritto da questo termine e si dichiarò non un uomo saggio ma un amante della saggezza. Da questo sorse l'usanza di chiamare chiunque dedito alla saggezza ""amante della saggezza,"" cioè ""filosofo,"" perché la parola greca ""filosofo"" è l'equivalente di ""amore"" nella nostra lingua e così diciamo ""filo"" che significa ""amore"" e ""sofia"" che significa ""sapienza."" È chiaro, allora, che queste due parole costituiscono un termine ""filosofo,"" che equivale a ""un amante della saggezza""; si può notare, quindi, che si tratta di un termine indicativo non di arroganza ma di umiltà."
"Da questo nasce lo vocabulo del suo propio atto, [cioè] Filosofia, sì come dello amico nasce lo vocabulo del suo propio atto, cioè Amicizia. Onde si può vedere, considerando la significanza del primo e del secondo vocabulo, che Filosofia non è altro che amistanza a sapienza o vero a sapere: onde in alcuno modo si può dicere catuno filosofo, secondo lo naturale amore che in ciascuno genera lo disiderio di sapere.","Da questo deriva la parola per l'attività propria di tale persona, filosofia, così come da ""amico"" viene la parola per l'attività propria di lui, cioè l'amicizia. È chiaro, quindi, dalla considerazione del significato di queste due parole che la filosofia non è altro che un amore di saggezza o di conoscenza; e così in un certo senso tutti possono essere chiamati ""filosofo"" a causa dell'amore naturale generato in tutti dal desiderio di conoscere."
"Ma però che l'essenziali passioni sono comuni a tutti, non si ragiona di quelle per vocabulo distinguente alcuno participante quella essenzia: onde non diciamo Gianni amico di Martino, intendendo solamente la naturale amistà significare per la quale tutti a tutti semo amici, ma l'amistà sopra la naturale generata, che è propia e distinta in singulari persone. Così non si dice filosofo alcuno per lo comune amore [al sapere].","Tuttavia, dal momento che le emozioni relative all'essenza dell'uomo sono comuni a tutta l'umanità, non ne parliamo con una parola che si distingue solo per alcuni di coloro che condividono questa essenza. Per esempio, non diciamo che Giovanni è amico di Martino quando intendiamo fare riferimento alla naturale amicizia che ci rende tutti amici di tutti gli altri uomini, ma lo facciamo quando ci riferiamo all'amicizia che sorge al di là dell'amicizia naturale ed è propria e distintiva di particolari individui. Non chiamiamo quindi qualcuno filosofo a causa dell'amore per la conoscenza che è comune a tutti."
"[N]ella 'ntenzione d'Aristotile nell'ottavo dell'Etica, quelli si dice amico la cui amistà non è celata alla persona amata e a cui la persona amata è anche amica, sì che la benivolenza sia da ogni parte; e questo conviene essere o per utilitade o per diletto o per onestade. E così, acciò che sia filosofo, conviene essere l'amore alla sapienza che fa l'una delle parti benivolente; conviene essere lo studio e la sollicitudine che fa l'altra parte anche benivolente; sì che familiaritade e manifestamento di benivolenza nasce tra loro. Per che sanza amore e sanza studio non si può dire filosofo, ma conviene che l'uno e l'altro sia.","Inoltre, secondo Aristotele, la parola amico designa qualcuno la cui amicizia non è nascosta alla persona che ama e alla quale la persona che ama è anche un amico, in modo che la buona volontà esista da entrambe le parti; e questo deve avvenire da motivi di guadagno, di piacere o di integrità. Di conseguenza, per essere un filosofo, ci deve essere amore per la saggezza, per cui la buona volontà esiste da una parte; ci deve essere devozione e cura, per cui la buona volontà è evocato dall'altra parte, in modo che sorge intimità e la dimostrazione di buona volontà tra i due. Così quando l'amore e la devozione non possono essere chiamati una persona filosofo: entrambi devono essere presenti."
"E sì come l'amistà per diletto fatta, o per utilitade, non è amistà vera ma per accidente, sì come l'Etica ne dimostra, così la filosofia per diletto o per utilitade non è vera filosofia ma per accidente. Onde non si dee dicere vero filosofo alcuno che per alcuno diletto colla sapienza in alcuna sua parte sia amico: sì come sono molti che si dilettano in intendere canzoni ed istudiare in quelle, e che si dilettano studiare in Rettorica o in Musica, e l'altre scienze fuggono e abandonano, che sono tutte membra di sapienza.","E proprio come l'amicizia che è motivata o dal piacere o dal guadagno non è veramente amicizia, ma è tale solo incidentalmente (come è dimostrato nell'etica), così anche la filosofia che è motivata dal piacere o dal guadagno non è veramente filosofia, ma è tale solo incidentalmente. Nessuno deve essere chiamato filosofo, allora, che per qualche piacere è amico di un aspetto o di un altro della saggezza, come sono molti coloro che si divertono ad ascoltare i canzoni e ad essere studenti di loro, o che si divertono ad essere studenti di Retorica o di Musica, mentre scrutano e trascurano le altre scienze, che fanno tutti parte della saggezza."
"Né si dee chiamare vero filosofo colui che è amico di sapienza per utilitade, sì come sono li legisti, medici e quasi tutti religiosi, che non per sapere studiano ma per acquistare moneta o dignitade; e chi desse loro quello che acquistare intendono, non sovrastarebbero allo studio. E sì come intra le spezie dell'amistà quella che per utilitade è meno amistà si può dicere, così questi cotali meno participano del nome del filosofo che alcuna altra gente.","Né merita di essere chiamato un vero filosofo che è amico di saggezza per il bene del guadagno, come lo sono gli avvocati, i medici e quasi tutti i religiosi, che studiano non per diventare saggi, ma per acquisire denaro o rango; se qualcuno per dare loro ciò che sono piegati ad acquistare, il loro studio cesserebbe immediatamente."
