Original,Translate_EN,Translate_IT_1
"I’ le dissi: «Ragion, or sie ciertana,","I said to her: “Reason, since Nature placed","Ho detto a lei: motivo, dal momento che la natura posto"
Po’ che Natura diletto vi mise,"delight in that labor, you may be sure","delizia in quel lavoro, si può essere sicuri"
"In quel lavoro, ched ella no ’l v’asise",that she did not put it there,che non l'ha messo lì
"Già per niente, ché non è sì vana,","for no reason at all, for she is not so foolish,","per nessuna ragione, perché non è così sciocca,"
"Ma per continuar la forma humana,",but in order that the human race continue;,ma affinché la razza umana continui;
"Sì vuol ch’uon si diletti   in tutte guise,","indeed, Nature wants man to take delight in many ways","Infatti, la Natura vuole che l'uomo si diverta in molti modi"
"Per volontier tornar a quelle asise,","in order to return gladly to these encounters,","per tornare volentieri a questi incontri,"
Ché ’n dilettando sua semenza grana.,for it’s through pleasure that his seed produces fruit.,che il suo seme produce frutto.
"Tu va’ diciendo ch’i’ no•mi diletti,","You keep saying that I should not take my pleasure,","Continui a dire che non dovrei prendermi il piacere,"
Mad i’ per me non posso già vedere,but I cannot for the life of me understand,ma non posso per la vita di me capire
Che sanza dilettar huon vi s’asetti,why anyone would undertake that labor,perché chiunque avrebbe intrapreso quel lavoro
"A quel lavoro, per ch’io ferm’ò volere:","without pleasure; thus, I am resolute in my desire.","senza piacere; così, io sono risoluto nel mio desiderio."
Di dilettar col Fior no•me ne gietti.,Don’t dissuade me from taking pleasure with the Flower!,Don't mi dissuade dal prendermi piacere con il Fiore!
Faccia Dio po’ del Fiore su’ piaciere!».,Then let God do what he wishes with the Flower!”,Allora lascia che Dio faccia quello che vuole con il Fiore!
