Original,Translate_IT
Forse semilia miglia di lontano,"Forse seimila miglia da noi,"
"ci ferve l'ora sesta, e questo mondo","la sesta ora brucia, e ora il nostro mondo inclina"
"china già l'ombra quasi al letto piano,","la sua ombra verso un letto quasi pianeggiante,"
"quando 'l mezzo del cielo, a noi profondo,",in modo che l'estensione del cielo in alto
"comincia a farsi tal, ch'alcuna stella","comincia ad alterare così, che alcune stelle sono"
perde il parere infino a questo fondo;,non essere più visto dalla nostra terra profonda;
e come vien la chiarissima ancella,e come la più luminosa serva del sole
"del sol più oltre, così 'l ciel si chiude","Avanzate, il cielo si spegne, uno per uno,"
di vista in vista infino a la più bella.,"le sue luci, finché il più bello non se ne sarà andato."
Non altrimenti il trïunfo che lude,Così ha fatto il trionfo che gioca per sempre
"sempre dintorno al punto che mi vinse,",intorno al Punto che mi ha superato (Point
"parendo inchiuso da quel ch'elli 'nchiude,",che sembra racchiuso da ciò che racchiude)
a poco a poco al mio veder si stinse:,"svanisce gradualmente dalla mia vista, in modo che"
per che tornar con li occhi a Bëatrice,non vedendo nient'altro-e l'amore-completato
nulla vedere e amor mi costrinse.,i miei occhi per tornare a Beatrice.
Se quanto infino a qui di lei si dice,Se ciò che è stato detto di lei finora
"fosse conchiuso tutto in una loda,","erano tutti contenuti in una sola lode,"
poca sarebbe a fornir questa vice.,Sarebbe troppo poco per servirmi ora.
La bellezza ch'io vidi si trasmoda,La bellezza che ho visto superava non solo
"non pur di là da noi, ma certo io credo","la nostra misura umana-e penso che, sicuramente,"
che solo il suo fattor tutta la goda.,solo il suo Creatore può godere appieno.
Da questo passo vinto mi concedo,Mi arrendo: sono sconfitto in questo passaggio
più che già mai da punto di suo tema,più di un fumetto o di un poeta tragico
soprato fosse comico o tragedo:,è mai stato da una barriera nel suo tema;
"ché, come sole in viso che più trema,","come il sole che colpisce gli occhi più fragili,"
così lo rimembrar del dolce riso,così fa il ricordo del suo dolce sorriso
la mente mia da me medesmo scema.,privarmi dell'uso della mia mente.
Dal primo giorno ch'i' vidi il suo viso,"Da quel primo giorno in cui, in questa vita, vidi"
"in questa vita, infino a questa vista,","il suo viso, finché non ho avuto questa visione, no"
non m'è il seguire al mio cantar preciso;,"cosa mai tagliare la sequenza della mia canzone,"
ma or convien che mio seguir desista,"ma ora devo desistere da questo inseguimento,"
"più dietro a sua bellezza, poetando,","nei versi, della sua amorevolezza, come"
come a l'ultimo suo ciascuno artista.,ogni artista che ha raggiunto il suo limite deve.
Cotal qual io la lascio a maggior bando,"Così lei, nella bellezza (come la lascio a"
"che quel de la mia tuba, che deduce","un araldo più grande della mia tromba,"
"l'ardüa sua matera terminando,","che si avvicina alla fine del suo tema duro), con voce"
con atto e voce di spedito duce,"e portatrice di una guida il cui lavoro è compiuto,"
ricominciò: “Noi siamo usciti fore,"riprese: ""Dalla sfera più grande della materia,"
del maggior corpo al ciel ch'è pura luce:,"ora siamo giunti al cielo di luce pura,"
"luce intellettüal, piena d'amore;","luce dell'intelletto, luce piena d'amore,"
"amor di vero ben, pien di letizia;","amore del vero bene, amore pieno di felicità,"
letizia che trascende ogne dolzore.,una felicità che supera ogni dolcezza.
Qui vederai l'una e l'altra milizia,Qui vedrete entrambe le fila del Paradiso
"di paradiso, e l'una in quelli aspetti",e vedere uno di loro indossare quello stesso aspetto
che tu vedrai a l'ultima giustizia”.,"che vedrete di nuovo nel Giorno del Giudizio."""
Come sùbito lampo che discetti,Come fulmini improvvisi che spargono gli spiriti
"li spiriti visivi, sì che priva",di vista in modo che l'occhio sia troppo debole
"da l'atto l'occhio di più forti obietti,","di agire su altre cose che percepirebbe,"
"così mi circunfulse luce viva,","tale era la luce vivente che mi circondava,"
e lasciommi fasciato di tal velo,lasciandomi così avvolto dal suo velo
"del suo fulgor, che nulla m'appariva.",di splendore che non riuscivo a vedere nulla.
“Sempre l'amor che queta questo cielo,"""L'amore che calma questo cielo sempre accoglie"
"accoglie in sé con sì fatta salute,","in se stesso con un tale saluto,"
per far disposto a sua fiamma il candelo”.,"per preparare la candela alla sua fiamma."""
Non fur più tosto dentro a me venute,Non prima che queste poche parole mi entrassero
"queste parole brievi, ch'io compresi",di quanto mi rendessi conto che stavo crescendo
me sormontar di sopr'a mia virtute;,al di là del potere che era mio;
e di novella vista mi raccesi,"nuova visione mi ha acceso di nuovo, che anche"
"tale, che nulla luce è tanto mera,",la luce più pura non sarebbe stata così luminosa
che li occhi miei non si fosser difesi;,"per sconfiggere i miei occhi, rinnegare la mia vista,"
e vidi lume in forma di rivera,e ho visto una luce che prendeva la forma di un fiume...
"fulvido di fulgore, intra due rive","luce lampeggiante, rosso-oro, tra due banche"
dipinte di mirabil primavera.,dipinto con meravigliose fioriture primaverili.
"Di tal fiumana uscian faville vive,","Fuori da quel torrente uscirono scintille viventi,"
"e d'ogne parte si mettien ne' fiori,","che si stabilirono sui fiori su tutti i lati,"
quasi rubin che oro circunscrive;,"come rubini in oro; e poi, come se"
"poi, come inebrïate da li odori,","inebriati dagli odori,"
"riprofondavan sé nel miro gurge,",di nuovo immerso nell'incredibile alluvione:
"e s'una intrava, un'altra n'uscia fori.","mentre una scintilla affondò, un'altra scintilla emerse."
"“L'alto disio che mo t'infiamma e urge,","""L'alto desiderio che ora infiamma, incita,"
"d'aver notizia di ciò che tu vei,","per afferrare mentalmente le cose che vedi,"
tanto mi piace più quanto più turge;,"mi piace di più come si gonfia di più; ma prima,"
ma di quest'acqua convien che tu bei,"perché tu possa saziare la tua grande sete,"
prima che tanta sete in te si sazi”:,"devi bere queste acque."" Così fece lei"
così mi disse il sol de li occhi miei.,che è il sole dei miei occhi parlami.
Anche soggiunse: “Il fiume e li topazi,"Ha aggiunto: ""Il fiume e le gemme"
ch'entrano ed escono e 'l rider de l'erbe,"di topazio che entra e se ne va, e"
son di lor vero umbriferi prefazi.,le erbe' risate-queste sono ombreggianti
Non che da sé sian queste cose acerbe;,prefazione della loro verità; non che queste cose
"ma è difetto da la parte tua,",manca in se stessi; il difetto è la menzogna
che non hai viste ancor tanto superbe”.,"in te, il cui sguardo non è ancora così sublime."""
Non è fantin che sì sùbito rua,Nessun bambino che si sveglia molto dopo la sua
"col volto verso il latte, se si svegli",l'ora solita voltava la faccia verso il latte
"molto tardato da l'usanza sua,",non appena mi sono affrettato verso quel torrente;
"come fec'io, per far migliori spegli","per rendere ancora più sottili gli specchi dei miei occhi,"
"ancor de li occhi, chinandomi a l'onda",Mi chini verso le acque che scorrevano lì
che si deriva perché vi s'immegli;,"perché noi, in loro, possiamo trovare il nostro miglioramento."
e sì come di lei bevve la gronda,"Ma mentre le mie palpebre orgono di quell'onda,"
"de le palpebre mie, così mi parve",mi sembrava che avesse cambiato la sua forma:
di sua lunghezza divenuta tonda.,"non più dritto, quel flusso ora ha formato un giro."
"Poi, come gente stata sotto larve,","Poi, proprio come i mascheroni, quando si mettono da parte"
"che pare altro che prima, se si sveste","le somiglianze prese in prestito in cui si nascondono,"
"la sembianza non süa in che disparve,","sembrano essere diversi da prima,"
così mi si cambiaro in maggior feste,"così furono trasformati i fiori e le scintille,"
"li fiori e le faville, sì ch'io vidi",cambiando a tale festa prima di me
ambo le corti del ciel manifeste.,che ho visto entrambe le corti del Cielo.
"O isplendor di Dio, per cu' io vidi","O splendore di Dio, attraverso il quale vidi"
"l'alto trïunfo del regno verace,","il nobile trionfo del vero regno,"
dammi virtù a dir com'ïo il vidi!,a me il potere di parlare di ciò che ho visto!
Lume è là sù che visibile face,"Sopra, in alto, c'è una luce che fa"
lo creatore a quella creatura,apparente il Creatore alla creatura.
che solo in lui vedere ha la sua pace.,la cui sola pace sta nel vederlo.
"E' si distende in circular figura,",La forma che quella luce prende mentre si espande
in tanto che la sua circunferenza,"è circolare, e la sua circonferenza"
sarebbe al sol troppo larga cintura.,Sarebbe una cintura troppo grande per il sole.
Fassi di raggio tutta sua parvenza,Tutto ciò che si vede di esso deriva da uno
"reflesso al sommo del mobile primo,",raggi di luce riflessa dalla sommità del
che prende quindi vivere e potenza.,"il Primum Mobile, da cui trae"
E come clivo in acqua di suo imo,potere e vita. E come una collina si specchia
"si specchia, quasi per vedersi addorno,","nelle acque alla sua base, come per vedere"
"quando è nel verde e ne' fioretti opimo,","quando è ricco di erba e fiori,"
"sì, soprastando al lume intorno intorno,","così, in mille livelli che torreggiavano sopra"
vidi specchiarsi in più di mille soglie,"la luce, circondandola, l'ho vista, specchiata,"
quanto di noi là sù fatto ha ritorno.,tutti noi che abbiamo vinto il ritorno sopra.
E se l'infimo grado in sé raccoglie,E se il più basso grado ingathers tale
"sì grande lume, quanta è la larghezza","grande luce, allora che cosa deve essere la misura di"
di questa rosa ne l'estreme foglie!,questa Rosa dove ha raggiunto le sue foglie più alte!
La vista mia ne l'ampio e ne l'altezza,All'interno di quella larghezza e altezza non ho trovato
