Original,Translate_IT
Avvegna che la subitana fuga,Vedendo sparpagliarsi attraverso la campagna
"dispergesse color per la campagna,","tutto questo mondo assemblato, nella sua fuga sperduta,"
"rivolti al monte ove ragion ne fruga,","e correre verso il monte delle giuste penitenze,"
i' mi ristrinsi a la fida compagna:,Mi sono unito più forte al mio compagno.
e come sare' io sanza lui corso?,Come avrei potuto correre senza di lui?
chi m'avria tratto su per la montagna?,Chi poteva dirigere i miei passi sulla montagna?
El mi parea da sé stesso rimorso:,Egli stesso sembrava rimproverarsi;
"o dignitosa coscïenza e netta,","perché per te, delicata e pura coscienza,"
come t'è picciol fallo amaro morso!,La colpa più lieve è un amaro rimorso.
"Quando li piedi suoi lasciar la fretta,","Rallenta finalmente il suo cammino, perché la fretta"
"che l'onestade ad ogn'atto dismaga,",offusca la dignità di tutti i nostri movimenti;
"la mente mia, che prima era ristretta,","e lo spirito, fino ad allora contento di poco,"
"lo 'ntento rallargò, sì come vaga,",Sentiva la sete di conoscere
e diedi 'l viso mio incontr'al poggio,e mi fece volgere lo sguardo verso la cima
che 'nverso 'l ciel più alto si dislaga.,che slancia le acque verso il cielo più alto.
"Lo sol, che dietro fiammeggiava roggio,","Il sole, che brillava ardente come la brace,"
"rotto m'era dinanzi a la figura,","era stato interrotto davanti a me dal mio corpo,"
ch'avëa in me de' suoi raggi l'appoggio.,il cui raggio veniva a delineare i contorni:
Io mi volsi dallato con paura,"ma all’improvviso mi voltai, presi da timore,"
"d'essere abbandonato, quand'io vidi","Credendo di essere solo, visto che"
solo dinanzi a me la terra oscura;,La mia unica ombra annerisce il suolo davanti ai miei passi.
"e 'l mio conforto: “Perché pur diffidi?”,",“Che cosa temi questa volta? Allora cominciò a dire
a dir mi cominciò tutto rivolto;,"colui che mi consola, rivolgendosi a me;"
“non credi tu me teco e ch'io ti guidi?,Non sono sempre qui per guidarti?
Vespero è già colà dov'è sepolto,La stella del pastore brilla già sulla tomba
lo corpo dentro al quale io facea ombra;,"del corpo con il quale, una volta, ho fatto ombra"
"Napoli l'ha, e da Brandizio è tolto.",e che da Brindisi si fece portare a Napoli.
"Ora, se innanzi a me nulla s'aombra,","Se ora non si proietta davanti a me nulla,"
non ti maravigliar più che d'i cieli,"non essere più sorpreso che osservare i cieli,"
che l'uno a l'altro raggio non ingombra.,Uno dei quali non ferma la luce degli altri.
"A sofferir tormenti, caldi e geli",Perché il volere divino fa sì che i nostri corpi siano adatti
simili corpi la Virtù dispone,"a soffrire i tormenti e il caldo e il freddo,"
"che, come fa, non vuol ch'a noi si sveli.",senza permettere che si sappia come ci riesce.
Matto è chi spera che nostra ragione,"Beh, fol è colui che crede che la nostra mente"
possa trascorrer la infinita via,può comprendere e cogliere i sentieri infiniti
che tiene una sustanza in tre persone.,dell'unica sostanza unita a tre persone.
"State contenti, umana gente, al quia;","Contenti, mortali, del più semplice quia;"
"ché, se potuto aveste veder tutto,","perché se aveste potuto conoscere e conoscere tutto,"
mestier non era parturir Maria;,Non sarebbe stato necessario che Maria partorisse;
e disïar vedeste sanza frutto,"e avete visto che la ricerca è vana,"
"tai che sarebbe lor disio quetato,","di alcuni la cui invidia sarebbe stata soddisfatta,"
ch'etternalmente è dato lor per lutto:,che serve loro di sofferenza senza fine.
io dico d'Aristotile e di Plato,Platone come Aristotele.
"e di molt'altri”; e qui chinò la fronte,","e molti altri incorniciati. » Piegando la sua fronte pensierosa,"
"e più non disse, e rimase turbato.",In questo modo pose fine al suo discorso.
Noi divenimmo intanto a piè del monte;,"Eravamo arrivati ai piedi della montagna,"
"quivi trovammo la roccia sì erta,","ma non si poteva vedere che una roccia così scabrosa,"
che 'ndarno vi sarien le gambe pronte.,che invano si pretenderebbe di scalarla a piedi.
"Tra Lerice e Turbìa la più diserta,","Andando da La Turbide a Lerici, l'abisso"
"la più rotta ruina è una scala,",Il più invalicabile è in confronto
"verso di quella, agevole e aperta.",una scala comoda e più che confortevole.
"“Or chi sa da qual man la costa cala”,",“Chi potrebbe dirci da che parte sta il pendio?
"disse 'l maestro mio fermando 'l passo,","si abbassa, disse allora il mio padrone fermandosi,"
“sì che possa salir chi va sanz'ala?”.,perché vi possa salire colui che non ha ali?».
E mentre ch'e' tenendo 'l viso basso,"Mentre stava in piedi con il volto abbassato,"
"essaminava del cammin la mente,","Supponendo in silenzio un cammino da scegliere,"
"e io mirava suso intorno al sasso,","e che io esplori le altezze dello sguardo,"
