Original,Translate_IT
Di nova pena mi conven far versi,"Di strano nuovo dolore ora devo fare il mio verso,"
e dar matera al ventesimo canto,dando materia al canto numerato venti
"de la prima canzon, ch'è d'i sommersi.","di questo primo canzone, che racconta di quelli sommersi."
Io era già disposto tutto quanto,Ormai ero tutto ansioso di vedere
"a riguardar ne lo scoperto fondo,","ciò che vede l'abisso, bagnato dalle lacrime"
che si bagnava d'angoscioso pianto;,"di angoscia, avrebbe rivelato."
e vidi gente per lo vallon tondo,Ho visto la gente arrivare lungo quel canyon ricurvo
"venir, tacendo e lagrimando, al passo","in silenzio, piangendo, il loro ritmo il ritmo di lento"
che fanno le letane in questo mondo.,processioni che cantano litanie nel mondo.
"Come 'l viso mi scese in lor più basso,","Mentre il mio sguardo scendeva lungo le loro forme,"
mirabilmente apparve esser travolto,Ho visto in che strane contorsioni
"ciascun tra 'l mento e 'l principio del casso,",Avevano il mento e il petto attorcigliati.
"ché da le reni era tornato 'l volto,",I loro volti erano invertiti sulle loro spalle
"e in dietro venir li convenia,","perché camminassero all'indietro,"
perché 'l veder dinanzi era lor tolto.,poiché vedere in avanti è stato loro negato.
Forse per forza già di parlasia,Forse un po' di tempo per un colpo di paralisi
si travolse così alcun del tutto;,"una persona potrebbe essere contorta in questo modo,"
"ma io nol vidi, né credo che sia.","Ma non l'ho visto, ne' credo sia probabile."
"Se Dio ti lasci, lettor, prender frutto","Reader, così che Dio ti permetta di raccogliere i frutti"
"di tua lezione, or pensa per te stesso","leggendo questo, immaginate, se potete,"
"com'io potea tener lo viso asciutto,",come avrei potuto evitare di piangere
quando la nostra imagine di presso,"quando ho visto, da vicino, la nostra somiglianza umana"
"vidi sì torta, che 'l pianto de li occhi",così contorte che lacrime dai loro occhi
le natiche bagnava per lo fesso.,"Gli hanno fatto cadere le natiche, giu' nella fessura."
"Certo io piangea, poggiato a un de' rocchi","Sì, ho pianto, appoggiato su uno sperone"
"del duro scoglio, sì che la mia scorta","della ruvida falesia, in modo che la mia escort disse:"
mi disse: “Ancor se' tu de li altri sciocchi?,Sei ancora stupido come il resto?
Qui vive la pietà quand'è ben morta;,Qui la pietà vive quando la pietà è morta.
chi è più scellerato che colui,Chi è più empio di chi pensa
che al giudicio divin passion comporta?,che Dio porta passione al Suo giudizio?
"Drizza la testa, drizza, e vedi a cui","Alza la testa, alzala e guardalo."
s'aperse a li occhi d'i Teban la terra;,sotto i cui piedi la terra si spalancava
"per ch'ei gridavan tutti: ""Dove rui,",in vista di tutti i tebani urlanti:
"Anfïarao? perché lasci la guerra?"".","""Dove stai andando, Amphiaraus?"
E non restò di ruinare a valle,"non hai lasciato la guerra?"" Né ha fermato il suo tuffo"
fino a Minòs che ciascheduno afferra.,"finché non cadde a Minosse, che afferra tutti."
Mira c'ha fatto petto de le spalle;,Vediamo come le sue lame sono ora il suo petto.
"perché volse veder troppo davante,",Perché aspirava a vedere troppo avanti
di retro guarda e fa retroso calle.,Guarda dietro e segue un sentiero all'indietro.
"Vedi Tiresia, che mutò sembiante","'Vedi Tiresias, che ha cambiato la sua somiglianza"
"quando di maschio femmina divenne,","quando fu trasformato da maschio a femmina,"
cangiandosi le membra tutte quante;,trasformato in ogni membro.
"e prima, poi, ribatter li convenne",'Più tardi ha dovuto toccare ancora una volta
"li duo serpenti avvolti, con la verga,",i due serpenti gemellati con la sua verga
che rïavesse le maschili penne.,prima che potesse riguadagnare i suoi pennacchi virili.
"Aronta è quel ch'al ventre li s'atterga,",Colui che appoggia la pancia a quella e' Aruns.
"che ne' monti di Luni, dove ronca","Sulle colline di Luni - dove i Carraresi,"
"lo Carrarese che di sotto alberga,","che si rifugiano nella valle, lavorano la terra,"
ebbe tra ' bianchi marmi la spelonca,"Viveva in una caverna in quel marmo bianco,"
per sua dimora; onde a guardar le stelle,da cui poteva osservare il mare e le stelle
e 'l mar non li era la veduta tronca.,in una prospettiva ampia e sconfinata.
"E quella che ricuopre le mammelle,","""E quella donna le cui trecce arretrate"
"che tu non vedi, con le trecce sciolte,","cadere sui suoi seni in modo che siano nascosti,"
"e ha di là ogne pilosa pelle,","e ha le sue parti pelose sullo stesso lato,"
"Manto fu, che cercò per terre molte;","'Era Manto, che ha cercato in molte terre"
poscia si puose là dove nacqu'io;,prima che si stabilisse nel luogo in cui sono nato...
onde un poco mi piace che m'ascolte.,Per un attimo ascoltami.
Poscia che 'l padre suo di vita uscìo,Dopo che suo padre si era separato da questa vita
"e venne serva la città di Baco,","e la città di Bacco fu schiava,"
questa gran tempo per lo mondo gio.,Ha vagato per un po' per il mondo.
"Suso in Italia bella giace un laco,","Alto in Italia fiera, ai piedi delle Alpi"
a piè de l'Alpe che serra Lamagna,"che formano un confine con la Germania vicino al Tirolo,"
"sovra Tiralli, c'ha nome Benaco.",giace un lago che chiamano Benàco.
"Per mille fonti, credo, e più si bagna","'Di mille sorgenti e di più, credo,"
tra Garda e Val Camonica e Pennino,"la regione tra Garda, Val Camonica e Pennino"
de l'acqua che nel detto laco stagna.,è bagnato da acque che si depositano in quel lago.
Loco è nel mezzo là dove 'l trentino,'C'è un'isola nel suo mezzo
pastore e quel di Brescia e 'l veronese,"che i pastori di Trento, Brescia e Verona,"
"segnar poria, s'e' fesse quel cammino.","se passassero da quella parte, benedirebbero."
"Siede Peschiera, bello e forte arnese","Peschiera, forte e splendida fortezza"
"da fronteggiar Bresciani e Bergamaschi,","contro i Bresciani e i Bergamesi,"
