Original,Translate_IT
"Quel sol che pria d'amor mi scaldò 'l petto,",Quel sole il cui amore un tempo bruciava il mio cuore
"di bella verità m'avea scoverto,",Così mi aveva mostrato il pro e il contro.
"provando e riprovando, il dolce aspetto;",il volto incantato delle belle verità;
"e io, per confessar corretto e certo","e io, per confessare che ero convinto"
"me stesso, tanto quanto si convenne","e tratto dall’errore, come si convieneva,"
leva' il capo a proferer più erto;,alzai la testa e volli parlargli;
ma visïone apparve che ritenne,"ma mi apparve una visione, che all’improvviso"
"a sé me tanto stretto, per vedersi,","si impadronisce dello spirito, in questo modo"
che di mia confession non mi sovvenne.,Di confessarmi non avevo più memoria.
"Quali per vetri trasparenti e tersi,",Come nel cristallo trasparente e lucidato
"o ver per acque nitide e tranquille,","o nell'onda immobile e chiara come lui,"
"non sì profonde che i fondi sien persi,","ma la cui profondità non nasconde il fondo,"
tornan d'i nostri visi le postille,il viso e i tratti si lasciano riflettere
"debili sì, che perla in bianca fronte","così confuso e così sfocato, che su una fronte di neve"
non vien men forte a le nostre pupille;,"si distinguerebbe meglio il bianco da una perla,"
tali vid'io più facce a parlar pronte;,"così, pronti a parlarmi, vidi dei volti,"
per ch'io dentro a l'error contrario corsi,Il che mi ha fatto cadere in un errore contrario.
a quel ch'accese amor tra l'omo e 'l fonte.,l'errore di quell'uomo innamorato delle fontane.
"Sùbito sì com'io di lor m'accorsi,","Non appena li ho visti,"
"quelle stimando specchiati sembianti,","Credendo che la loro immagine fosse un puro riflesso,"
"per veder di cui fosser, li occhi torsi;","voltai lo sguardo, volendo cercare la sua fonte;"
"e nulla vidi, e ritorsili avanti","ma non avendo trovato nulla, ho rimandato gli occhi"
"dritti nel lume de la dolce guida,","dritto nello stesso bagliore che bruciava, sorridendo,"
"che, sorridendo, ardea ne li occhi santi.",nello sguardo sacro della mia dolcissima guida.
"“Non ti maravigliar perch'io sorrida”,","“Non stupirti, se mi vedi sorridere:"
"mi disse, “appresso il tuo püeril coto,","il tuo pensiero infantile, dice, ne è la causa;"
"poi sopra 'l vero ancor lo piè non fida,",il tuo piede non ha trovato il suolo della verità
"ma te rivolve, come suole, a vòto:","e, naturalmente, torni a mani vuote:"
"vere sustanze son ciò che tu vedi,","quelli che vedi là sono sostanze vere,"
qui rilegate per manco di voto.,che si relega qui per mancanza di voti.
Però parla con esse e odi e credi;,"Parla loro, se vuoi, ascoltali, credili,"
ché la verace luce che le appaga,perché lo splendore del vero che fa tutta la loro gioia
