Original,Translate_EN,Translate_IT_1
"«Ragion, tu sì mi fai largha proferta","“Reason, you make me such a generous offer",Mi fai un'offerta cosi' generosa.
"Del tu’ amor,  e di te,  ma i’ son dato","of your love and yourself, but I am totally","del tuo amore e di te stesso, ma io sono totalmente"
"Del tutto al Fior,   il qual non fia canbiato","committed to the Flower, which I will not exchange","devoto al Fiore, che non cambierò"
"Per me ad altr’amor,   di ciò sie cierta.",for another love: of this you may be certain.,per un altro amore: di questo si può essere certi.
"Né non ti vo’ parlar sotto coverta,",Nor do I want to speak with you in unclear terms:,Né voglio parlare con voi in termini poco chiari:
"Ché, s’i’ mi fosse al tutto a•tte gradato,","if I were everything you wanted,","Se fossi tutto quello che volevi,"
"Ciertana sie ch’i’ ti verre’ fallato,","then you may be sure that I would not be loyal to you,","allora potrai essere sicuro che non ti sarei fedele,"
"Che ch’i’ dovesse aver, o prode o perta.","no matter what I would have in return, either gain or loss.","qualunque cosa avrei in cambio, o guadagno o perdita."
"Allora avre’ fallato   a•llui e te,","Then I would have deceived both him and you,","Allora avrei ingannato sia lui che te,"
"E sì sarei provato   traditore,","and I would be a traitor for sure,","e sarei sicuramente un traditore,"
Ched i’ gli ò fatto saramento e fé.,because I swore and pledged him loyalty.,Perche' gli ho giurato e gli ho promesso lealta'.
"Di questo fatto non far più sentore,","Of this matter don’t say another word,","Di questa materia non dire un'altra parola,"
"Ché ’l Die d’Amor   m’à•ssì leghato   a•ssé,",because the God of Love has so bound me to him,perché il Dio dell'Amore mi ha così legato a Lui
Che•tte non pregio e lui tengo a Signiore».,that you I value very little and him I consider as my lord.”,che voi ho valore molto poco e lui che considero come il mio signore.
