Original,Translate_EN,Translate_IT_1
"Vergognia mise allor man a la spada,",Modesty then took her sword in hand,Modestà poi preso la sua spada in mano
E sì se ne vien dritta ver’ Diletto.,and advances toward Delight.,e avanza verso la Delizia.
"Inmantenente lo scudo ebe al petto,",Immediately she held the shield close to her breast,Subito tenne lo scudo vicino al suo seno
"E disse: «Come vuole andar, sì vada,","and said: “May it go as it must go,","e disse: ""Possa andare come deve andare,"
"Chéd i’ te pur farò votar la strada,","for either I’ll make you leave the field,","per l'uno e l'altro ti costringe a lasciare il campo,"
O tu farai di piana terra letto!».,or you’ll make your bed on the ground.”,o fai il tuo letto a terra.
"Allor lo fie’ co•molto gran dispetto,","Then she strikes him with great anger,","Poi lo colpì di grande ira,"
"Come colei, c’a uciderlo bada:",as one intent on killing him;,come uno intento di ucciderlo;
"Sì che l’uccide giù tutto stenduto,",she sent him sprawling on the ground,L'ha mandato a spalancarsi per terra.
E sì li avrebe fesso insino a’ denti.,and would have split him to his teeth;,e l'avrebbe spaccato fino ai denti;
"Ma quando Ben-Cielar l’ebe veduto,","but when Well-Hidden had seen this,","Ma quando Ben-Nascosto aveva visto questo,"
"Perciò ch’egli eran distretti parenti,","since they were close relatives,","da quando erano parenti stretti,"
Inmantenente sì gli fecie aiuto.,he immediately went to his aid.,immediatamente è andato in suo aiuto.
Vergognia disse: «I’ vi farò dolenti!».,Modesty said: “I’ll make both of you sorry.”,Modesty ha detto: Il fatto di fare entrambi dispiaciuto.
