Original,Translate_IT
"Quel sol che pria d'amor mi scaldò 'l petto,",Quel sole che prima mi ha riscaldato il seno con amore
"di bella verità m'avea scoverto,","era ora rivelato, con prova e confutazione,"
"provando e riprovando, il dolce aspetto;",le caratteristiche dolci e adorabili della verità.
"e io, per confessar corretto e certo",Per confessare me stesso corretto e convinto
"me stesso, tanto quanto si convenne",Ho alzato la testa non più in alto
leva' il capo a proferer più erto;,"piuttosto che dirlo richiesto,"
ma visïone apparve che ritenne,ma poi apparve una vista
"a sé me tanto stretto, per vedersi,",che così ha attirato la mia attenzione
che di mia confession non mi sovvenne.,Che la mia confessione e' sfuggita di mente in fretta.
"Quali per vetri trasparenti e tersi,",Come attraverso il vetro trasparente e trasparente
"o ver per acque nitide e tranquille,","o attraverso acqua ferma e limpida,"
"non sì profonde che i fondi sien persi,","non così profondo che il suo letto è perso dalla vista,"
tornan d'i nostri visi le postille,i contorni dei nostri volti sono restituiti
"debili sì, che perla in bianca fronte",così debole una perla su una fronte pallida
non vien men forte a le nostre pupille;,"non viene meno chiaramente ai nostri occhi,"
tali vid'io più facce a parlar pronte;,"Ho visto molti volti così desiderosi di parlare,"
per ch'io dentro a l'error contrario corsi,in cui sono caduto nell'errore opposto a quello
a quel ch'accese amor tra l'omo e 'l fonte.,che infiammava un uomo per amare una fontana.
"Sùbito sì com'io di lor m'accorsi,","Appena ne sono venuto a conoscenza,"
"quelle stimando specchiati sembianti,","credendo che siano riflessi,"
"per veder di cui fosser, li occhi torsi;",Mi sono girato per vedere da chi erano venuti.
"e nulla vidi, e ritorsili avanti","e, non vedendo nulla, ritornai il mio sguardo"
"dritti nel lume de la dolce guida,","alla luce della mia dolce guida,"
"che, sorridendo, ardea ne li occhi santi.",i cui santi occhi brillavano mentre sorrideva.
"“Non ti maravigliar perch'io sorrida”,","- Non sorprenderti - disse, - se sto sorridendo"
"mi disse, “appresso il tuo püeril coto,","ai tuoi pensieri infantili, dal momento che non hanno ancora fiducia"
"poi sopra 'l vero ancor lo piè non fida,","i loro passi verso la verità, ma ti ritraggono,"
"ma te rivolve, come suole, a vòto:","'come è la loro usanza, verso il vuoto."
"vere sustanze son ciò che tu vedi,","Questi sono esseri reali che vedete,"
qui rilegate per manco di voto.,ha assegnato questo posto per aver fallito nei loro voti.
Però parla con esse e odi e credi;,"'Perciò parla con loro, ascolta e credi,"
ché la verace luce che le appaga,per la vera luce che porta loro la pace
da sé non lascia lor torcer li piedi”.,"non permette che i loro passi si smarriscano."""
E io a l'ombra che parea più vaga,"E, rivolgendomi all'ombra"
"di ragionar, drizza'mi, e cominciai,","che sembrava più desideroso di parlare, ho cominciato,"
quasi com'uom cui troppa voglia smaga:,come un uomo confuso da un eccessivo zelo:
"“O ben creato spirito, che a' rai","'O spirito fatto per la beatitudine, che tra le travi"
di vita etterna la dolcezza senti,di vita eterna assapora la dolcezza
"che, non gustata, non s'intende mai,","che, senza gusto, non può essere compreso,"
grazïoso mi fia se mi contenti,Lo prendero' come una gentilezza se mi condividerai con me.
del nome tuo e de la vostra sorte”.,"il tuo nome e il tuo sacco, e tutti gli altri qui."""
"Ond'ella, pronta e con occhi ridenti:","Poi lei, ansiosa e con gli occhi sorridenti:"
“La nostra carità non serra porte,"Il nostro amore non chiude le porte contro la volontà giusta,"
"a giusta voglia, se non come quella","più di quanto l'amore di Dio, che vuole"
che vuol simile a sé tutta sua corte.,che tutta la Sua corte sia come Lui stesso.
I' fui nel mondo vergine sorella;,Nel mondo ero una sorella vergine.
"e se la mente tua ben sé riguarda,","Se perquisisci la tua memoria,"
