Original,Translate_IT_1
"Faccendomi dunque dalla prima parte, che [per] proemio di questa canzone fu ordinata, dico che dividere in tre parti si conviene. Ché prima si tocca la ineffabile condizione di questo tema; secondamente si narra la mia insufficienza a questo perfettamente trattare: e comincia questa seconda parte: E certo e' mi convien lasciare in pria; ultimamente mi scuso da insufficienza, nella quale non si dee porre a me colpa: e questo comincio quando dico: Dunque, se le mie rime avran difetto.","Per quanto riguarda la prima parte, poi, che è stato composto come una prefazione a questa canzone, dichiaro che deve essere diviso in tre sezioni. Per prima cosa tocca la natura ineffabile di questo tema; poi racconta della mia inadeguatezza a trattare perfettamente questa seconda sezione inizia E senza dubbio... Devo prima lasciare da parte. Infine mi scuso per quanto riguarda questa inadeguatezza, dicendo che nessuna colpa deve essere attribuita a me per il suo conto; inizio questa sezione dove dico: Così se le mie poesie ... essere desiderare."
"Dice adunque: Amor che nella mente mi ragiona: dove principalmente è da vedere chi è questo ragionatore, e che è questo loco nel quale dico esso ragionare.","Dico allora: Amore che mi parla... nella mia mente. Qui i punti più importanti che richiedono chiarezza sono: chi è dispregiativo, e dove si dice che il discorso abbia luogo."
"Amore, veramente pigliando e sottilmente considerando, non è altro che unimento spirituale dell'anima e della cosa amata: nel quale unimento di propia sua natura l'anima corre tosto e tardi secondo che è libera o impedita.","L'amore, se lo riconosciamo veramente e lo consideriamo attentamente, non è visto altro che un'unione spirituale tra l'anima e la cosa amata; l'anima per sua natura cerca questa unione, rapidamente o lentamente, secondo come è libera o ostacolata."
"E la ragione di questa naturalitade può essere questa. Ciascuna forma sustanziale procede dalla sua prima cagione, la quale è Iddio, sì come nel libro Di Cagioni è scritto, e non riceve diversitade per quella, che è simplicissima, ma per le secondarie cagioni e per la materia in che discende. Onde nel medesimo libro si scrive, trattando della infusione della bontà divina: «E fanno[si] diverse le bontadi e i doni per lo concorrimento della cosa che riceve».","La ragione di questa tendenza naturale può essere data come segue: ogni forma sostanziale procede dalla sua prima causa, che è Dio, come si afferma nel Libro delle Cause; ogni forma diventa diversa in individui non attraverso quella causa, che è assolutamente semplice, ma attraverso cause secondarie e attraverso la materia in cui la forma discende. Così in quello stesso libro, dove tratta l'infusione di bontà divina, troviamo le parole: ""I vari tipi di bontà e doni sono diversi attraverso l'unione con le cose che li ricevono."""
"Onde, con ciò sia cosa che ciascuno effetto ritegna della natura della sua cagione - sì come dice Alpetragio quando afferma che quello che è causato da corpo circulare n'ha in alcuno modo circulare essere -, ciascuna forma ha essere della divina natura in alcuno modo: non che la divina natura sia divisa e comunicata in quelle, ma da quelle [è] participata, per lo modo quasi che la natura del sole è participata nell'altre stelle.","Poiché ogni effetto conserva qualcosa della natura della sua causa, ogni forma riceve in qualche modo l'essere della natura divina. Ciò non significa che la natura divina sia divisa e distribuita tra le forme, ma che essa sia da esse partecipata in qualcosa come il modo in cui la natura del sole è partecipata dalle altre stelle."
"E quanto la forma è più nobile, tanto più di questa natura tiene: onde l'anima umana, che è forma nobilissima di queste che sotto lo cielo sono generate, più riceve della natura divina che alcun'altra.","E più nobile è la forma più contiene di quella natura; così l'anima umana, che è la più nobile di queste forme generate sotto i cieli, riceve più della natura divina di qualsiasi altra forma."
"E però che naturalissimo è in Dio volere essere - però che, sì come nello allegato libro si legge, «prima cosa è l'essere, e anzi a quello nulla è» -, l'anima umana essere vuole naturalmente con tutto desiderio; e però che 'l suo essere dipende da Dio e per quello si conserva, naturalmente disia e vuole a Dio essere unita per lo suo essere fortificare.","Poiché, inoltre, ciò che è più naturale per Dio è la volontà di essere, perché, come leggiamo nel libro sopra citato: ""La categoria primaria è essere, e anteriore ad essa non c'è semplicemente nulla,"" l'anima umana vuole naturalmente essere, con tutto il suo desiderio. E poiché il suo essere dipende da Dio ed è conservato da Lui, naturalmente desidera e vuole essere unita a Dio per rafforzare il proprio essere."
"E però che nelle bontadi della natura [e] della ragione si mostra la divina, vène che naturalmente l'anima umana con quelle per via spirituale sé unisce, tanto più tosto e più forte quanto quelle più appaiono perfette: lo quale apparimento è fatto secondo che la conoscenza dell'anima è chiara o impedita. E questo unire è quello che noi dicemo amore, per lo quale si può conoscere quale è dentro l'anima, veggendo di fuori quelli che ama.","Inoltre, poiché è nei vari tipi di bontà trovato in natura che la bontà divina si mostra, si tratta di che l'anima umana si unisce naturalmente con questi in modo spirituale, e lo fa più rapidamente e fortemente più perfetto questi appaiono, e la loro apparizione avviene secondo come la conoscenza dell'anima è chiara o ostacolata."
"Questo amore, cioè l'unimento della mia anima con questa gentil donna, nella quale della divina luce assai mi si mostrava, è quello ragionatore del quale io dico; poi che da lui continui pensieri nasceano, miranti ed essaminanti lo valore di questa donna che spiritualmente fatta era colla mia anima una cosa.","Questa unione è ciò che chiamiamo amore, grazie al quale possiamo sapere come è dentro di noi un'anima osservando all'esterno ciò che ama. Quest'amore, cioè l'unione della mia anima con questa nobile signora, nella quale la luce divina mi si è mostrata abbondantemente, è quello di cui parlo come scoraggiante, e lo descrivo come tale perché da essa nacque continuamente pensieri che consideravano e riflettevano sul valore di questa donna che spiritualmente era diventata una cosa sola con la mia anima."
"Lo loco nel quale dico esso ragionare si è la mente; ma per dire che sia la mente, non si prende di ciò più intendimento che di prima, e però è da vedere che questa mente propiamente significa.","Il luogo in cui dico che questo discorso avviene è la mente. Ma semplicemente riferendosi alla mente non rende il significato più chiaro, e quindi devo spiegare il significato esatto di questa parola."
"Dico adunque che lo Filosofo nel secondo dell'Anima, partendo le potenze di quella, dice che l'anima principalmente hae tre potenze, cioè vivere, sentire e ragionare; e dice anche muovere; ma questa si può col sentire fare una, però che ogni anima che sente, o con tutti i sensi o con alcuno solo, si muove: sì che muovere è una potenza congiunta col sentire.","Dichiaro, quindi, che il filosofo, quando distingue i vari poteri dell'anima nel suo lavoro sull'anima, dice che ha tre poteri principali: la vita, la sensazione e la ragione."
"E secondo che esso dice, è manifestissimo che queste potenze sono intra sé per modo che l'una è fondamento dell'altra; e quella che è fondamento puote per sé essere partita, ma l'altra, che si fonda sopra essa, non può da quella essere partita. Onde la potenza vegetativa, per la quale si vive, è fondamento sopra 'l quale si sente, cioè vede, ode, gusta, odora e tocca; e questa vegetativa potenza per sé puote essere anima, sì come vedemo nelle piante tutte.","Come egli dice, è perfettamente chiaro che questi poteri sono collegati in modo tale che uno è la base dell'altro, e, inoltre, che qualsiasi potere che agisce come una base può esistere come un essere separato, ma un potere che si basa su un altro potere non può esistere in separazione da quel potere. Il potere vegetativo, allora, attraverso il quale una cosa ha vita, è la base su cui quella cosa percepisce (cioè vede, sente, gusta, odora e tocca); questo potere vegetativo può di per sé costituire un'anima, come è evidente dal mondo vegetale."
"La sensitiva sanza quella essere non puote, [e] non si truova [in] alcuna cosa che non viva; e questa sensitiva potenza è fondamento della intellettiva, cioè della ragione: e però nelle cose animate mortali la ragionativa potenza sanza la sensitiva non si truova, ma la sensitiva si truova sanza questa, sì come nelle bestie, nelli uccelli, ne' pesci e in ogni animale bruto vedemo.","Il potere sensibile non può esistere senza il vegetativo; non c'è nulla come qualcosa che percepisca ma che non abbia vita. E questo potere sensibile è la base del potere intellettuale, cioè della ragione; e così negli esseri mortali che hanno anime, il potere razionale non si trova senza il potere sensibile, ma il potere sensibile si trova senza il razionale, come osserviamo nelle bestie, negli uccelli, nei pesci e in ogni cosa animata a livello bruto."
"E quella anima che tutte queste potenze comprende, [ed] è perfettissima di tutte l'altre, è l'anima umana, la quale colla nobilitade della potenza ultima, cioè ragione, participa della divina natura a guisa di sempiterna Intelligenza: però che l'anima è tanto in quella sovrana potenza nobilitata e dinudata da materia, che la divina luce, come in angelo, raggia in quella: e però è l'uomo divino animale dalli filosofi chiamato.","L'anima che unisce tutti questi poteri, il più perfetto di tutte le anime, è l'anima umana, che, attraverso la nobiltà del suo potere più alto, la ragione, partecipa alla natura divina in modo simile a quello di un'intelligenza eterna, perché in questo potere sovrano l'anima è nobilitata, e spogliata della materia a tal punto che la luce divina brilla in essa come in un angelo; filosofi, di conseguenza, chiamare l'uomo un animale divino."
