Original,Translate_IT
“Vexilla regis prodeunt inferni,"""Vexilla regis prodeunt inferni"
"verso di noi; però dinanzi mira”,","verso di noi e, dunque, tieni gli occhi aperti"""
"disse 'l maestro mio, “se tu 'l discerni”.","Il mio padrone ha detto: ""Per vedere se riesci a spiarlo."""
"Come quando una grossa nebbia spira,","Proprio come, quando la notte cade sul nostro emisfero"
"o quando l'emisperio nostro annotta,","o quando soffia una nebbia pesante,"
"par di lungi un molin che 'l vento gira,","un mulino a vento sembra volare visto lontano,"
veder mi parve un tal dificio allotta;,Quindi mi è sembrato di vedere quel tipo di struttura.
poi per lo vento mi ristrinsi retro,"E poi, perche' il vento era forte, mi sono dissolto."
"al duca mio, ché non lì era altra grotta.",dietro la mia guida; non c'era nessun altro rifugio.
"Già era, e con paura il metto in metro,",E ora... con paura l'ho messo giu' al metro...
"là dove l'ombre tutte eran coperte,",Ero dove tutte le tonalità erano completamente coperte
e trasparien come festuca in vetro.,ma visibile come ciuffi di paglia in vetro.
"Altre sono a giacere; altre stanno erte,","Là alcuni giacciono pianeggianti e altri stanno eretti,"
quella col capo e quella con le piante;,uno sul suo capo e uno sulle sue suole;
"altra, com'arco, il volto a' piè rinverte.","e qualche piegare faccia a piedi, proprio come un arco."
"Quando noi fummo fatti tanto avante,","Ma dopo che ci siamo fatti strada,"
ch'al mio maestro piacque di mostrarmi,il mio padrone sentiva che ora avrebbe dovuto farmi vedere
"la creatura ch'ebbe il bel sembiante,",quella creatura che una volta era una bella presenza;
"d'innanzi mi si tolse e fé restarmi,","si fece da parte e mi fece fermare, e disse:"
"“Ecco Dite”, dicendo, “ed ecco il loco","""Guarda! Ecco Dis, e questo il posto dove si"
ove convien che di fortezza t'armi”.,"dovrà armarsi con forza."""
"Com'io divenni allor gelato e fioco,","O lettore, non chiedermi come io"
"nol dimandar, lettor, ch'i' non lo scrivo,",è diventato debole e congelato allora-non posso scriverlo:
però ch'ogne parlar sarebbe poco.,tutte le parole sarebbero molto al di sotto di quello che era.
Io non mori' e non rimasi vivo;,"Non sono morto, e non ero vivo;"
"pensa oggimai per te, s'hai fior d'ingegno,","Pensa a te stesso, se hai un po' di intelligenza,"
"qual io divenni, d'uno e d'altro privo.","quello che sono diventato, privato della vita e della morte."
Lo 'mperador del doloroso regno,L'imperatore del regno scoraggiato
da mezzo 'l petto uscia fuor de la ghiaccia;,"così dal ghiaccio, dal midchest,"
"e più con un gigante io mi convegno,",che combacio meglio con l'ampiezza di un gigante
che i giganti non fan con le sue braccia:,che i giganti combaciano con la misura delle sue braccia;
vedi oggimai quant'esser dee quel tutto,Ora puoi misurare le dimensioni di tutto di lui
ch'a così fatta parte si confaccia.,se è proporzionale a tali parti.
"S'el fu sì bel com'elli è ora brutto,",Se una volta fosse bello come adesso...
"e contra 'l suo fattore alzò le ciglia,","è brutto e, nonostante questo, ha alzato le sue sopracciglia"
ben dee da lui procedere ogne lutto.,"contro il suo Creatore, si può capire"
Oh quanto parve a me gran maraviglia,come ogni dolore ha la sua sorgente in lui!
quand'io vidi tre facce a la sua testa!,"Mi sono meravigliato quando l'ho visto, sulla sua testa,"
"L'una dinanzi, e quella era vermiglia;",aveva tre facce: una di fronte a sangue rosso;
"l'altr'eran due, che s'aggiugnieno a questa","e poi altri due che, appena sopra"
"sovresso 'l mezzo di ciascuna spalla,","il punto centrale di ciascuna spalla, unito al primo;"
e sé giugnieno al loco de la cresta:,"e alla corona, tutti e tre furono riattaccati;"
