Original,Translate_IT
Nel mezzo del cammin di nostra vita,A metà strada nel cammino della nostra vita
"mi ritrovai per una selva oscura,","Sono venuto da me stesso in un bosco scuro,"
ché la diritta via era smarrita.,per la via dritta è stato perso.
Ahi quanto a dir qual era è cosa dura,"Ah, quanto è difficile dirlo"
esta selva selvaggia e aspra e forte,"la natura di quel legno, selvaggio, denso e duro..."
che nel pensier rinova la paura!,il pensiero stesso di esso rinnova la mia paura!
Tant'è amara che poco è più morte;,È così amara la morte non è più così.
"ma per trattar del ben ch'i' vi trovai,",Ma per indicare il bene che ho trovato
dirò de l'altre cose ch'i' v'ho scorte.,Racconterò le altre cose che ho visto.
"Io non so ben ridir com'i' v'intrai,","Come sono venuto lì non riesco a dire,"
tant'era pien di sonno a quel punto,Ero cosi' pieno di sonno.
che la verace via abbandonai.,quando ho abbandonato l'unica vera via.
"Ma poi ch'i' fui al piè d'un colle giunto,","Ma quando raggiunsi i piedi di una collina,"
là dove terminava quella valle,là dove la valle è finita
"che m'avea di paura il cor compunto,","che mi aveva trafitto il cuore di paura,"
guardai in alto e vidi le sue spalle,"Guardando in alto, ho visto le sue spalle"
vestite già de' raggi del pianeta,allineato alla prima luce del pianeta
che mena dritto altrui per ogne calle.,"che conduce gli uomini dritti, non importa quale sia la loro strada."
"Allor fu la paura un poco queta,",Poi la paura che aveva sopportato
che nel lago del cor m'era durata,"nel lago del mio cuore, tutta la notte"
la notte ch'i' passai con tanta pieta.,"Ho passato tutto questo tempo in difficoltà, mi sono calmato."
"E come quei che con lena affannata,","E come uno che, con il fiato travagliato,"
"uscito fuor del pelago a la riva,",è fuggito dall'abisso fino alla riva
"si volge a l'acqua perigliosa e guata,","si volta e guarda indietro le acque pericolose,"
"così l'animo mio, ch'ancor fuggiva,","così la mia mente, ancora in volo,"
si volse a retro a rimirar lo passo,voltato indietro per guardare ancora una volta sul passo
che non lasciò già mai persona viva.,nessun essere mortale mai lasciato vivo.
"Poi ch'èi posato un poco il corpo lasso,","Dopo aver riposato la mia carne stanca per un po',"
"ripresi via per la piaggia diserta,","Ho ripreso la mia strada lungo il pendio del deserto,"
sì che 'l piè fermo sempre era 'l più basso.,Il mio piede fermo e' sempre piu' basso dell'altro.
"Ed ecco, quasi al cominciar de l'erta,","Ma ora, vicino all'inizio del ripido,"
"una lonza leggera e presta molto,",una luce leopardo e rapida
che di pel macolato era coverta;,e ricoperto da una pelle macchiata
"e non mi si partia dinanzi al volto,",si è rifiutato di allontanarsi da me
"anzi 'mpediva tanto il mio cammino,","ma così impedito, sbarrato la strada,"
ch'i' fui per ritornar più volte vòlto.,che molte volte mi sono girato per tornare giù.
"Temp'era dal principio del mattino,","Era l'ora del mattino,"
e 'l sol montava 'n sù con quelle stelle,quando il sole si monta con quelle stelle
ch'eran con lui quando l'amor divino,che brillava con esso quando l'amore di Dio
mosse di prima quelle cose belle;,"primo messo in moto quelle cose giuste,"
sì ch'a bene sperar m'era cagione,"in modo che, nonostante quella bestia con la pelliccia sgargiante,"
di quella fiera a la gaetta pelle,"Potrei ancora sperare per il bene, incoraggiato"
l'ora del tempo e la dolce stagione;,"nell'ora del giorno e nella stagione dolce,"
ma non sì che paura non mi desse,solo per essere colpiti dalla paura
la vista che m'apparve d'un leone.,quando ho visto un leone sulla mia strada.
Questi parea che contra me venisse,Sembrava che stesse per saltare...
"con la test'alta e con rabbiosa fame,",la sua testa teneva alta e furiosa con la fame...
sì che parea che l'aere ne tremesse.,in modo che l'aria sembrava tremare contro di lui.
"Ed una lupa, che di tutte brame","E poi un lupo che, tutto nascosto e ossa,"
"sembiava carca ne la sua magrezza,",sembrava carico di tutti gli appetiti
"e molte genti fé già viver grame,",che hanno fatto vivere molti in miseria
questa mi porse tanto di gravezza,"così ho pesato i miei spiriti con il terrore,"
"con la paura ch'uscia di sua vista,","che si raffreddò alla vista di lei,"
ch'io perdei la speranza de l'altezza.,che ho perso la speranza di fare l'ascesa.
"E qual è quei che volontieri acquista,",E come chi gioisce per i suoi guadagni
"e giugne 'l tempo che perder lo face,","ma quando arriva il momento e lui perde,"
che 'n tutti suoi pensier piange e s'attrista;,"trasforma tutto il suo pensiero in tristezza e lamento,"
"tal mi fece la bestia sanza pace,",L'inquieta bestia mi ha fatto...
"che, venendomi 'ncontro, a poco a poco","venendo contro di me, passo dopo passo,"
mi ripigneva là dove 'l sol tace.,Mi ha spinto fino a dove il sole tace.
"Mentre ch'i' rovinava in basso loco,","Mentre stavo scappando in un posto più basso,"
dinanzi a li occhi mi si fu offerto,"davanti ai miei occhi mostrava una figura,"
