Original,Translate_IT_1
"Ultimamente, secondo che di sopra disse la littera di questo comento quando partio le parti principali di questa canzone, io mi rivolgo colla faccia del mio sermone alla canzone medesima, e a quella parlo.","Infine, come è stato espressamente indicato nel commento quando ho diviso questo canzone nelle sue parti principali, mi giro nella persona delle mie parole per affrontare il canzone stesso e parlare ad esso."
"E acciò che questa parte più pienamente sia intesa, dico che generalmente si chiama in ciascuna canzone 'tornata', però che li dicitori che prima usaro di farla, fenno quella perché, cantata la canzone, con certa parte del canto ad essa si ritornasse.","Questa parte sarà più pienamente compresa se spiegherò che nella canzone questa parte è generalmente chiamata la ""tornata"" perché i poeti che introdussero l'usanza di comporrla lo fecero in modo che, una volta che la canzone stessa fosse stata cantata, potessero girarla e indirizzarla, usando parte della canzone per farlo."
"Ma io rade volte a quella intenzione la feci, e acciò che altri se n'acorgesse, rade volte la puosi coll'ordine della canzone quanto è allo numero che alla nota è necessario; ma fecila quando alcuna cosa in addornamento della canzone era mestiero a dire, fuori della sua sentenza, sì come in questa e nell'altre vedere si potràe.","Io, tuttavia, ho avuto raramente questa intenzione nel comporre questa parte, e per indicare questo ho raramente introdotto nello schema della canzone come parte del metro richiesto per completare la forma musicale; ne ho composto uno quando qualcosa di supplementare al tema della canzone stessa doveva essere detto, come si può vedere in questo o in qualsiasi altra tornata che ho composto."
"E però dico al presente che la bontade e la bellezza di ciascuno sermone sono intra loro partite e diverse; ché la bontade è nella sentenza, e la bellezza è nell'ornamento delle parole; e l'una e l'altra è con diletto, avegna che la bontade sia massimamente dilettosa.","Così, in questo caso, dichiaro che la bontà e la bellezza di ciò che si dice sono sempre molto separate e distinte l'una dall'altra: la bontà si trova nel significato, e la bellezza nell'arte verbale; entrambi portano delizia, anche se la bontà è sommamente deliziosa."
"Onde, con ciò sia cosa che la bontade di questa canzone fosse malagevole a sentire per le diverse persone che in essa s'inducono a parlare, dove si richeggiono molte distinzioni, e la bellezza fosse agevole a vedere, parvemi mestiero alla canzone che per li altri si ponesse più mente alla bellezza che alla bontade. E questo è quello che dico in questa parte.","Di conseguenza, poiché la bontà di questo canzone è stata difficile da percepire a causa delle diverse persone che sono portate avanti per parlare, qualcosa che richiede molte distinzioni, mentre la sua bellezza era facile da vedere, mi è sembrato necessario aggiungere al canzone qualcosa per l'effetto che la corsa ordinaria delle persone dovrebbe concentrarsi sulla sua bellezza piuttosto che sulla sua bontà. Questo è il punto che faccio in questa parte."
"Ma però che molte fiate aviene che l'amonire pare presuntuoso, per certe condizioni suole lo rettorico indirettamente parlare altrui, dirizzando le sue parole non a quello per cui dice, ma verso un altro. E questo modo si tiene qui veramente: ché alla canzone vanno le parole, e alli uomini la 'ntenzione.","Tuttavia, dal momento che spesso accade che ad ammonire appare presuntuoso, il retorico di fronte a certe situazioni di solito parla indirettamente al suo pubblico, rivolgendo le sue parole non a colui per cui sono parlate ma a qualcun altro. Questo è infatti l'approccio che adottiamo qui, perché le parole sono rivolte al canzone, e il loro significato agli esseri umani."
"Dico adunque: Io credo, canzone, che radi sono, cioè pochi, quelli che intendano te bene. E dico la cagione, la quale è doppia. Prima: però che faticosa parli - 'faticosa', dico, per la cagione che detta è –; poi: però che forte parli - 'forte', dico, quanto alla novitade della sentenza -.","Quello che dico, allora, è: canzone, credo che coloro che possono comprendervi bene sono rari, cioè pochi in numero. Io do una duplice ragione per questo: in primo luogo, perché siete esigenti in quello che dite (la chiamo esigente per la ragione sopra indicata); in secondo luogo, perché siete difficili in quello che dite (la chiamo difficile in considerazione della novità dei contenuti)."
"Ora appresso amonisco lei e dico: Se per aventura incontra che tu vadi là dove persone sieno che dubitare ti paiano nella tua ragione, non ti smarrire, ma dì loro: Poi che non vedete la mia bontade, ponete mente almeno la mia bellezza.","Vado subito ad ammonirla dicendo: se avete la possibilità di entrare in compagnia di persone che vi sembrano perplessi sul vostro significato, non perdetevi d'animo, ma dite loro: dal momento che non potete vedere la mia bontà, almeno riconoscere la mia bellezza."
"Che non voglio in ciò altro dire, secondo che è detto di sopra, se non: O uomini, che vedere non potete la sentenza di questa canzone, non la rifiutate però; ma ponete mente la sua bellezza, che è grande sì per [la] construzione, la quale si pertiene alli gramatici, sì per l'ordine del sermone, che si pertiene alli rettorici, sì per lo numero delle sue parti, che si pertiene alli musici. Le quali cose in essa si possono belle vedere, per chi ben guarda.","Quello che voglio dire qui, come ho detto sopra, è semplicemente questo: O persone che non riescono a cogliere il significato di questa canzone, non lo spronano per questo motivo; piuttosto, riconoscono la grande bellezza che ha: nella sintassi, la provincia dei grammatici, nella struttura che ne governa la presentazione, la provincia dei retorici, e nella forma ritmica delle sue parti, la provincia dei musicisti. Queste caratteristiche in lei possono essere apprezzate come belle da ogni attento osservatore."
"E questa è tutta la litterale sentenza della prima canzone, che è per prima vivanda intesa innanzi.","Questo completa il racconto del significato letterale del primo canzone, che è stato presentato sopra come il primo corso."
,
,
,
,
,
