Original,Translate_IT
Chi poria mai pur con parole sciolte,"Chi potrebbe raccontare, anche in un discorso"
dicer del sangue e de le piaghe a pieno,"senza l'ostacolo dei vermi, il sangue e le piaghe"
"ch'i' ora vidi, per narrar più volte?","La lingua più ricca,"
Ogne lingua per certo verria meno,"anche ripetendolo, non può riuscirci,"
per lo nostro sermone e per la mente,La nostra intelligenza e le nostre espressioni
c'hanno a tanto comprender poco seno.,Non saranno mai sufficienti per tradurre queste cose.
S'el s'aunasse ancor tutta la gente,E se qualcuno potesse riunire tutto questo mondo
"che già, in su la fortunata terra",che sul terreno felice della Puglia di un tempo
"di Puglia, fu del suo sangue dolente","aveva perso la vita combattendo contro Roma,"
per li Troiani e per la lunga guerra,o nella grande battaglia dopo la quale
"che de l'anella fé sì alte spoglie,",Fu raccolto di anelli quell'abbondante bottino
"come Livïo scrive, che non erra,","di cui parla Tito-Live, scrittore veritiero;"
con quella che sentio di colpi doglie,e anche aggiungendo quelli che furono uccisi
per contastare a Ruberto Guiscardo;,per essersi schierati contro Robert Guiscard
e l'altra il cui ossame ancor s'accoglie,e quelli di cui così spesso si trovano le ossa
"a Ceperan, là dove fu bugiardo","nei campi di Ceperane, dove la gente della Puglia"
"ciascun Pugliese, e là da Tagliacozzo,","si sono comportati da traditori, e a Tagliacozzo,"
dove sanz'arme vinse il vecchio Alardo;,"dove il buon uomo Alard aveva vinto senza armi,"
e qual forato suo membro e qual mozzo,"affinché mostrino tutti i loro monconi e le loro piaghe,"
"mostrasse, d'aequar sarebbe nulla",Non è sufficiente per eguagliare
il modo de la nona bolgia sozzo.,Lo spettacolo disumano del nono girone.
"Già veggia, per mezzul perdere o lulla,","Il barile, quando perde qualche fossa o il fondo,"
"com'io vidi un, così non si pertugia,","non resta beato, come uno che ho visto"
rotto dal mento infin dove si trulla.,aperto dal collo fino al trono dei piedi.
Tra le gambe pendevan le minugia;,"Tra le sue due ginocchia penzolavano le sue budella,"
la corata pareva e 'l tristo sacco,"le viscere all'aria, con il sacco fetido"
che merda fa di quel che si trangugia.,che prende i nostri alimenti per mendicarli.
"Mentre che tutto in lui veder m'attacco,",Io tenevo lo sguardo fisso su questo orrore;
"guardommi e con le man s'aperse il petto,","Egli aprì, avendomi visto, con le sue mani il suo petto."
dicendo: “Or vedi com'io mi dilacco!,e disse: «Guarda come mi squarcio!
vedi come storpiato è Mäometto!,Vedi a che triste stato è ridotto Maometto!
"Dinanzi a me sen va piangendo Alì,","Chi va davanti piangendo è Ali,"
fesso nel volto dal mento al ciuffetto.,Il viso dal ciuffo al mento.
"E tutti li altri che tu vedi qui,",Tutte le altre menti che puoi vedere qui
seminator di scandalo e di scisma,Nella vita sono stati seminatori di scandalo.
"fuor vivi, e però son fessi così.",e di scisma; ed ecco ciò che li fende così!
Un diavolo è qua dietro che n'accisma,Un diavolo che ci sta addosso ci sta addosso.
"sì crudelmente, al taglio de la spada","in modo così triste, facendoci passare,"
"rimettendo ciascun di questa risma,","tutti quelli della nostra truppa, a fil di spada,"
quand'avem volta la dolente strada;,quando si è fatto il giro della via del dolore;
però che le ferite son richiuse,"perché le nostre ferite sono guarite ad ogni colpo,"
prima ch'altri dinanzi li rivada.,Non appena dobbiamo tornare davanti a lui.
"Ma tu chi se' che 'n su lo scoglio muse,","Ma tu, chi sei tu, che lambisci lassù,"
forse per indugiar d'ire a la pena,Forse con l’obiettivo di ritardare la pena.
ch'è giudicata in su le tue accuse?”.,che ti hanno dovuto infliggere sulla tua confessione?».
"“Né morte 'l giunse ancor, né colpa 'l mena”,","“Per questo la morte non è ancora venuta,"
"rispuose 'l mio maestro, “a tormentarlo;",dice il mio padrone; non deve espiare colpe;
"ma per dar lui esperïenza piena,","ma affinché ne abbia piena conoscenza,"
"a me, che morto son, convien menarlo","Io, che sono morto, devo accompagnarlo ovunque."
per lo 'nferno qua giù di giro in giro;,"attraverso questo Inferno, da valle a valle;"
e quest'è ver così com'io ti parlo”.,e quello che ti dico è pura verità”.
"Più fuor di cento che, quando l'udiro,","Ascoltando queste parole, più di cento di queste ombre"
s'arrestaron nel fosso a riguardarmi,"si fermarono in fondo al fossato, per vedermi,"
"per maraviglia, oblïando il martiro.",talmente sorpreso che si sarebbe detto che dimenticavano le loro pene.
"“Or dì a fra Dolcin dunque che s'armi,","“Poiché è così, di’ a fratello Dolcin:"
"tu che forse vedra' il sole in breve,","tu che vedrai presto sorridere il sole,"
"s'ello non vuol qui tosto seguitarmi,","se non vuole crescere troppo velocemente il nostro rango,"
"sì di vivanda, che stretta di neve","che prenda in quantità dei viveri, perché la neve"
"non rechi la vittoria al Noarese,",Solo noi possiamo dare la vittoria a Novara.
ch'altrimenti acquistar non saria leve”.,che avrebbe faticato invano per averlo diversamente».
"Poi che l'un piè per girsene sospese,","Poi, dopo aver pronunciato queste parole,"
Mäometto mi disse esta parola;,"che dice al piede alzato, sul punto di partire,"
indi a partirsi in terra lo distese.,Maometto se ne andò e si allontanò da noi.
"Un altro, che forata avea la gola","Un altro, che veniva con la gola aperta"
"e tronco 'l naso infin sotto le ciglia,","e il cui naso tagliato sanguinava fino alle sopracciglia,"
"e non avea mai ch'una orecchia sola,","mentre teneva solo un orecchio dei due,"
ristato a riguardar per maraviglia,"Si era fermato davanti a noi, tra gli altri,"
"con li altri, innanzi a li altri aprì la canna,","per vederci, aprì la bocca per primo,"
"ch'era di fuor d'ogne parte vermiglia,","tutto rosso di sangue, così come una ferita,"
e disse: “O tu cui colpa non condanna,e disse: «Tu che non hai colpa che ti danna
"e cu' io vidi in su terra latina,","e che ho già visto sulla terra latina,"
"se troppa simiglianza non m'inganna,","se qualche falsa parvenza non abusa dei miei sensi,"
"rimembriti di Pier da Medicina,","Ricorda di aver visto Pietro di Medicina,"
se mai torni a veder lo dolce piano,se mai torni a vedere la bella pianura
che da Vercelli a Marcabò dichina.,"che, partendo da Vercelli, scende a Marcabo."
"E fa sapere a' due miglior da Fano,","Vai a messire Guida con Angiolello,"
"a messer Guido e anco ad Angiolello,","i migliori di tutti quelli di Fano, per dir loro"
"che, se l'antiveder qui non è vano,","come da qui vediamo il futuro,"
gittati saran fuor di lor vasello,"si vedranno gettati fuori dalla navata, in mare,"
e mazzerati presso a la Cattolica,"una pietra al collo, vicino a Cattolica,"
per tradimento d'un tiranno fello.,Il tradimento di un iniquo tiranno.
Tra l'isola di Cipri e di Maiolica,"Dall'isola di Cipro a quella di Maiorca,"
"non vide mai sì gran fallo Nettuno,",Nettuno non ha visto un crimine più atroce
"non da pirate, non da gente argolica.",commesso da un corsaro o dalla gente di Argos.
"Quel traditor che vede pur con l'uno,","Questo traditore senza confessione, che vede solo con un occhio"
e tien la terra che tale qui meco,e governa questo paese che uno dei miei compagni
