Original,Translate_IT
"“Ecco la fiera con la coda aguzza,","'Ecco la bestia con coda appuntita, che salta"
che passa i monti e rompe i muri e l'armi!,"Oltre le montagne, infrange muri e armi!"
Ecco colei che tutto 'l mondo appuzza!”.,"Ecco colui il cui odore affligge il mondo!."""
Sì cominciò lo mio duca a parlarmi;,era come la mia guida ha cominciato.
"e accennolle che venisse a proda,",Poi ha segnalato alla bestia di scendere a terra
vicino al fin d'i passeggiati marmi.,vicino al confine del nostro sentiero pietroso.
E quella sozza imagine di froda,"E quella sciagura di frode si fece avanti,"
"sen venne, e arrivò la testa e 'l busto,",spiaggiato la testa e il petto
ma 'n su la riva non trasse la coda.,ma non ha tirato la coda sulla banca.
"La faccia sua era faccia d'uom giusto,","Aveva le caratteristiche di un uomo giusto,"
"tanto benigna avea di fuor la pelle,","benevolente nel volto,"
e d'un serpente tutto l'altro fusto;,ma tutto il resto era serpente.
due branche avea pilose insin l'ascelle;,"Aveva avambracci, pelosi alle ascelle,"
lo dosso e 'l petto e ambedue le coste,e schiena e petto e entrambi i fianchi
dipinti avea di nodi e di rotelle.,sono stati dipinti e inscritti con anelli e cullicue.
"Con più color, sommesse e sovraposte",Tanti colori vividi Turco o Tartar mai twove
"non fer mai drappi Tartari né Turchi,","in ordito e woof o in ricamo sopra,"
né fuor tai tele per Aragne imposte.,né tali colori sono stati modellati sul telaio di Arachne.
"Come talvolta stanno a riva i burchi,","Mentre a volte le chiatte si sdraiano a terra,"
"che parte sono in acqua e parte in terra,","in parte in acqua, in parte sulla terra,"
e come là tra li Tedeschi lurchi,e come tra i tedeschi guzzling
"lo bivero s'assetta a far sua guerra,","il castoro si propone di catturare la sua preda,"
così la fiera pessima si stava,così posare questo peggiore dei bruti sul bordo pietroso
su l'orlo ch'è di pietra e 'l sabbion serra.,che fa un confine per il terreno sabbioso.
"Nel vano tutta sua coda guizzava,","La sua lunghezza di coda schiacciata nel vuoto,"
torcendo in sù la venenosa forca,"torcendo la sua punta forcuta, invenomata,"
ch'a guisa di scorpion la punta armava.,armati come la coda di uno scorpione.
Lo duca disse: “Or convien che si torca,"Il mio capo disse: ""Ora dobbiamo cambiare"
la nostra via un poco insino a quella,direzione per un momento fino a raggiungere
bestia malvagia che colà si corca”.,"quella bestia malvagia si stese laggiù."""
"Però scendemmo a la destra mammella,","Siamo discesi, quindi, alla nostra destra,"
"e diece passi femmo in su lo stremo,",e ha fatto dieci passi lungo il bordo per mantenere
per ben cessar la rena e la fiammella.,la nostra distanza dalla sabbia e dalle fiamme.
"E quando noi a lei venuti semo,","E quando arrivammo alla bestia,"
