Original,Translate_IT
Posto avea fine al suo ragionamento,Una fine aveva messo al suo ragionamento
"l'alto dottore, e attento guardava","L'alto Maestro, e l'attento guardava"
ne la mia vista s'io parea contento;,"Davanti a me, se apparissi contento;"
"e io, cui nova sete ancor frugava,","E io, che ho avuto una nuova sete,"
"di fuor tacea, e dentro dicea: 'Forse","Senza era muto, e disse dentro: ""Perché"
lo troppo dimandar ch'io fo li grava'.,"Il troppo interrogatorio lo infastidisco."""
"Ma quel padre verace, che s'accorse","Ma quel vero Padre, che aveva compreso"
"del timido voler che non s'apriva,","Il timido desiderio, che non si è aperto,"
"parlando, di parlare ardir mi porse.",Parlando mi ha dato forza di parlare.
"Ond'io: “Maestro, il mio veder s'avviva","Da dove io: ""La mia vista è, Maestro, vivificata"
"sì nel tuo lume, ch'io discerno chiaro","Così alla tua luce, che ho chiaramente discernere"
quanto la tua ragion parta o descriva.,Quello che il tuo discorso importa o descrive.
"Però ti prego, dolce padre caro,","Perciò ti supplico, dolce Padre caro,"
"che mi dimostri amore, a cui reduci","Per insegnarmi l'amore, a cui ti riferisci"
ogne buono operare e 'l suo contraro”.,"Ogni buona azione e il suo contrario."""
"“Drizza”, disse, “ver' me l'agute luci","""Dirigere,"" ha detto, ""verso di me gli occhi appassionati"
"de lo 'ntelletto, e fieti manifesto","Di intelletto, e chiaro sarà per te"
l'error de' ciechi che si fanno duci.,"L'errore dei ciechi, che sarebbero i leader."
"L'animo, ch'è creato ad amar presto,","L'anima, che è creata adatta all'amore,"
"ad ogne cosa è mobile che piace,","è mobile a tutto ciò che piace,"
tosto che dal piacere in atto è desto.,Appena dal piacere è sveglia all'azione.
Vostra apprensiva da esser verace,La tua apprensione da qualche cosa reale
"tragge intenzione, e dentro a voi la spiega,","Un'immagine disegna, e in voi stessi la mostra"
sì che l'animo ad essa volger face;,Cosi' che l'anima si converta ad essa.
"e se, rivolto, inver' di lei si piega,","E se, quando si voltò, verso di essa inclinò,"
"quel piegare è amor, quell'è natura","L'amore è quell'inclinazione; è la natura,"
che per piacer di novo in voi si lega.,Che è dal piacere legato in te di nuovo
"Poi, come 'l foco movesi in altura",Poi come il fuoco si muove verso l'alto
per la sua forma ch'è nata a salire,"Per sua stessa forma, che per ascendere nasce,"
"là dove più in sua matera dura,","dove dura più a lungo nella sua materia,"
