Original,Translate_IT
Vago già di cercar dentro e dintorno,"Ora desideroso di cercare all'interno, per cercare intorno"
"la divina foresta spessa e viva,","quella foresta densa, viva di verde, divina..."
"ch'a li occhi temperava il novo giorno,","che ha temperato il nuovo giorno davanti ai miei occhi,"
"sanza più aspettar, lasciai la riva,","senza indugio, ho lasciato dietro l'ascesa"
prendendo la campagna lento lento,"e prese la pianura, avanzando lentamente, lentamente"
su per lo suol che d'ogne parte auliva.,attraverso la terra dove ogni parte era profumata.
"Un'aura dolce, sanza mutamento","Una leggera brezza, che non sembrava variare"
"avere in sé, mi feria per la fronte","dentro di sé, stava colpendo alla mia fronte"
non di più colpo che soave vento;,"ma senza forza maggiore di un vento gentile,"
"per cui le fronde, tremolando, pronte",un vento che ha fatto i rami tremanti-tutti
tutte quante piegavano a la parte,piegato avidamente-inclinare nella direzione
u' la prim'ombra gitta il santo monte;,delle ombre del mattino dal monte santo;
non però dal loro esser dritto sparte,ma non sono stati deviati con tale forza
"tanto, che li augelletti per le cime",come per disturbare i piccoli uccelli su
lasciasser d'operare ogne lor arte;,i rami nella pratica delle loro arti;
"ma con piena letizia l'ore prime,","per le foglie, con canto, uccelli accolti quelli"
"cantando, ricevieno intra le foglie,","le prime ore del mattino gioiosamente,"
"che tenevan bordone a le sue rime,",e le foglie fornirono il fardello alle loro rime.
tal qual di ramo in ramo si raccoglie,proprio come il vento che suona da ramo a ramo
"per la pineta in su 'l lito di Chiassi,","lungo la riva di Classe, attraverso i pini"
quand'Ëolo scilocco fuor discioglie.,quando Eolo ha liberato Sirocco.
Già m'avean trasportato i lenti passi,"Ora, anche se i miei passi erano lenti, ero andato così lontano"
"dentro a la selva antica tanto, ch'io",nell'antica foresta che potevo
non potea rivedere ond'io mi 'ntrassi;,non vedere più dove avevo fatto il mio ingresso;
"ed ecco più andar mi tolse un rio,",e là sono venuto su un ruscello che ha bloccato
che 'nver' sinistra con sue picciole onde,il sentiero del mio progresso; le sue piccole onde
piegava l'erba che 'n sua ripa uscìo.,piegato a sinistra l'erba lungo le sue rive.
"Tutte l'acque che son di qua più monde,","Tutte le acque più pure qui sulla terra,"
parrieno avere in sé mistura alcuna,"quando abbinato contro quel flusso, sembrerebbe essere"
"verso di quella, che nulla nasconde,","toccata dall'impurità, non nasconde nulla."
avvegna che si mova bruna bruna,"che ruscello-anche se si muove, buio, buio, sotto"
"sotto l'ombra perpetüa, che mai","le infinite ombre, che permettono"
raggiar non lascia sole ivi né luna.,nessun raggio di sole o di luna per raggiungere quelle acque.
Coi piè ristetti e con li occhi passai,Mi fermai e mi misi gli occhi addosso
"di là dal fiumicello, per mirare","la banca più lontana, per guardare l'abbondante"
