Original,Translate_IT
Tant'eran li occhi miei fissi e attenti,Così saldi e attenti erano i miei occhi
"a disbramarsi la decenne sete,","Nel soddisfare la loro sete decennale,"
che li altri sensi m'eran tutti spenti.,"Che tutti gli altri miei sensi erano estinti,"
Ed essi quinci e quindi avien parete,E da questo lato e da quello che avevano
di non caler - così lo santo riso,"Mura di indifferenza, così il santo sorriso"
a sé traéli con l'antica rete! -;,Drew loro a se stesso con la vecchia rete
quando per forza mi fu vòlto il viso,Quando forzatamente la mia vista fu allontanata
"ver' la sinistra mia da quelle dee,","Verso la mia mano sinistra da quelle dee,"
perch'io udi' da loro un “Troppo fiso!”;,"Perche' ho sentito da loro un ""Troppo intensamente!"""
e la disposizion ch'a veder èe,E la condizione della vista che è
"ne li occhi pur testé dal sol percossi,",Negli occhi ma ultimamente smitten dal sole
sanza la vista alquanto esser mi fée.,Mi hai privato della mia visione per poco tempo;
Ma poi ch'al poco il viso riformossi,"Ma tanto meno quando la vista si è rimodellata,"
(e dico 'al poco' per rispetto al molto,Io dico tanto meno in riferimento al più grande
"sensibile onde a forza mi rimossi),","Splendore da cui mi ero ritirato,"
vidi 'n sul braccio destro esser rivolto,Ho visto sulla sua ala destra rotolato circa
"lo glorïoso essercito, e tornarsi",Il glorioso ospite torna con il sole
col sole e con le sette fiamme al volto.,E con le sette fiamme sui loro volti.
Come sotto li scudi per salvarsi,"Come sotto i suoi scudi, per salvarsi,"
"volgesi schiera, e sé gira col segno,","Uno squadrone gira, e con le sue ruote di striscione,"
prima che possa tutta in sé mutarsi;,"Prima che tutto possa cambiare il suo fronte,"
quella milizia del celeste regno,Quel soldato del regno celeste
"che procedeva, tutta trapassonne",Che ha marciato in anticipo ci aveva completamente superato
pria che piegasse il carro il primo legno.,Prima che il carro avesse girato il suo palo.
"Indi a le rote si tornar le donne,","Poi le fanciulle si voltarono verso le ruote,"
e 'l grifon mosse il benedetto carco,"E il Griffin commosse il suo fardello,"
"sì, che però nulla penna crollonne.",Ma in modo che non una piuma di lui svolazzava.
La bella donna che mi trasse al varco,La fiera della signora che mi ha trascinato attraverso il guado
e Stazio e io seguitavam la rota,Seguito con Statius e me la ruota
che fé l'orbita sua con minore arco.,Che ha fatto la sua orbita con l'arco minore.
"Sì passeggiando l'alta selva vòta,","Così passando attraverso la foresta alta, vacante"
"colpa di quella ch'al serpente crese,","Per colpa di colei che nel serpente si fidava,"
temprava i passi un'angelica nota.,La musica angelica ha fatto i nostri passi mantenere il tempo.
Forse in tre voli tanto spazio prese,Forse uno spazio grande aveva in tre voli
"disfrenata saetta, quanto eramo","Una freccia sciolta dalla corda o'erpassed,"
"rimossi, quando Bëatrice scese.",Come ci eravamo mossi quando Beatrice è scesa.
Io senti' mormorare a tutti “Adamo”;,"Li ho sentiti mormorare del tutto, ""Adam!"""
poi cerchiaro una pianta dispogliata,Poi circumnavano su un albero spogliato
di foglie e d'altra fronda in ciascun ramo.,Di fioriture e altre foglie su ogni ramo.
"La coma sua, che tanto si dilata","Le sue trecce, che tanto più si dilatano"
"più quanto più è sù, fora da l'Indi","Più in alto ascendevano, erano stati dagli indiani"
ne' boschi lor per altezza ammirata.,Tra le loro foreste maravigliate per l'altezza.
"“Beato se', grifon, che non discindi","""Beato tu, o Griffin, che non sei"
"col becco d'esto legno dolce al gusto,","Beccati con il tuo becco questi rami dolci da gustare,"
poscia che mal si torce il ventre quindi”.,"Dal momento che l'appetito da questo è stato trasformato in male."""
Così dintorno a l'albero robusto,Dopo questa moda intorno all'albero robusto
gridaron li altri; e l'animal binato:,Gli altri gridavano; e la duplice creatura:
“Sì si conserva il seme d'ogne giusto”.,"""Così si conserva il seme di tutti i giusti."""
"E vòlto al temo ch'elli avea tirato,","e volgendosi al palo che aveva trascinato,"
"trasselo al piè de la vedova frasca,","Lo attirò vicino sotto il ramo vedovo,"
e quel di lei a lei lasciò legato.,E ciò che ne era rimasto legato.
"Come le nostre piante, quando casca",Allo stesso modo dei nostri alberi (quando verso il basso
giù la gran luce mischiata con quella,"Cade la grande luce, con che insieme mescolato"
"che raggia dietro a la celeste lasca,",Che dopo il celeste Lasca risplende)
"turgide fansi, e poi si rinovella","Iniziate a gonfiarvi, e poi rinnovatevi,"
"di suo color ciascuna, pria che 'l sole","Ognuno con il proprio colore, qui il Sole"
giunga li suoi corsier sotto altra stella;,Imbraccia i suoi destrieri sotto un'altra stella:
men che di rose e più che di vïole,Meno di rosa e più di viola
"colore aprendo, s'innovò la pianta,","Una tonalità rivelante, è stato rinnovato l'albero"
che prima avea le ramora sì sole.,Che aveva un tempo i suoi rami così desolati.
"Io non lo 'ntesi, né qui non si canta","Non ho mai sentito, né qui sotto è cantato,"
"l'inno che quella gente allor cantaro,","L'inno che dopo quel popolo cantava,"
né la nota soffersi tutta quanta.,Nemmeno io ho portato la melodia per tutto.
S'io potessi ritrar come assonnaro,Avevo il potere di dipingere come si addormentava
"li occhi spietati udendo di Siringa,","Quegli occhi senza compassione, dell'udito di Syrinx,"
li occhi a cui pur vegghiar costò sì caro;,"Quegli occhi a cui più guardare costano tanto caro,"
"come pintor che con essempro pinga,",Anche come pittore che da modellino dipinge
disegnerei com'io m'addormentai;,Ritraevo come mi addormentavo.
ma qual vuol sia che l'assonnar ben finga.,"Può, che ben può immaginare sonnolenza."
"Però trascorro a quando mi svegliai,","Per questo passo a che ora mi sono svegliato,"
e dico ch'un splendor mi squarciò 'l velo,E di' uno splendore che mi strappa il velo
"del sonno, e un chiamar: “Surgi: che fai?”.","Di sonno, e una chiamata: ""Alzati, che cosa fai?"""
Quali a veder de' fioretti del melo,Per vedere l'albero di mela in fiore
che del suo pome li angeli fa ghiotti,"che rende gli angeli avidi per il suo frutto,"
"e perpetüe nozze fa nel cielo,","e custodisce le perpetuo spose nei cieli,"
Pietro e Giovanni e Iacopo condotti,"Pietro, Giovanni e Giacomo condotti sono stati,"
"e vinti, ritornaro a la parola","E, superato, recuperato alla parola"
"da la qual furon maggior sonni rotti,","con i quali si sono infranti ancora più grandi sonnambuli,"
e videro scemata loro scuola,E vide la loro scuola diminuire dalla perdita
"così di Moïsè come d'Elia,","Non solo di Elias, ma di Mosè,"
e al maestro suo cangiata stola;,e mutarono le vesti del loro Maestro;
"tal torna' io, e vidi quella pia","Così ho rivissuto, e ho visto quello pietoso"
sovra me starsi che conducitrice,"Sopra di me in piedi, che era stato la guida"
fu de' miei passi lungo 'l fiume pria.,"Prima dei miei passi lungo il fiume,"
E tutto in dubbio dissi: “Ov'è Beatrice?”.,"E tutti in dubbio dissi: ""Dov'è Beatrice?"""
Ond'ella: “Vedi lei sotto la fronda,"E lei: ""Eccola seduta sotto"
nova sedere in su la sua radice.,"Il nuovo fogliame, sulla radice di esso."
Vedi la compagnia che la circonda:,Guardate la compagnia che la circonda;
li altri dopo 'l grifon sen vanno suso,Il resto dietro il Griffin sta salendo
con più dolce canzone e più profonda”.,"Con canzoni più melodiose e più profonde."""
"E se più fu lo suo parlar diffuso,","E se il suo discorso fosse piu' diffuso, non lo so."
"non so, però che già ne li occhi m'era",Perche' gia' ai miei occhi lei era...
quella ch'ad altro intender m'avea chiuso.,Che dall'ascolto di nient'altro mi aveva chiuso.
"Sola sedeasi in su la terra vera,","Sola si sedette sulla terra,"
come guardia lasciata lì del plaustro,Sinistra lì come guardiano del carro
che legar vidi a la biforme fera.,Che avevo visto il mostro biforme allacciarsi.
In cerchio le facevan di sé claustro,"Intorno a lei, un chiostro si fece"
"le sette ninfe, con quei lumi in mano","Le sette Ninfe, con quelle luci in mano"
che son sicuri d'Aquilone e d'Austro.,Che sono al sicuro da Aquilon e Auster.
“Qui sarai tu poco tempo silvano;,"""In poco tempo sarai qui, un caposquadra,"
e sarai meco sanza fine cive,E tu sarai con me per sempre
di quella Roma onde Cristo è romano.,Un cittadino di quella Roma dove Cristo è Romano.
"Però, in pro del mondo che mal vive,","Perciò, per il bene di quel mondo che vive male,"
"al carro tieni or li occhi, e quel che vedi,","Fissa sulla macchina i tuoi occhi, e quello che vedi,"
"ritornato di là, fa che tu scrive”.","Dopo essere tornato sulla terra, fai attenzione a scrivere."""
"Così Beatrice; e io, che tutto ai piedi","Così Beatrice, e io, che ai piedi"
"d'i suoi comandamenti era divoto,","Dei suoi comandamenti tutti devoti era,"
la mente e li occhi ov'ella volle diedi.,La mia mente e gli occhi puntavano dove voleva.
Non scese mai con sì veloce moto,Mai disceso con un moto così rapido
"foco di spessa nube, quando piove","Fuoco da una nuvola pesante, quando piove"
"da quel confine che più va remoto,","Da fuori la regione più remota,"
com'io vidi calar l'uccel di Giove,Mentre vedevo l'uccello di Giove scendere
"per l'alber giù, rompendo de la scorza,","Giù attraverso l'albero, strappando via la corteccia,"
non che d'i fiori e de le foglie nove;,"Così come fiori e il fogliame nuovo,"
e ferì 'l carro di tutta sua forza;,"E colpì con tutta la sua forza il carro,"
"ond'el piegò come nave in fortuna,","# Ovunque suonava, come un vaso in una tempesta #"
"vinta da l'onda, or da poggia, or da orza.","Lanciato dalle onde, ora a tribordo e ora a tribordo."
Poscia vidi avventarsi ne la cuna,Poi ho visto saltare nel corpo
del trïunfal veiculo una volpe,"Del veicolo trionfale una volpe,"
che d'ogne pasto buon parea digiuna;,Sembrava non nutrito con cibo sano.
"ma, riprendendo lei di laide colpe,","Ma per i suoi orribili peccati che lo turbano,"
la donna mia la volse in tanta futa,Mia Signora l'ha messo a un volo veloce.
quanto sofferser l'ossa sanza polpe.,Come tale uno scheletro senza carne potrebbe sopportare.
"Poscia per indi ond'era pria venuta,","Poi, per la via che prima era venuto,"
l'aguglia vidi scender giù ne l'arca,Nel petto del carro ho visto l'aquila
del carro e lasciar lei di sé pennuta;,"Scendi, e lascialo piumato con i suoi pennacchi."
"e qual esce di cuor che si rammarca,","E come i problemi di un cuore che piange,"
tal voce uscì del cielo e cotal disse:,Una voce dal Cielo uscì e disse:
"“O navicella mia, com' mal se' carca!”.","""Mia piccola abbaia, quanto ti sei imbarcato!"""
Poi parve a me che la terra s'aprisse,"Pensavo, allora, che la terra sbadigliasse tra"
"tr'ambo le ruote, e vidi uscirne un drago","Entrambe le ruote, e ho visto sorgere da esso un Drago,"
che per lo carro sù la coda fisse;,"che attraverso il carro in alto si è fissato la coda,"
"e come vespa che ritragge l'ago,","E come una vespa che tira indietro il suo pungiglione,"
"a sé traendo la coda maligna,","Disegnando su se stesso la sua coda malignosa,"
"trasse del fondo, e gissen vago vago.","Drew fuori il pavimento, e andò la sua strada gioiosa."
"Quel che rimase, come da gramigna","Ciò che è rimasto indietro, come con l'erba"
