Original,Translate_IT
“Vexilla regis prodeunt inferni,"""'Vexilla Regis prodeunt Inferni'"
"verso di noi; però dinanzi mira”,","Verso di noi, guarda davanti a te."""
"disse 'l maestro mio, “se tu 'l discerni”.","Il mio Maestro disse: ""Se lo discernete."""
"Come quando una grossa nebbia spira,","Come, quando si respira una nebbia pesante, o quando"
"o quando l'emisperio nostro annotta,","Il nostro emisfero si sta oscurando nella notte,"
"par di lungi un molin che 'l vento gira,","appare lontano da un mulino il vento sta girando,"
veder mi parve un tal dificio allotta;,Pensavo che un tale edificio allora ho visto;
poi per lo vento mi ristrinsi retro,"E, per il vento, mi sono tirato indietro"
"al duca mio, ché non lì era altra grotta.","La mia guida, perché non c'era nessun altro rifugio."
"Già era, e con paura il metto in metro,","Ora ero io, e con paura nel verso l'ho messa,"
"là dove l'ombre tutte eran coperte,","là dove le ombre erano completamente coperte,"
e trasparien come festuca in vetro.,E scorreva come cannucce di vetro.
"Altre sono a giacere; altre stanno erte,","Alcuni sono inclini a mentire, altri sono eretti,"
quella col capo e quella con le piante;,Questo con la testa e quello con le suole;
"altra, com'arco, il volto a' piè rinverte.","Un altro, tipo arco, faccia a piedi si inverte."
"Quando noi fummo fatti tanto avante,","Quando in anticipo fino ad ora avevamo proceduto,"
ch'al mio maestro piacque di mostrarmi,Che il mio Maestro è contento di mostrarmi
"la creatura ch'ebbe il bel sembiante,","La creatura che una volta aveva la bellissima parvenza,"
"d'innanzi mi si tolse e fé restarmi,","Lui da prima di me si è mosso e mi ha fatto fermare,"
"“Ecco Dite”, dicendo, “ed ecco il loco","Dicendo: ""Ecco il luogo"
ove convien che di fortezza t'armi”.,"Dove tu con fortezza devi armarti."""
"Com'io divenni allor gelato e fioco,","Come sono diventato gelato e impotente allora,"
"nol dimandar, lettor, ch'i' non lo scrivo,","Non lo chieda, Reader, perche' non lo scrivo,"
però ch'ogne parlar sarebbe poco.,Perche' ogni lingua sarebbe insufficiente.
Io non mori' e non rimasi vivo;,Non sono morto e non sono rimasto vivo.
"pensa oggimai per te, s'hai fior d'ingegno,","Pensa a te stesso ora, hai qualcosa di spirito,"
"qual io divenni, d'uno e d'altro privo.","Quello che sono diventato, essere di entrambi privati."
Lo 'mperador del doloroso regno,L'imperatore del regno doloroso
da mezzo 'l petto uscia fuor de la ghiaccia;,dal suo petto centrale uscito dal ghiaccio;
"e più con un gigante io mi convegno,",E meglio con un gigante che confronto
che i giganti non fan con le sue braccia:,che fanno i giganti con quelle sue braccia;
vedi oggimai quant'esser dee quel tutto,Pensa a quanto dev'essere grande tutto questo.
ch'a così fatta parte si confaccia.,Che a tale parte si conforma.
"S'el fu sì bel com'elli è ora brutto,","Era giusto una volta, come ora è fallo,"
"e contra 'l suo fattore alzò le ciglia,","e alzò la fronte contro il suo Creatore,"
ben dee da lui procedere ogne lutto.,"Beh, potrebbe procedere da lui ogni tribolazione."
Oh quanto parve a me gran maraviglia,"Oh, che meraviglia mi è apparsa,"
quand'io vidi tre facce a la sua testa!,Quando ho visto tre facce sulla sua testa!
"L'una dinanzi, e quella era vermiglia;","Quello di fronte, e quel vermiglio era;"
"l'altr'eran due, che s'aggiugnieno a questa","Due erano gli altri, che sono stati uniti con questo"
"sovresso 'l mezzo di ciascuna spalla,","Sopra la parte centrale di una spalla,"
e sé giugnieno al loco de la cresta:,e si unirono alla cresta;
e la destra parea tra bianca e gialla;,E quello di destra sembrava bianco e giallo.
"la sinistra a vedere era tal, quali",La sinistra era tale da guardare come quelli
vegnon di là onde 'l Nilo s'avvalla.,che viene da dove il Nilo cade a valle.
"Sotto ciascuna uscivan due grand'ali,","Sotto ciascuno uscirono due potenti ali,"
quanto si convenia a tanto uccello:,"Ad esempio, l'abito era così grande come un uccello;"
vele di mar non vid'io mai cotali.,Vele del mare che non ho mai visto così grandi.
"Non avean penne, ma di vispistrello","Non c'erano piume, ma da pipistrello."
"era lor modo; e quelle svolazzava,","Il loro modo era, e li stava agitando,"
sì che tre venti si movean da ello:,E tre venti ne uscirono.
