Original,Translate_IT
Già era 'l sole a l'orizzonte giunto,Per fare il suo corso attraverso l'acqua più liscia
lo cui meridïan cerchio coverchia,"la piccola corteccia del mio spirito ora arrampica la sua vela,"
Ierusalèm col suo più alto punto;,lasciando alle spalle quel mare crudele.
"e la notte, che opposita a lui cerchia,","Ora canterò il secondo regno,"
"uscia di Gange fuor con le Bilance,","là dove l'anima dell'uomo è purificata,"
che le caggion di man quando soverchia;,resa degna di ascendere al Cielo.
"sì che le bianche e le vermiglie guance,","Qui dai morti la poesia si alzi,"
"là dov'i' era, de la bella Aurora","O Muse sacre, da quando sono vostra."
per troppa etate divenivan rance.,Lasciate che Calliope si alzi.
"Noi eravam lunghesso mare ancora,",per accompagnare la mia canzone con quegli stessi accordi
"come gente che pensa a suo cammino,",la cui forza colpì così le miserabili magpie
che va col cuore e col corpo dimora.,"che, ascoltando, hanno perso ogni speranza di perdono."
"Ed ecco, qual, sorpreso dal mattino,","Colore dolce dello zaffiro orientale,"
per li grossi vapor Marte rosseggia,aleggiando nell'aspetto calmo e tranquillo
"giù nel ponente sovra 'l suol marino,","d'aria intervenente, pura all'orizzonte,"
"cotal m'apparve, s'io ancor lo veggia,",mi sono compiaciuto ancora una volta dei miei occhi
"un lume per lo mar venir sì ratto,",non appena ho lasciato l'aria morbosa
che 'l muover suo nessun volar pareggia.,che aveva afflitto sia il mio petto che gli occhi.
Dal qual com'io un poco ebbi ritratto,"Il pianeta giusto che incoraggia l'amore,"
"l'occhio per domandar lo duca mio,","sorridente, illuminato a est,"
rividil più lucente e maggior fatto.,velando i pesci nel suo treno.
Poi d'ogne lato ad esso m'appario,"Mi voltai a destra e, fissando la mia attenzione"
"un non sapeva che bianco, e di sotto","sull'altro polo, ho visto quattro stelle"
a poco a poco un altro a lui uscìo.,"non visti, ma dai primi sulla terra."
"Lo mio maestro ancor non facea motto,",Il cielo stesso sembrava gioire
mentre che i primi bianchi apparver ali;,nel loro splendente luccichio. O vedova
"allor che ben conobbe il galeotto,","regione del nord, negata quella vista!"
"gridò: “Fa, fa che le ginocchia cali.","Una volta che ho attirato il mio sguardo da loro,"
Ecco l'angel di Dio: piega le mani;,girare a malapena verso l'altro polo
omai vedrai di sì fatti officiali.,"dove era posta la costellazione del fiume,"
"Vedi che sdegna li argomenti umani,","Ho visto accanto a me un vecchio, da solo,"
"sì che remo non vuol, né altro velo",che dal suo aspetto era così meritevole di rispetto
"che l'ali sue, tra liti sì lontani.",che nessun figlio deve di più a suo padre.
"Vedi come l'ha dritte verso 'l cielo,","La sua barba era lunga e striata di bianco,"
"trattando l'aere con l'etterne penne,","come i suoi capelli, che cadde"
che non si mutan come mortal pelo”.,in doppi fili fino al petto.
"Poi, come più e più verso noi venne",I raggi di quelle quattro stelle sante
"l'uccel divino, più chiaro appariva:",adornava il suo viso con tanta luce
"per che l'occhio da presso nol sostenne,",Sembrava splendere con la luminosità del sole.
ma chinail giuso; e quei sen venne a riva,"Quali anime sei tu per essere fuggito dall'eterna prigione,"
"con un vasello snelletto e leggero,",arrampicarsi contro il ruscello oscuro e nascosto?
tanto che l'acqua nulla ne 'nghiottiva.,"chiese, scuotendo quelle venerate serrature."
"Da poppa stava il celestial nocchiero,",'Chi era la tua guida o chi la tua lanterna
tal che faria beato pur descripto;,per condurvi fuori da quella notte profonda
e più di cento spirti entro sediero.,quale ripida la valle dell'Inferno nelle tenebre?
'In exitu Isräel de Aegypto',"Le leggi dell'abisso sono così infrante,"
cantavan tutti insieme ad una voce,"o è stato fatto un nuovo decreto in cielo,"
con quanto di quel salmo è poscia scripto.,"che, dannazione, stai davanti alle mie scogliere?"""
Poi fece il segno lor di santa croce;,Il mio capo mi ha poi contattato.
ond'ei si gittar tutti in su la piaggia:,e con le sue parole e segni e con le sue mani
"ed el sen gì, come venne, veloce.","mi ha fatto mostrare riverenza con il ginocchio e la fronte,"
"La turba che rimase lì, selvaggia","Allora gli rispose: ""Non sono venuto da solo."
"parea del loco, rimirando intorno",Una donna discesa dal Cielo e su sua richiesta
come colui che nove cose assaggia.,Ho prestato a quest'uomo compagnia e aiuto.
Da tutte parti saettava il giorno,Ma siccome è la tua volontà che dico chiaramente
"lo sol, ch'avea con le saette conte","la vera condizione della nostra presenza qui,"
"di mezzo 'l ciel cacciato Capricorno,",Non puo' essere che io neghi il tuo desiderio.
quando la nova gente alzò la fronte,"Quest'uomo non ha ancora visto il suo ultimo tramonto,"
"ver' noi, dicendo a noi: “Se voi sapete,",ma attraverso la sua follia era così vicino ad esso
mostratene la via di gire al monte”.,Il suo tempo era quasi finito.
E Virgilio rispuose: “Voi credete,"- Gli fui mandato, come ho detto,"
forse che siamo esperti d'esto loco;,per la sua liberazione.
ma noi siam peregrin come voi siete.,Ma questo poteva essere salvato.
"Dianzi venimmo, innanzi a voi un poco,",Gli ho mostrato tutta la razza colpevole.
"per altra via, che fu sì aspra e forte,",e ora intende fargli vedere quegli spiriti
che lo salire omai ne parrà gioco”.,che si purificano sotto la tua responsabilità.
"L'anime, che si fuor di me accorte,",Come l'ho condotto ci metterei molto a dirlo.
"per lo spirare, ch'i' era ancor vivo,",Scendendo dall'alto un potere mi aiuta
maravigliando diventaro smorte.,"per portarlo qui, perché possa vederti e sentirti."
E come a messagger che porta ulivo,"Che possiate dare il benvenuto al suo arrivo,"
"tragge la gente per udir novelle,","dal momento che è in cerca di libertà, che è così caro,"
"e di calcar nessun si mostra schivo,",come ben sa chi dona la sua vita per essa.
così al viso mio s'affisar quelle,"Lo sai bene, dalla morte a Utica."
"anime fortunate tutte quante,","non sembrava amaro, là dove te ne sei andato"
quasi oblïando d'ire a farsi belle.,l'abito che splenderà in quel grande giorno.
Io vidi una di lor trarresi avante,"'Non da noi sono gli eterni editti rotti,"
"per abbracciarmi, con sì grande affetto,","perché quest'uomo vive e Minos non mi lega,"
che mosse me a far lo somigliante.,ma io sono del cerchio dove la tua Marcia
"Ohi ombre vane, fuor che ne l'aspetto!","'Implora con i suoi occhi casti, o santo seno,"
"tre volte dietro a lei le mani avvinsi,",che pensi ancora a lei come a te.
e tante mi tornai con esse al petto.,"Per amore di lei, allora, ti supplico,"
"Di maraviglia, credo, mi dipinsi;",Permettici di passare attraverso i tuoi sette regni.
"per che l'ombra sorrise e si ritrasse,",Le riferiro' la sua gentilezza...
"e io, seguendo lei, oltre mi pinsi.","se degni di essere menzionato qui di seguito."""
Soavemente disse ch'io posasse;,Marcia era cosi' contenta dei miei occhi mentre ero ancora viva.
"allor conobbi chi era, e pregai","Disse: ""Qualunque favore"
"che, per parlarmi, un poco s'arrestasse.","Mi ha cercato, l'ho concesso."
Rispuosemi: “Così com'io t'amai,'Ora che abita al di là del flusso malvagio
"nel mortal corpo, così t'amo sciolta:","non può più muovermi,"
però m'arresto; ma tu perché vai?”.,secondo la legge fatta alla mia liberazione.
"“Casella mio, per tornar altra volta","Ma se, come dici tu, una donna del Cielo"
"là dov'io son, fo io questo vïaggio”,","si muove e ti dirige, non c'è bisogno di adulazione."
diss'io; “ma a te com'è tanta ora tolta?”.,Basta che lo chiedi a suo nome.
"Ed elli a me: “Nessun m'è fatto oltraggio,","Vai allora, assicurati di cingerlo."
"se quei che leva quando e cui li piace,","con la canna dritta e il suo viso bagnato,"
più volte m'ha negato esto passaggio;,"per cancellare tutte le tracce di contaminazione da esso,"
ché di giusto voler lo suo si face:,"""perché non sarebbe opportuno apparire,"
veramente da tre mesi elli ha tolto,"i suoi occhi ancora oscurati da ogni nebbia,"
"chi ha voluto intrar, con tutta pace.","davanti al ministro, il primo dal Paradiso."
"Ond'io, ch'era ora a la marina vòlto","'Questa piccola isola, nel suo punto più basso,"
"dove l'acqua di Tevero s'insala,","là dove le onde l'hanno battuto,"
benignamente fu' da lui ricolto.,cresce canne nel fango morbido e plaiant.
"A quella foce ha elli or dritta l'ala,","Non c'è altra pianta che possa fogliare,"
però che sempre quivi si ricoglie,"o indurire a sopportare,"
qual verso Acheronte non si cala”.,senza soccombere alle onde d'urto.
E io: “Se nuova legge non ti toglie,"Dopo che avrai finito, non tornare da questa parte."
memoria o uso a l'amoroso canto,"Il sole, ora che sorge, rivelerà"
"che mi solea quetar tutte mie doglie,","una salita più facile per raggiungere il picco."""
di ciò ti piaccia consolare alquanto,"Con quello scomparve, e mi alzai in piedi,"
"l'anima mia, che, con la sua persona","Senza parole. Avvicinandosi al mio capo,"
"venendo qui, è affannata tanto!”.",Gli ho rivolto gli occhi addosso.
'Amor che ne la mente mi ragiona',"Iniziò: ""Figlio mio, segui i miei passi."
"cominciò elli allor sì dolcemente,","Voltiamoci, per queste pendici pianeggianti"
che la dolcezza ancor dentro mi suona.,"da qui, fino al limite più basso."""
Lo mio maestro e io e quella gente,"Dawn stava sorpassando l'oscurità dell'ora,"
"ch'eran con lui parevan sì contenti,","che fuggirono prima di esso, e vidi e conobbi"
come a nessun toccasse altro la mente.,la lontana tremante del mare.
Noi eravam tutti fissi e attenti,"Siamo andati lungo la pianura solitaria,"
a le sue note; ed ecco il veglio onesto,come qualcuno che ha perso la strada
"gridando: “Che è ciò, spiriti lenti?",e pensa che si allontana finché non trova la strada.
"qual negligenza, quale stare è questo?",Quando siamo arrivati in un luogo dove la rugiada
Correte al monte a spogliarvi lo scoglio,può tenere il proprio contro il sole
ch'esser non lascia a voi Dio manifesto”.,"perché è protetto da una brezza,"
"Come quando, cogliendo biado o loglio,",il mio padrone spalanca le sue mani
