Original,Translate_IT
"Mentr'io dubbiava per lo viso spento,","Mentre ero ancora disorientato dalla mia perdita di vista,"
de la fulgida fiamma che lo spense,dalla fiamma risplendente che mi accecava
"uscì un spiro che mi fece attento,",là respirava una voce che mi coglieva l'orecchio:
dicendo: “Intanto che tu ti risense,Finche' non avrai recuperato la vista.
"de la vista che haï in me consunta,","hai consumato su di me, farai bene"
ben è che ragionando la compense.,per rimediare alla sua perdita con il discorso.
Comincia dunque; e dì ove s'appunta,Iniziate e dite qual è l'obiettivo che la vostra anima ha stabilito.
"l'anima tua, e fa ragion che sia",E sii sicuro del tuo potere visivo
la vista in te smarrita e non defunta:,"è confuso, non per sempre perduto,"
perché la donna che per questa dia,'per la signora che ti guida attraverso
"regïon ti conduce, ha ne lo sguardo",questo luogo santo possiede nel suo sguardo
la virtù ch'ebbe la man d'Anania”.,"il potere che la mano di Anania aveva."""
Io dissi: “Al suo piacere e tosto e tardo,"E io dissi: ""Al più presto o al più tardi come vuole,"
"vegna remedio a li occhi, che fuor porte",possa la cura venire agli occhi che erano i portali
quand'ella entrò col foco ond'io sempr'ardo.,E' entrata con il fuoco in cui brucio sempre.
"Lo ben che fa contenta questa corte,",'Il bene che soddisfa questa corte
Alfa e O è di quanta scrittura,è alfa e omega di qualsiasi Scrittura
mi legge Amore o lievemente o forte”.,"L'amore mi insegna con toni forti o gentili."""
Quella medesma voce che paura,La stessa voce che mi aveva liberato
"tolta m'avea del sùbito abbarbaglio,",dalla paura alla mia improvvisa cecità
di ragionare ancor mi mise in cura;,"mi ha fatto esitare prima di parlare ancora,"
e disse: “Certo a più angusto vaglio,"quando diceva: ""E' chiaro che devi setacciare"
ti conviene schiarar: dicer convienti,"con un setaccio più fine, perché devi rivelare"
chi drizzò l'arco tuo a tal berzaglio”.,"che ti ha fatto puntare l'arco su un tale bersaglio."""
E io: “Per filosofici argomenti,E io: 'Entrambi i ragionamenti filosofici
e per autorità che quinci scende,e l'autorità che discende da qui
cotale amor convien che in me si 'mprenti:,"mi ha fatto ricevere l'impronta di tale amore,"
"ché 'l bene, in quanto ben, come s'intende,","""per il bene, per misura della sua bontà,"
"così accende amore, e tanto maggio","amore non appena è conosciuto, e molto di più"
quanto più di bontate in sé comprende.,il più di bontà che contiene.
"Dunque a l'essenza ov'è tanto avvantaggio,","'A quell'essenza, allora, che detiene tale riserva di bontà"
che ciascun ben che fuor di lei si trova,che ogni bene al di fuori di esso non è nulla
"altro non è ch'un lume di suo raggio,","ma una luce riflessa dai suoi raggi,"
più che in altra convien che si mova,'la mente di tutti coloro che vedono la verità
"la mente, amando, di ciascun che cerne",su cui si basa questa argomentazione
il vero in che si fonda questa prova.,"deve, più di ogni altra cosa, essere commosso dall'amore."
Tal vero a l'intelletto mïo sterne,'Questa verità è esposta alla mia comprensione
colui che mi dimostra il primo amore,da colui che mi dimostra l'amore primitivo
di tutte le sustanze sempiterne.,di tutte le sostanze eterne.
"Sternel la voce del verace autore,",'E la voce dell'autore veritiero lo pone
