Original,Translate_IT
In forma dunque di candida rosa,"In forma, allora, di una rosa bianca luminosa"
mi si mostrava la milizia santa,"Ho visto il santo soldato che Cristo,"
che nel suo sangue Cristo fece sposa;,"col Suo stesso sangue, preso come Sua Sposa."
"ma l'altra, che volando vede e canta","Ma gli altri - che, come volano, ecco"
la gloria di colui che la 'nnamora,"e canta la gloria di Colui che suscita il loro amore,"
"e la bontà che la fece cotanta,","e cantare la Sua bontà che li ha risuscitati così in alto,"
sì come schiera d'ape che s'infiora,come uno sciame d'api che in un istante tuffarsi
una fïata e una si ritorna,"in profondità in fiori e, il prossimo, tornare indietro"
"là dove suo laboro s'insapora,",dove la loro fatica si trasforma in dolcezza...
nel gran fior discendeva che s'addorna,"discese fino allo splendido fiore,"
"di tante foglie, e quindi risaliva","ornato di molti petali, e poi volato su"
là dove 'l süo amor sempre soggiorna.,dove il loro amore dimora per sempre.
Le facce tutte avean di fiamma viva,"I loro volti erano di fuoco vivo,"
"e l'ali d'oro, e l'altro tanto bianco,","le loro ali erano d'oro, il resto"
che nulla neve a quel termine arriva.,era di un bianco mai abbinato dalla neve.
"Quando scendean nel fior, di banco in banco","Quando sono scesi al fiore, hanno dato"
porgevan de la pace e de l'ardore,la pace e l'amore acquisiti con le loro ali battute
ch'elli acquistavan ventilando il fianco.,"sui petali, filare sulla fila."
Né l'interporsi tra 'l disopra e 'l fiore,"né tanto vasta fu la folla che volava,"
di tanta moltitudine volante,"tra il fiore e la luce che sta sopra,"
impediva la vista e lo splendore:,"ostacolare lo sguardo verso l'alto o verso il basso,"
ché la luce divina è penetrante,"perché la luce di Dio penetra così nell'universo,"
"per l'universo secondo ch'è degno,","secondo l'idoneità delle sue parti a prenderlo in,"
sì che nulla le puote essere ostante.,che non c'è nulla che possa resistere al suo raggio.
"Questo sicuro e gaudïoso regno,","Questo regno sicuro e gioioso,"
"frequente in gente antica e in novella,","affollato di anime sia dai vecchi tempi che dal nuovo,"
viso e amore avea tutto ad un segno.,mirava la vista e l'amore su un unico obiettivo.
Oh trina luce che 'n unica stella,"O luce triplice, che, in una singola stella"
"scintillando a lor vista, sì li appaga!","scintillante ai loro occhi, li contenuti così!"
guarda qua giuso a la nostra procella!,Guardate la nostra tempesta qui sotto.
"Se i barbari, venendo da tal plaga","Se i barbari, provenienti da quella regione"
"che ciascun giorno d'Elice si cuopra,","che Helice copre ogni giorno,"
"rotante col suo figlio ond'ella è vaga,","con il figlio, nel quale si diletta,"
"veggendo Roma e l'ardüa sua opra,",sono stati sbalorditi alla vista di Roma
"stupefaciensi, quando Laterano","e i suoi monumenti maestosi,"
a le cose mortali andò di sopra;,"quando il Laterano superò tutte le altre opere dell'uomo,"
"ïo, che al divino da l'umano,","Io, che ero venuto alle cose divine dalla proprietà dell'uomo,"
"a l'etterno dal tempo era venuto,","all'eternità dal tempo,"
"e di Fiorenza in popol giusto e sano,","da Firenze ad un popolo giusto e sano,"
di che stupor dovea esser compiuto!,con quale stupore devo essere stato riempito!
Certo tra esso e 'l gaudio mi facea,"Infatti, tra la meraviglia e la mia gioia, ero contento"
libito non udire e starmi muto.,non ascoltare e non dire una parola.
E quasi peregrin che si ricrea,"E, come pellegrino, nel tempio del suo voto,"
"nel tempio del suo voto riguardando,","contenuto dentro di sé, guarda amorevolmente circa"
"e spera già ridir com'ello stea,","e si aspetta di raccontare la sua storia quando torna a casa,"
"su per la viva luce passeggiando,","così, attraverso la luce vivente ho lasciato i miei occhi"
"menava ïo li occhi per li gradi,","spazia liberamente attraverso i ranghi, ora su, ora giù,"
"mo sù, mo giù e mo recirculando.",ora gironzolando liberamente tutto intorno di nuovo.
"Vedëa visi a carità süadi,","Ho visto visti informati dall'amore celeste, splendenti"
"d'altrui lume fregiati e di suo riso,","con la luce di un altro e i loro sorrisi,"
e atti ornati di tutte onestadi.,ogni loro movimento abbellito con dignità.
La forma general di paradiso,Il mio sguardo ormai aveva preso
"già tutta mïo sguardo avea compresa,",la forma generale del Paradiso
in nulla parte ancor fermato fiso;,"ma non ancora fissato su una sola parte di esso,"
e volgeami con voglia rïaccesa,"e mi voltai, con nuova ardente ansietà"
per domandar la mia donna di cose,per chiedere molte cose alla mia signora
di che la mente mia era sospesa.,che mi ha tenuto a mente ancora in suspense.
"Uno intendëa, e altro mi rispuose:",Mi aspettavo una cosa ma ne trovai un'altra:
credea veder Beatrice e vidi un sene,"invece di Beatrice, un vecchio, adorna"
vestito con le genti glorïose.,"come gli altri nella gloria, hanno incontrato i miei occhi."
Diffuso era per li occhi e per le gene,I suoi occhi e le sue guance erano soffusi
"di benigna letizia, in atto pio","con gentile gioia, e da tutto il suo aspetto splendeva"
quale a tenero padre si convene.,la tenerezza di un padre amorevole.
"E “Ov'è ella?”, sùbito diss'io.",Allora 'Dov'è lei?' Ho chiesto subito
Ond'elli: “A terminar lo tuo disiro,Ed egli rispose: 'Per condurre il vostro desiderio al suo obiettivo
mosse Beatrice me del loco mio;,Beatrice mi ha chiamato da casa mia.
e se riguardi sù nel terzo giro,'Se alzi gli occhi al terzo cerchio
"dal sommo grado, tu la rivedrai","sotto il livello più alto, la vedrete di nuovo,"
nel trono che suoi merti le sortiro”.,"ora sul trono i suoi meriti hanno assegnato."""
"Sanza risponder, li occhi sù levai,","Senza una parola, alzai gli occhi"
e vidi lei che si facea corona,"e vide che, riflettendo i raggi eterni,"
reflettendo da sé li etterni rai.,Sembrava circondato da una corona.
Da quella regïon che più sù tona,Dalla regione più alta dove si rompe il tuono
"occhio mortale alcun tanto non dista,","fino al fondo del mare più profondo,"
"qualunque in mare più giù s'abbandona,",nessun occhio mortale è mai abbastanza lontano
quanto lì da Beatrice la mia vista;,come la mia vista fu tolta da Beatrice.
"ma nulla mi facea, ché süa effige","Eppure a me non importava, perché la sua immagine"
non discendëa a me per mezzo mista.,E' caduto implacabile da qualsiasi cosa.
"“O donna in cui la mia speranza vige,",'O donna che dà forza a tutte le mie speranze
e che soffristi per la mia salute,"e che ti ha permesso, per la mia salvezza,"
"in inferno lasciar le tue vestige,","di lasciare lì le tue orme all'inferno,"
"di tante cose quant'i' ho vedute,","'di tutte le tante cose che ho visto,"
dal tuo podere e da la tua bontate,Conosco la grazia e la virtù che mi è stata mostrata
riconosco la grazia e la virtute.,provengono dalla tua bontà e dal tuo potere.
Tu m'hai di servo tratto a libertate,"'Sei tu che, su qualunque strada,"
"per tutte quelle vie, per tutt'i modi",mi hanno tratto dalla servitù alla libertà
che di ciò fare avei la potestate.,con tutti i mezzi che avevi in potere.
"La tua magnificenza in me custodi,",Tieni viva la tua munificenza in me.
"sì che l'anima mia, che fatt'hai sana,","l'anima mia, che tu hai guarita,"
piacente a te dal corpo si disnodi”.,"può piacerti quando esce dalla sua cornice mortale."""
"Così orai; e quella, sì lontana","Questa era la mia preghiera. E lei, per quanto lontana"
"come parea, sorrise e riguardommi;","sembrava, sorrise e mi guardò giù,"
poi si tornò a l'etterna fontana.,poi si rivolse di nuovo alla fontana eterna.
E 'l santo sene: “Acciò che tu assommi,E il santo antico disse: 'Affinché possiate raggiungere
"perfettamente”, disse, “il tuo cammino,","ora il vostro viaggio è consumato,"
"a che priego e amor santo mandommi,",sia l'amore sacro che la preghiera mi hanno mandato qui:
vola con li occhi per questo giardino;,"'Lasciate che la vista vola attraverso questo giardino,"
ché veder lui t'acconcerà lo sguardo,per vederlo aiuterà a preparare i tuoi occhi
più al montar per lo raggio divino.,"per risorgere, lungo il raggio di luce santa."
"E la regina del cielo, ond'ïo ardo","E la regina del Cielo, per la quale brucio"
"tutto d'amor, ne farà ogne grazia,","con amore, ci concederà ogni grazia,"
però ch'i' sono il suo fedel Bernardo”.,"poiché io sono suo, il suo fedele Bernardo."""
Qual è colui che forse di Croazia,"Come l'uomo che, forse dalla Croazia, è venuto"
