Original,Translate_IT
Poscia che 'ncontro a la vita presente,Dopo che mi ha biasimato per la vita passata
d'i miseri mortali aperse 'l vero,"A chi è povero è stato veramente rivelato,"
"quella che 'mparadisa la mia mente,","Tu, che mi hai dato il Paradiso,"
come in lo specchio fiamma di doppiero,"Là, come colui che è nel vetro dello specchio di notte"
"vede colui che se n'alluma retro,","Il bagliore della torcia guarda dietro di se',"
"prima che l'abbia in vista o in pensiero,",Prima che la vedesse e ci ricordasse...
e sé rivolge per veder se 'l vetro,"E guardate indietro se ciò che percepisce,"
"li dice il vero, e vede ch'el s'accorda","Anche in realtà, e vede che il vetro e l'atto"
con esso come nota con suo metro;,"Come l'argilla e l'argilla, si uniscono;"
così la mia memoria si ricorda,Lo ero... e la sua stessa azione... quello che ho fatto...
ch'io feci riguardando ne' belli occhi,"Quando ho guardato nell'occhio, da che cosa i lacci,"
onde a pigliarmi fece Amor la corda.,Per vedermi... che ha preso l'amore.
E com'io mi rivolsi e furon tocchi,Ho visto che mi entrava negli occhi...
"li miei da ciò che pare in quel volume,","Quando ho guardato indietro cercando,"
"quandunque nel suo giro ben s'adocchi,",Quello che scoprono quelli che raggiungono questo cerchio.
un punto vidi che raggiava lume,"Mi risplende un punto così brillante e affascinante,"
"acuto sì, che 'l viso ch'elli affoca",Che mai un occhio che lui con il luminoso
chiuder conviensi per lo forte acume;,"Il brace è irradiato, può sfidarlo apertamente."
"e quale stella par quinci più poca,","Si lasciò mettere a lui il più piccolo stellato,"
"parrebbe luna, locata con esso","Una luna apparve, si può vedere alla sua luce"
come stella con stella si collòca.,Come una stella che si unisce alla stella.
Forse cotanto quanto pare appresso,"Fin qui, quando Sole e Luna circondano un cortile,"
alo cigner la luce che 'l dipigne,"Dalla lucentezza adatta delle due stelle,"
"quando 'l vapor che 'l porta più è spesso,","Quando il suo splendore si rompe in una fitta nebbia,"
distante intorno al punto un cerchio d'igne,"C'era un cerchio intorno al punto, piegato così in fretta"
"si girava sì ratto, ch'avria vinto","Nella gran brace, che ha anche vinto"
quel moto che più tosto il mondo cigne;,Il cerchio più veloce che circonda il mondo.
"e questo era d'un altro circumcinto,","E questo era circondato dal secondo giro,"
"e quel dal terzo, e 'l terzo poi dal quarto,","Intorno al quale il terzo, il quarto, valutò,"
"dal quinto il quarto, e poi dal sesto il quinto.","E poi il quinto, poi il sesto."
Sopra seguiva il settimo sì sparto,"Si vedeva il settimo,"
"già di larghezza, che 'l messo di Iuno","A tal punto che a metà cerchio di Iris, anche tutto,"
intero a contenerlo sarebbe arto.,Ma era troppo stretto per includerlo.
Così l'ottavo e 'l nono; e ciascheduno,"Poi l'Ottavo, la nona corona,"
"più tardo si movea, secondo ch'era","Ogni cerchio in movimento, più lontano"
in numero distante più da l'uno;,Egli era lontano da quell'unico splendore.
e quello avea la fiamma più sincera,"Più la fiamma del cerchio è pura e allegra,"
"cui men distava la favilla pura,","Piu' e' lontano dalle sue tracce,"
"credo, però che più di lei s'invera.",E nella pura brace mai consacrata.
"La donna mia, che mi vedëa in cura","Lei che, vedendomi, ha saputo il mio desiderio,"
"forte sospeso, disse: “Da quel punto","Lingua non richiesta: ""Da questo punto di vista"
depende il cielo e tutta la natura.,"I cieli, tutta la natura."
Mira quel cerchio che più li è congiunto;,Guarda quel cerchio che prima lo circonda;
e sappi che 'l suo muovere è sì tosto,"Quello che lo spinge a volare così in fretta,"
per l'affocato amore ond'elli è punto”.,"È l'amore salutare che richiede il fuoco."""
E io a lei: “Se 'l mondo fosse posto,"E io le dissi: ""Se il mondo fosse stato unito"
"con l'ordine ch'io veggio in quelle rote,","Secondo la legge, che regna in questi ambienti,"
sazio m'avrebbe ciò che m'è proposto;,Mi sarebbe bastata la tua parola.
ma nel mondo sensibile si puote,"Ma nel mondo, che è sensibile, provate"
"veder le volte tanto più divine,","Le vibrazioni più grandi della divinità,"
quant'elle son dal centro più remote.,"Inoltre, girano dal centro."
"Onde, se 'l mio disir dee aver fine","In questo edificio sarà piena di gloria,"
in questo miro e angelico templo,"Nel tempio, che circonda solo l'amore e la luce,"
"che solo amore e luce ha per confine,","Starò tranquillo, libero da ogni desiderio,"
udir convienmi ancor come l'essemplo,"Di': ""Come mai non riesco a immaginarlo?"""
"e l'essemplare non vanno d'un modo,",Che l'immagine non corrisponde a se stessa e all'immagine originale.
ché io per me indarno a ciò contemplo”.,"E altre leggi guidano entrambe?"""
“Se li tuoi diti non sono a tal nodo,"""Non basta il tuo dito a questo nodo,"
"sufficïenti, non è maraviglia:","Non c'è da meravigliarsi, perché strapparlo via"
"tanto, per non tentare, è fatto sodo!”.","Nessuno ci ha provato, si è stretto e si è chiuso."""
Così la donna mia; poi disse: “Piglia,"Disse, e poi: ""Prenditi per ristorarti,"
"quel ch'io ti dicerò, se vuo' saziarti;","Quello che ti proclamerò, solo"
e intorno da esso t'assottiglia.,Guardalo attentamente con gli occhi affilati.
Li cerchi corporai sono ampi e arti,"Un cerchio del corpo deve essere più ampio, più stretto,"
secondo il più e 'l men de la virtute,Come la forza esercitata dalle sue parti
che si distende per tutte lor parti.,"Similmente espanso, grande o piccolo."
Maggior bontà vuol far maggior salute;,"La più grande benignità opera in una più grande guarigione,"
"maggior salute maggior corpo cape,","E la più grande salvezza riempie il territorio più grande,"
s'elli ha le parti igualmente compiute.,Diamo la stessa forza a Ward in ogni zona.
Dunque costui che tutto quanto rape,Il cerchio che porta con sé l'universo
"l'altro universo seco, corrisponde","Nel suo slancio, nel suo modo corrisponde"
al cerchio che più ama e che più sape:,"Quello che ama di piu', vede piu' in basso."
"per che, se tu a la virtù circonde","Perciò, se lodi la tua misura all'interno,"
"la tua misura, non a la parvenza",E non la portata espressa
"de le sustanze che t'appaion tonde,","Da ciò che appare là, come cerchi circolari,"
tu vederai mirabil consequenza,"Così sarai eccitato, per ammirazione,"
"di maggio a più e di minore a meno,",Vedere l'aumento e la diminuzione corrispondenti
"in ciascun cielo, a süa intelligenza”.","In ogni cerchio e ciò che lo muove."""
Come rimane splendido e sereno,"Come l'azzurro splende dalle altezze di Eter,"
"l'emisperio de l'aere, quando soffia","Quando Borea erutta aria da quella guancia,"
"Borea da quella guancia ond'è più leno,","Dalla quale il meno sventola la sua testa,"
per che si purga e risolve la roffia,"Così purificato dal vapore e sciolto,"
"che pria turbava, sì che 'l ciel ne ride",Colui che lo tolse nei suoi vasti pascoli
con le bellezze d'ogne sua paroffia;,I cieli sorridono di ogni fascino;
"così fec'ïo, poi che mi provide","Così mi è stato detto dalle mie mogli,"
"la donna mia del suo risponder chiaro,","Per questo la verità mi ha lasciato così chiaro,"
e come stella in cielo il ver si vide.,Guardare come una stella nel cielo puro.
"E poi che le parole sue restaro,","E quando la loro parola di salvezza fu conclusa,"
non altrimenti ferro disfavilla,Non c'era altro che ferro bollente
"che bolle, come i cerchi sfavillaro.","Quei cerchi, scintillanti, che si presentano."
L'incendio suo seguiva ogne scintilla;,Le scintille seguirono i cerchi infiammati
"ed eran tante, che 'l numero loro","Nel Meng più grande, che raddoppiando"
più che 'l doppiar de li scacchi s'inmilla.,I campi di scacchi sono mille volte più numerosi.
Io sentiva osannar di coro in coro,Il punto fermo della sua modifica
"al punto fisso che li tiene a li ubi,","Nel luogo in cui li riceverà, anche sarà preservato,"
"e terrà sempre, ne' quai sempre fuoro.",Scholl canto di lode da questi cerchi di slancio.
E quella che vedëa i pensier dubi,"""Due cerchi guarda il punto prima di tenersi,"""
"ne la mia mente, disse: “I cerchi primi","Parlava, conoscendo sempre ciò che il mio spirito ha in mente,"
t' hanno mostrato Serafi e Cherubi.,Serafini e cherubini.
"Così veloci seguono i suoi vimi,","Seguono le loro catene in questo modo,"
per somigliarsi al punto quanto ponno;,"Come possono unirsi a lui,"
e posson quanto a veder son soblimi.,E possono vedere come sono in alto.
"Quelli altri amori che 'ntorno li vonno,","Il glutine che affluisce su di esso,"
"si chiaman Troni del divino aspetto,","I troni sono dal volto di Dio,"
per che 'l primo ternaro terminonno;,Chiamato perché chiudono il primo triplo.
e dei saper che tutti hanno diletto,"Cosi' grande e' tutto Wonn, quando il suo viso e'..."
quanto la sua veduta si profonda,"Invaso profondamente nella verità eterna,"
